image_url street_wid sidewalk_wid g1q2_left g1q2_right public_art V1 diag hor vert red green blue bairro setor V3.Feminino distance.Feminino V3.Casado distance.Casado V3.Masculino distance.Masculino V3.Baixa distance.Baixa V3.CCatole distance.CCatole V3.Jovem distance.Jovem V3.NCCatole distance.NCCatole V3.Geral distance.Geral V3.Medio distance.Medio V3.Solteiro distance.Solteiro V3.Media distance.Media V3.Pos distance.Pos V3.Adulto distance.Adulto V3.NCCentro distance.NCCentro V3.CCentro distance.CCentro V3.NCLiberdade distance.NCLiberdade V3.CLiberdade distance.CLiberdade g2count mov_cars park_cars g2q2_left g2q2_right mov_ciclyst g3count debris g3q1_left g3q1_right pavement g3q2_left g3q2_right landscape g3q3_left g3q3_right g4count courtyards major_landsc g5count build_ident build_nrectan g6count prop_street_wall g6q1_left g6q1_right prop_wind g6q2_left g6q2_right g7count long_sight prop_sky_ahead prop_sky_across g7q3_left g7q3_right g8count graffiti trees g8q2_left g8q2_right small_planters g8q3_left g8q3_right g9count build_height g9q1_left g9q1_right g10count build_diff_ages diff_build prop_hist_build g11count outdoor_table g11q2_left g11q2_right street_furnit g11q3_left g11q3_right g12count basic_col lights g12q2_left g12q2_right accent_col g13count people g13q1_left g13q1_right prop_active_use g13q2_left g13q2_right area rank index diff mode
centro/Rua_Pedro_Alvares_Cabral__129_180.jpg 32.8 5.7292304640636 7 6.4 0 agradavel? 10 36 5 125.443968 125.744001 120.301338 centro 250400905000013 4.17570140671 0.000978954126078002 3.95387322768 0.00228181985034049 3.89286371666 0.00362962457619631 4.00833246716 0.00561476980576311 NA NA 4.08107100109 0.00366505110474493 NA NA 3.99204165657 0.00745941623820739 4.83867785082 0.00685400246603711 3.87277233748 0.00179726784098253 3.79526039711 0.00216326283083538 3.79029098861 0.00521125285668484 3.59957118638 0.00376965709993109 3.125 0 4.07830026954 0.00160256118785401 NA NA NA NA 6 1.16666666666667 5.33333333333333 2.5 2.83333333333333 1.66666666666667 109 2.96330275229358 3.06 2.91919191919192 2.0045871559633 2.26 1.94949494949495 2.06422018348624 2.16 2.08080808080808 3 0 0 1 2 0 6 0.991666666666667 1 0.983333333333333 0.233333333333333 0.166666666666667 0.3 1 1 0.3 0.2 0.2 0.2 5 No 0 0 0 0 0 0 2 18 17 19 1 No 11 0 1 0 0 0 0 0 0 16 3.1875 0.375 0.375 0 2.5 5 5.4 0.25 5.2 0.96 0.95 0.96 norte 84 98 -14 jovem
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg 34 6.25401148249613 5.5 6.33333333333333 0 agradavel? 0 64 0 140.519632 142.964596 140.693747 catole 250400905000060 5.83264552871 0.00432668518779179 5.00900836168 0.00517585146998423 5.4638692331 0.00278854565401894 5.54163348756 0.00491194174229037 5.6596384017 0.0115275035376585 5.78955379001 0.00231708930478401 5.38914755511 0.00218876465477689 5.39696864621 0.00910759701572438 4.86288494902 0.00447048951698238 5.7079872555 0.00402483722141674 5.61190951945 0.00316611935905819 5.60621843686 0.00563826311703095 5.50763903903 0.002910212563543 NA NA NA NA NA NA NA NA 1 0 11 5 6 0 1 4 4 4 3 3 3 2.5 2 3 3 0.333333333333333 0 1 1 1 6 0.325 0.366666666666667 0.42 0.133333333333333 0.1 0.2 1 2 0.5 0.7 NA 0.7 1 No 2 1 1 0 0 0 1 13.5 11 16 2 No 3 0 1 0 0 0 0 0 0 1 1 2 2 NA 0 15 2.13333333333333 1.38461538461538 1 0.676666666666667 0.476923076923077 0.871428571428571 oeste 12 25 -13 jovem
centro/Rua_Elias_Aforas__67__180.jpg 36.6666666666667 7 7 7 0 agradavel? 10 62 13 131.477516 135.303031 130.045641 centro 250400905000013 5.83970238143 0.00529834683822012 5.80063156094 0.00336498966916911 5.25539395121 0.00328993447928846 5.80631473643 0.00470288126102662 NA NA 5.48223979874 0.00474923068015579 NA NA 5.24808259998 0.00391328393094236 6.82327806924 0.00517310467534661 5.26493583921 0.00610626779811193 5.12207804104 0.00569799077653906 5.12252721644 0.00323819909085341 5.06322831527 0.00352082526420159 6.66666666667 0 5.17184589161 0.00615113440951383 NA NA NA NA 8 0 8.25 4.5 3.75 0 1 3 3 3 4 4 4 3 3 3 3 0 0 1 0 3 6 0.933333333333333 0.883333333333333 0.983333333333333 0 0 0 1 1 0.4 0.35 0.4 0.3 1 Yes 1 1 0 0 0 0 7 29.0714285714286 19.8571428571429 38.2857142857143 5 No 5.6 0 1 0 0 0 0 0 0 1 2 0 0 0 2 1 1 1 0 0.65 1 0.3 norte 28 40 -12 jovem
catole/Rua_Vigario_Calixto__1201_0.jpg 45 6 6 6 0.166666666666667 agradavel? 6 103 1 142.36918 145.271709 141.056549 catole 250400905000062 4.67624849533 0.0118672516248091 4.61612161148 0.00353428574537331 5.02883231584 0.00548243938954595 5.08979326607 0.00381006719317481 5.14177192773 0.00537619099431522 5.06709048087 0.0024498969975999 4.82230599845 0.000616470417595402 4.7783406383 0.0071825229579885 5.38147956115 0.00123395283863477 4.92324390883 0.00668035237746452 4.89316181949 0.00238488202283132 4.91834789921 0.00435377858251068 4.74334462919 0.0071732028677254 NA NA NA NA NA NA NA NA 3 0.333333333333333 1 1 0 3 5 3.2 3.6 3 3.2 3.2 3.75 3.1 3.2 3.25 3 0.333333333333333 0 1 1 2 3 0.583333333333333 0.9 0.266666666666667 0.166666666666667 0.0333333333333333 0.3 4 1.5 0.7 0.6625 0.6 0.725 5 No 0.6 0 0.6 0.8 0.2 0.6 1 9.5 10 9 2 yes 4 0 17 0 0 0 0.352941176470588 0.176470588235294 0.176470588235294 2 2 0 0 0 2 4 2.75 1 1.75 0.625 0.775 0.475 oeste 42 53 -11 jovem
centro/Rua_Augusto_Severo__71_90.jpg 26.6666666666667 3.66666666666667 3.66666666666667 3.66666666666667 0 agradavel? 22 33 7 134.033597 132.542074 131.515316 centro 25040090500004 3.75778829567 0.00845613335070206 3.35108557784 0.00454098752925482 4.06778649684 0.00344057985279147 4.42396661992 0.00217121451451824 NA NA 4.32218131273 0.00311029707205327 NA NA 4.33627564442 0.00366271996076515 3.22781384181 0.00232967894763922 4.61109306853 0.00530910227603257 4.01093831059 0.00904038369747764 3.99415529574 0.00747594660290111 3.87516382717 0.00688456092667183 5.36807176024 0.000914684513497215 3.80574491256 0.0029135816832495 NA NA NA NA 1 1 10 4 6 0 1 4 4 4 2 2 2 2 2 2 3 0 0 1 2 0 3 0.666666666666667 0.666666666666667 0.666666666666667 0.116666666666667 0.233333333333333 0 1 3 1 0.5 1 0 5 Yes 1 1 0 0 0 0 1 17.5 20 15 1 No 7 0 1 0 0 0 0 0 0 2 2 0 0 0 2.5 9 4.22222222222222 2.66666666666667 1.55555555555556 0.783333333333333 0.788888888888889 0.777777777777778 norte 75 86 -11 jovem
liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg 31.5263157894737 6.55263157894737 6.63157894736842 6.47368421052632 0.0526315789473684 agradavel? 2 47 10 139.906722 141.756686 135.041647 liberdade 250400905000089 3.81287464785 0.00355200654769191 3.80949427278 0.00259664833933659 4.13761469089 0.00719190898554812 4.16482295185 0.00621048174802953 NA NA 4.24711271565 0.00290912335771304 NA NA 4.15482256264 0.0044277588023538 4.15476896226 0.00558662015441362 4.17127727364 0.00393854711658703 4.08688912195 0.00462285019798363 4.06979215218 0.0127960547391689 3.77994752237 0.00430610902833221 NA NA NA NA 4.06684687325 0.00318910755990208 4.60171815429 0.00653514130079744 11 0 0.0909090909090909 0.0909090909090909 0 0.272727272727273 1 3.5 4 3 2.5 3 2 3 3 3 3 0 0 21 1.04761904761905 0.952380952380952 6 0.916666666666667 0.916666666666667 0.916666666666667 0 0 0 3 1.33333333333333 0.666666666666667 0.533333333333333 0.616666666666667 0.45 1 No 3 2 1 0 0 0 2 17.5 17.5 17.5 2 No 3 0 1 0 0 0 1 0 1 1 2 0 0 0 2 3 4.66666666666667 4.33333333333333 0.5 0.833333333333333 0.833333333333333 1 oeste 79 90 -11 jovem
liberdade/Rua_Riachuelo__930__180.jpg 30.5 5.75 5.75 5.75 0 agradavel? 7 59 5 138.253385 138.430732 132.724137 liberdade 250400905000089 3.82836764033 0.00121059966575363 4.60048606283 0.00300972695060982 3.94475413155 0.00430702696375693 3.83958087255 0.00167329324319524 NA NA 3.98377992457 0.00342055474399727 NA NA 4.01622973097 0.00610032489339699 3.88142996486 0.00471391523130494 3.80984950771 0.00351884914958966 3.88778982394 0.00358375408757286 3.89577240508 0.00408445511592912 3.61839751197 0.00308308149905048 NA NA NA NA 3.77300734548 0.00950212770175641 4.07063437368 0.00126196290915423 4 0 0 0 0 0 1 2 2 2 3 3 3 3 3 3 3 0 0 1 0 0 35 0.914285714285714 0.897142857142857 0.929411764705882 0.1 0.108571428571429 0.0647058823529412 1 2 0.05 0.05 0.05 0.05 1 No 0 0 0 0 0 0 1 10 10 10 1 No 4 0 2 0 0 0 0 0 0 2 1.5 0 0 0 2 3 1.66666666666667 0 1.66666666666667 0.666666666666667 0.666666666666667 0.666666666666667 oeste 86 97 -11 jovem
catole/Rua_Vigario_Calixto__1201_180.jpg 48 6.25 6.25 6.25 0 agradavel? 12 93 0 131.998691 136.168203 133.692412 catole 250400905000062 5.49993648259 0.00368628941375039 4.57772849348 0.00271128837232938 4.65903452277 0.00829353301801748 4.97534867045 0.0042552509119327 5.21724140772 0.00732376112357627 5.02368050079 0.00208856174660029 4.33044190318 0.00371629493975769 4.68083047354 0.00663512136952485 4.92683726694 0.00151774685071107 4.92896278628 0.0032773685628219 4.88817391056 0.00330888168444174 4.89192400808 0.00496371379682743 4.72227895609 0.00303592010471515 NA NA NA NA NA NA NA NA 1 2 4 0 4 0 1 5 5 5 5 5 5 5 5 5 3 0 0 2 3 0.5 4 0.9375 1 0.875 0 0 0 1 1 0.5 0.5 0.5 0.5 5 No 1.2 1.2 0 0 0 0 1 10.5 10 11 1 yes 5 0 7 0 0 0 1.28571428571429 0.428571428571429 0.857142857142857 1 3 0 0 0 5 1 0 0 0 0.4 0.5 0.3 oeste 44 54 -10 jovem
catole/Rua_Aluisio_Cunha_Linha__50__270.jpg 26 6.2 6.3 6.125 0 agradavel? 18 34 6 129.821367 130.043005 119.405013 catole 250400905000062 4.8506446834 0.00470281655483066 4.15364733883 0.00198267416886522 4.58706889197 0.00161710143113487 4.20567926253 0.00189711524236416 4.31371023145 0.00150179586123694 4.80959316386 0.00990926549091236 4.94160452494 0.009656728156865 4.74979334085 0.0039345758382275 5.80054019513 0.00369736236820263 4.76390180746 0.00194695536283826 4.77672594884 0.00481796201042999 4.74036469015 0.00354528219188814 4.54432829345 0.00286422741682115 NA NA NA NA NA NA NA NA 2 0 0 0 0 0.5 1 2.5 2 3 4 4 4 3 3 3 3 0.333333333333333 0 1 0 0 4 0.85 0.875 0.825 0 0 0 1 1 0.05 0.05 0.05 0.05 1 No 0 0 0 0 0 0 1 10 10 10 4 No 2.25 0 16 0 0 0 0 0 0 1 2 0 0 0 2 1 1 1 0 0.35 0.5 0.2 oeste 52 62 -10 jovem
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg 42.6666666666667 8.69365298137465 6.66666666666667 NA 0 agradavel? 0 44 0 117.162331 121.228779 115.94139 catole 250400905000060 6.10087799811 0.005888133494393 5.36741187592 0.00323140056319598 5.67605525298 0.00473870575522113 5.48551758474 0.0047459213448205 5.53775232531 0.00319835520111306 5.80374381716 0.00526288855045577 6.32607816845 0.00398381289530498 5.60271661915 0.00752334956511534 5.23181288271 0.002535303281433 5.71778020595 0.00400358072577396 5.69949106118 0.00276078553756119 5.70622267207 0.00666012772779054 5.5887722554 0.00570171157913174 NA NA NA NA NA NA NA NA 6 0 11.5 11.5 0 0 1 3 3 NA 3 3 NA 3 3 NA 3 0 0 3 0 0 6 0.75 0.75 NA 0 0 NA 1 1 1 1 NA 1 1 No 7 7 NA 0 0 NA 1 10 10 NA 2 No 2.5 0 4 0 0 NA 2.25 2.25 NA 1 2 0 0 NA 2 14 2 2 NA 0.85 0.85 NA oeste 11 20 -9 jovem
catole/Rua_Honorio_de_Melo__240__270.jpg 37.3333333333333 6.06237074159167 NA 5.33333333333333 0 agradavel? 19 45 12 143.184323 144.190199 138.668711 catole 250400905000060 5.76937329003 0.00462460606134358 5.0750659099 0.0243600785378315 6.11081738338 0.00680917228994166 5.8346666094 0.0043010848557076 5.9796744665 0.00377640629724657 6.20450901598 0.00323568771988518 5.96793313304 0.0062699790132422 5.90953199895 0.00496268642001781 5.98353395506 0.00301121531782461 6.04281122552 0.00754992912885881 6.13674093199 0.0029196404185639 6.15150799862 0.00418885049866487 5.98856404152 0.00648625765227997 NA NA NA NA NA NA NA NA 1 0 0 NA 0 0 1 3 NA 3 2 NA 2 3 NA 3 3 1 0 1 0 3 6 0.8 NA 0.8 0 NA 0 1 1 1 1 NA 1 1 No 1 NA 1 0 NA 0 2 17.5 NA 17.5 20 No 4.9 0 13 0 NA 0 0.769230769230769 NA 0.769230769230769 3 3 1 NA 1 1.33333333333333 1 0 NA 0 1 NA 1 oeste 2 10 -8 jovem
centro/Rua_Quebra_Quilos__399__270.jpg 47.3333333333333 5.01848492174452 8 5.33333333333333 0 agradavel? 28 86 10 133.286859 134.592542 128.642448 centro 250400905000013 5.17904621026 0.00132302267362573 6.05971748563 0.00164615154598571 6.15239890326 0.00307676986118561 5.54858705551 0.00308738723927339 NA NA 6.02610657672 0.00260058863614573 NA NA 5.45127051893 0.0112790946592273 5.63309810215 0.00500299218587812 5.68442485295 0.00461438923759274 6.20339961231 0.00544004056094758 6.17782890825 0.00292952305570035 5.64460049396 0.00619191320033152 6.82078664799 0 5.78893612038 0.00603974501701504 NA NA NA NA 9 2.44444444444444 2.55555555555556 1 1.55555555555556 0 1 4 4 4 4 4 4 4 4 4 3 0 0 1 0 1 5 0.58 0.42 0.74 0.09 0.18 0 1 0 0 1 1 NA 18 No 5.66666666666667 3.38888888888889 2.27777777777778 0 0 0 1 20 30 10 22 yes 5.13636363636364 0.0136363636363636 1 0 0 0 1 1 0 1 2 0 0 0 2 10 0 0 0 0.775 0.71 0.84 norte 9 16 -7 jovem
liberdade/Rua_Riachuelo__847__0.jpg 39.2 6 6 6 0 agradavel? 11 52 7 130.78597 132.715016 125.540299 liberdade 250400905000089 4.93894121542 0.00590118507886698 5.46944962717 0.00217629943840601 5.59518147234 0.00212302069788645 5.90803491679 0.00457560479457997 NA NA 5.74120569229 0.00400483502067498 NA NA 5.48990847773 0.00746731425879131 4.99406401796 0.00540541755165642 5.40970617178 0.00413259461884401 5.21685943581 0.00418452657322116 5.19145185002 0.0026750221717599 5.56782983588 0.00438665055744687 NA NA NA NA 5.42863774146 0.00497641004074409 6.54884019559 0.0020497597780189 1 0 4 1 3 0 2 4 4 4 4 4 4 4.25 4.5 4 3 0 0 3 0 3 6 0.891666666666667 0.916666666666667 0.866666666666667 0 0 0 6 0.5 0.583333333333333 0.5625 0.566666666666667 0.558333333333333 6 No 5 2.66666666666667 2.33333333333333 0 0 0 1 10.5 11 10 3 No 4 0 8 0 0 0 0.625 0.5 0.125 2 2 0.5 0.5 0 0.5 6 0 0 0 0.95 0.966666666666667 0.933333333333333 oeste 15 22 -7 zero
centro/Rua_Capitao_Joao_de_Sa__45__180.jpg 34.5 6.75 6.75 7 0.25 agradavel? 17 72 27 128.782845 126.983011 120.457803 centro 250400905000013 3.14977728157 0.00287837488795468 3.59740941096 0.00312163239021132 3.72214860718 0.00937513341349195 3.53824104149 0.00680534722507467 NA NA 3.73299324599 0.00206130504286938 NA NA 3.79040691974 0.00411222872204987 3.94880938764 0.00194359886331919 3.64210951832 0.00337907829195052 3.43377503066 0.00213060310790944 3.43437616635 0.00403383877669553 3.24119730474 0.00324794363857269 3.88597512068 0.00133436556555697 3.4193407398 0.00197412689295668 NA NA NA NA 46 0.847826086956522 2.47826086956522 1.04347826086957 1.5 0 1 3 4 2 3 4 2 3 4 2 4 0 0 1 1 0 6 0.466666666666667 0.583333333333333 0.35 0.15 0.116666666666667 0.183333333333333 1 3 1 1 1 NA 5 No 0 0 0 0 0 0 1 25 30 20 1 No 4 0 51 0.0392156862745098 0.0196078431372549 0.0196078431372549 0.117647058823529 0.0196078431372549 0.0980392156862745 1 2 0 0 0 3 20 0 0 0 0.59 0.53 0.65 norte 97 103 -6 zero
liberdade/Rua_Odon_Bezerra__306_270.jpg 36 6.375 6 6.75 0 agradavel? 6 119 25 137.449076 137.021048 130.282982 liberdade 250400905000095 5.60584193651 0.00133977895482595 4.49631645842 0.00180489509391379 4.37476120137 0.00406273747683924 4.81190298456 0.00571471427457981 NA NA 4.7758552655 0.00396947158663147 NA NA 4.48022759488 0.00379781035559821 5.01729396828 0.00431765655665299 4.5651694598 0.00440565508871183 4.55412448172 0.00301375977604153 4.5627792757 0.00321222427717551 4.58251369929 0.00349737605772437 NA NA NA NA 4.4363823718 0.00581113409339406 4.58345785379 0.00445198819723552 1 4 1 0 1 0 4 4.125 4.25 4 3.75 3.75 3.75 3.875 4 3.75 3 0 0 3 1.33333333333333 0.666666666666667 5 0.6 0.6 0.6 0.56 0.54 0.58 1 1 0.4 0.2 0.2 0.2 1 No 1 0 1 0 0 0 2 16.75 16 17.5 1 No 6 0 5 0 0 0 1 0.4 0.6 2 2.5 0 0 0 3 20 1 0.1 0.9 0.6025 0.495 0.71 oeste 54 59 -5 zero
catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg 19.2 5.54419551443832 NA 5.4 0 agradavel? 9 27 3 118.328799 119.472708 108.207113 catole 250400905000062 3.57265524522 0.00237618761926016 3.650552579 0.00909189515316998 3.37915327833 0.00536257313317402 2.07040224603 0.000721218795378554 3.57992247233 0.00353496264405367 3.5964198706 0.00266196434837134 3.3162320746 0.0309280849680137 3.51136662531 0.00471921536052106 3.29791987875 0.00185554579170838 3.43533618082 0.00970902108752665 3.60846822069 0.00577344256760282 3.57961473611 0.00267290665068313 2.88236590788 0.00577222573288528 NA NA NA NA NA NA NA NA 1 0 0 0 0 0 3 1.83333333333333 1 2.66666666666667 1.83333333333333 1 2.66666666666667 2.33333333333333 1.33333333333333 3.33333333333333 25 0.2 0.04 1 0 0 6 0.775 0.666666666666667 0.883333333333333 0 0 0 1 1 0.3 0.4 0.5 0.3 1 No 4 0 4 0 0 0 1 10 10 10 14 No 3.35714285714286 0.00714285714285714 6 0 0 0 0.833333333333333 0 0.833333333333333 1 2 0 0 0 2 8 0 0 0 0.41875 0.0375 0.8 oeste 101 106 -5 zero
liberdade/Rua_Sergipe__1337_90.jpg 26 5.75052200325805 6.66666666666667 NA 0 agradavel? 3 46 1 144.261178 144.537822 139.523369 liberdade 250400905000089 3.18357038361 0.0201516996795491 2.14617816121 0.00201598335421664 3.17142793729 0.00363522835701823 1.78318153487 0.00234851187303333 NA NA 3.49152376878 0.0118307347124274 NA NA 3.14098354025 0.00456392184481597 2.11547050878 0.00183400426465314 3.42663699596 0.00376228346476738 2.8651774089 0.00320500409983213 2.84921143197 0.023491006962583 2.24071784788 0.007078268800407 NA NA NA NA 3.08187621686 0.00336031965870414 2.23828501185 0.0123369394766733 65 0.0461538461538462 3.32307692307692 1.734375 1.75 0 115 1.48260869565217 1.82608695652174 1.18269230769231 1.6 1.65217391304348 1.51923076923077 1.35217391304348 1.39130434782609 1.25961538461538 16 0.0625 0 1 0 2 36 0.552777777777778 0.975 0.0794117647058823 0.0486111111111111 0.0527777777777778 0.0176470588235294 5 1 0.68 0.63 0.52 0.74 1 No 0 0 0 0 0 0 1 10 10 NA 18 No 3.83333333333333 0.0944444444444444 1 0 0 0 0 0 0 1 1 0 0 0 1 21 0.0476190476190476 0 0.05 0.35952380952381 0.452380952380952 0.28 oeste 102 107 -5 zero
catole/Rua_Doutor_Antonio_Telha__68__90.jpg 32.6666666666667 2.75700905755393 NA 5.33333333333333 0 agradavel? 2 31 2 132.714385 132.563727 128.080742 catole 250400905000060 4.32957606086 0.00476493911122818 4.39275251887 0.00598990782386109 4.68266918959 0.00310469770841146 4.43025896392 0.00519008101972738 4.53916890936 0.00870733117441797 4.5985803185 0.00689693389857055 4.78025614378 0.00195159392766962 4.69189570023 0.00270050950545514 4.54743856848 0.00333234168646711 4.54472689841 0.00667778055472238 4.77441806632 0.00417230572422793 4.74901477573 0.00433881676083529 4.4434665659 0.00736312316397941 NA NA NA NA NA NA NA NA 1 1 1 1 0 0 1 4 NA 4 3 NA 3 3 NA 3 3 0 0 1 0 1 34 0.897058823529412 NA 0.897058823529412 0.0852941176470588 NA 0.0852941176470588 3 0.666666666666667 0.666666666666667 0.65 NA 0.65 1 No 3 NA 3 0 NA 0 1 10 NA 10 2 No 4 0 6 0 NA 0 1 NA 1 1 2 1 NA 1 1 4 0 NA 0 0.75 NA 0.75 oeste 63 67 -4 zero
catole/Rua_Olegario_Mariano__139_270.jpg 37.7826086956522 7.00624261896611 8 6.17391304347826 0 agradavel? 0 29 3 135.202174 136.802829 131.88903 catole 250400905000060 5.47967938631 0.00508166404682379 5.24841034809 0.00233633462530909 6.38193204663 0.00276288970457554 7.91632971461 0.00359375635368272 6.64101014795 0.00108406689475066 6.06855601681 0.0123677034465382 6.07912255789 0.0104625105439458 5.91866854741 0.00239171988460356 5.53902408407 0.00833926880632339 6.20796060972 0.00916938862113117 6.08430862618 0.00639814682033507 6.11244374502 0.00306056740389607 6.07917422585 0.00455441390443819 NA NA NA NA NA NA NA NA 4 0 3.25 2.25 1 0 1 4 4 4 4 4 4 4 4 4 3 0 0 1 0 3 3 0.833333333333333 NA 0.833333333333333 0 NA 0 1 1 1 1 1 NA 1 No 3 1 2 0 0 0 4 12.5 NA 12.5 15 No 4.46666666666667 0 6 0 0 0 0.833333333333333 1 0.6 1 2 0 NA 0 2 3 0 0 0 0.666666666666667 0 0.666666666666667 oeste 5 8 -3 zero
catole/Rua_Joao_Francisco_Mota__64__90.jpg 31.1935483870968 6.87096774193548 7.54838709677419 6.19354838709677 0 agradavel? 1 69 0 125.234837 129.274645 124.010358 catole 250400905000062 6.98176434605 0.00229580391515981 7.00730172844 0.00697233183976047 5.91215511218 0.0022518841291914 6.17461565835 0.00273047588812796 6.31614861551 0.00419893539415738 6.06244650513 0.00345165993668605 6.34036665401 0.00114003363878368 6.03735665274 0.00282050170038187 5.7017047125 0.00105722372349347 6.12756607971 0.00452275029936458 6.23481995548 0.00311294271044578 6.22757304489 0.00463190242094042 6.03318838002 0.00209257090042859 NA NA NA NA NA NA NA NA 38 0.105263157894737 0.394736842105263 0.305555555555556 0.114285714285714 0.447368421052632 1 3 3 3 4 4 4 4 4 4 24 0.75 0.291666666666667 1 0 0 2 0.875 0.75 1 0 0 0 1 1 1 1 1 1 1 No 5 2 3 1 1 0 5 10.2 10 10.4 1 No 7 0 6 0 0 0 2 1.5 0.5 1 2 0 0 0 2 1 1 1 0 1 1 1 oeste 6 9 -3 zero
liberdade/Rua_Padre_Pedro_Serrao__353__270.jpg 25.3333333333333 5.33333333333333 5.33333333333333 5.33333333333333 0 agradavel? 11 44 16 123.511149 125.277279 117.987002 liberdade 250400905000089 5.01244984984 0.00553763940463265 6.4382154917 0.00398103762755856 4.89863242726 0.00255421881119396 4.99163302815 0.00508506771439521 NA NA 4.98304694249 0.00568884595526388 NA NA 5.06266333719 0.00590011424394155 5.21008230683 0.00232135193671052 5.05033342401 0.00785016364706488 4.96440946326 0.00556223697796962 4.97487199874 0.00536672456290414 4.83303016218 0.00385655133843476 NA NA NA NA 5.09504299153 0.0076097228969352 4.72269053989 0.00406385911992753 1 0 2 1 1 0 1 3 3 3 2.5 2 3 2.5 3 2 3 0 0 3 0.333333333333333 2 4 0.9125 0.9 0.925 0.225 0.225 0.225 1 1 1 1 NA 1 1 No 7 3 4 0 0 0 2 10 10 10 1 No 5 0 6 0 0 0 0.166666666666667 0 0.166666666666667 2 2.5 0 0 0 1.5 1 0 0 0 1 1 1 oeste 46 49 -3 zero
centro/Avenida_Dom_Pedro_II__500_270.jpg 30 7 6 8 0 agradavel? 18 89 16 133.810905 132.219281 128.19196 centro 250400905000023 4.71219462608 0.00615803845091466 4.40897614779 0.00134088179797192 4.91676569948 0.00296683723975587 5.35967489695 0.00975707247858658 NA NA 4.71037558406 0.00612583864864994 NA NA 4.59741584506 0.0057803827550489 4.67461439995 0.00130180545811006 4.81900935067 0.00554090401254866 4.3464786332 0.00517529971162906 4.31076126682 0.00714237758291276 4.57245996442 0.00550336448747831 4.85219636705 0.000628112066627392 4.37642486887 0.00572453185653311 NA NA NA NA 1 2 5 2 3 0 3 3.66666666666667 3.66666666666667 3.66666666666667 3.66666666666667 3.66666666666667 3.66666666666667 3.66666666666667 3.66666666666667 3.66666666666667 3 0 0 9 0 2 27 0.782962962962963 0.8996 0.658888888888889 0.209259259259259 0.112 0.262962962962963 5 1 0.6 0.45 0.34 0.56 1 No 2 2 0 0 0 0 1 35 60 10 2 No 6 0 5 0 0 0 0.6 0.6 0 1 2 1 0 1 2 1 0 0 0 1 1 1 norte 57 60 -3 zero
catole/Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg 29.3333333333333 6.41666666666667 6.16666666666667 6.66666666666667 0 agradavel? 2 31 3 121.100449 121.865911 112.041471 catole 250400905000062 4.26658158708 0.00541296994111627 4.04697895198 0.00918899939292498 4.52682907346 0.0064780094690116 4.23258483639 0.00534835850529578 4.45592350852 0.0056611406952316 4.53989296639 0.00377121301479361 4.31334593332 0.00351614605965666 4.33929625683 0.00492994341225159 4.68468854987 0.00135538869452133 4.41179714296 0.00884341052847792 4.49245353653 0.0033440440012453 4.50643497228 0.00320601694420454 4.35119201615 0.00348034056556123 NA NA NA NA NA NA NA NA 1 0 0 0 0 0 1 2.5 2 3 3 3 3 3.5 4 3 3 0 0 18 0.944444444444444 0.333333333333333 9 0.916666666666667 0.922222222222222 0.911111111111111 0.0277777777777778 0.0444444444444444 0.0111111111111111 1 0 0.5 0.3 0.2 0.4 1 No 3 2 1 0 0 0 1 15 20 10 1 No 4 0 4 0.25 0.25 0 0.5 0.25 0.25 1 2 0 0 0 1 1 1 1 0 0.5 1 0 oeste 65 68 -3 zero
liberdade/Rua_Acre__635_90.jpg 36.5 6.5 6.5 6.5 0 agradavel? 0 41 9 122.280931 123.107865 114.472673 liberdade 250400905000095 4.95853661012 0.00140311906306998 5.22895778596 0.00822853733383712 5.7322309327 0.00279618333074893 5.25928447078 0.0020316271159106 NA NA 5.59167992 0.00110086750872463 NA NA 5.56391709151 0.00333752828152649 5.61710088492 0.00104909582969325 5.60708079474 0.00269915091638664 5.85877886597 0.00293222117037502 5.89630390504 0.00733373572967552 5.55951639556 0.00565154009683036 NA NA NA NA 5.74540916315 0.00260545060133814 5.26736923485 0.00214831587923709 2 0.5 0 0 0 0 1 3.5 4 3 3 3 3 3.5 4 3 3 0 0 1 6 12 6 0.966666666666667 0.95 0.983333333333333 0.0166666666666667 0.0166666666666667 0.0166666666666667 3 1 0.6 0.558333333333333 0.5 0.616666666666667 2 No 6.5 3.5 3 0 0 0 1 10 10 10 1 No 6 0 4 0 0 0 2.25 0.75 1.5 1 3 0 0 0 3 1 0 0 0 1 1 1 oeste 21 23 -2 zero
