image_url street_wid sidewalk_wid g1q2_left g1q2_right public_art V1 diag hor vert red green blue bairro setor V3.Feminino distance.Feminino V3.Casado distance.Casado V3.Masculino distance.Masculino V3.Baixa distance.Baixa V3.CCatole distance.CCatole V3.Jovem distance.Jovem V3.NCCatole distance.NCCatole V3.Geral distance.Geral V3.Medio distance.Medio V3.Solteiro distance.Solteiro V3.Media distance.Media V3.Pos distance.Pos V3.Adulto distance.Adulto V3.NCCentro distance.NCCentro V3.CCentro distance.CCentro V3.NCLiberdade distance.NCLiberdade V3.CLiberdade distance.CLiberdade g2count mov_cars park_cars g2q2_left g2q2_right mov_ciclyst g3count debris g3q1_left g3q1_right pavement g3q2_left g3q2_right landscape g3q3_left g3q3_right g4count courtyards major_landsc g5count build_ident build_nrectan g6count prop_street_wall g6q1_left g6q1_right prop_wind g6q2_left g6q2_right g7count long_sight prop_sky_ahead prop_sky_across g7q3_left g7q3_right g8count graffiti trees g8q2_left g8q2_right small_planters g8q3_left g8q3_right g9count build_height g9q1_left g9q1_right g10count build_diff_ages diff_build prop_hist_build g11count outdoor_table g11q2_left g11q2_right street_furnit g11q3_left g11q3_right g12count basic_col lights g12q2_left g12q2_right accent_col g13count people g13q1_left g13q1_right prop_active_use g13q2_left g13q2_right area rank index diff mode
liberdade/Rua_Riachuelo__930__0.jpg 36 7 7 7 0 seguro? 2 56 1 124.296901 124.997305 118.495983 liberdade 250400905000089 4.90982422936 0.00471035602372981 4.8572659003 0.011610554213793 4.70768283685 0.00615643544831691 5.12449015671 0.00535284162040743 NA NA 5.0993871933 0.00553337018213756 NA NA 4.83076093835 0.00322413434222997 5.06830288718 0.00195993756518249 4.76766498873 0.00385240598978643 4.4895537349 0.0060175940922783 4.50209705685 0.00653638710103505 4.43806065628 0.00300196889064499 NA NA NA NA 4.48338262945 0.00252813626850305 5.14669893844 0.00424290186549282 5 0 1.6 1 0.6 0 1 4 4 4 4 4 4 4 4 4 3 0.333333333333333 0 1 0 0 3 0.8 0.833333333333333 0.766666666666667 0 0 0 1 2 0.1 1 1 NA 24 No 3.20833333333333 0.590909090909091 2.66666666666667 0 0 0 2 10 10 10 2 No 5 0 2 0 0 0 0 0 0 3 2.66666666666667 1 1 0 2 5 0.6 0 0.6 1 1 1 oeste 39 70 -31 baixa
liberdade/Rua_Riachuelo__847__0.jpg 39.2 6 6 6 0 seguro? 11 52 7 130.78597 132.715016 125.540299 liberdade 250400905000089 5.29265935363 0.00313161067154253 5.93882504599 0.00114371265320634 5.03335378902 0.00501245429570711 5.41897928648 0.00282876766142082 NA NA 5.03420545127 0.00326159013979726 NA NA 5.06170036413 0.00275213027904507 6.96769838656 0.00248708223944781 4.93470123208 0.00369539407041253 4.75114118893 0.0021328307537572 4.75426724172 0.00239829701389555 5.22711497345 0.00545672661090838 NA NA NA NA 5.23438775599 0.00403328728152416 5.48565717339 0.0023118566296491 1 0 4 1 3 0 2 4 4 4 4 4 4 4.25 4.5 4 3 0 0 3 0 3 6 0.891666666666667 0.916666666666667 0.866666666666667 0 0 0 6 0.5 0.583333333333333 0.5625 0.566666666666667 0.558333333333333 6 No 5 2.66666666666667 2.33333333333333 0 0 0 1 10.5 11 10 3 No 4 0 8 0 0 0 0.625 0.5 0.125 2 2 0.5 0.5 0 0.5 6 0 0 0 0.95 0.966666666666667 0.933333333333333 oeste 24 53 -29 baixa
liberdade/Rua_Severino_Pimentel__511_270.jpg 34.6666666666667 5.66666666666667 5.83333333333333 5.5 0 seguro? 2 92 1 120.636696 121.008337 116.796029 liberdade 250400905000089 4.521920605 0.00298887089901113 4.66961816387 0.00375676173782052 4.26487715536 0.011396790032042 4.71919653923 0.0046148255641697 NA NA 4.78658683984 0.00389716695790866 NA NA 4.1833118091 0.00758119296644037 4.05610247855 0.0182750726946451 4.26225523941 0.00827058157585367 4.03155609379 0.00376749351094352 4.03620235096 0.00358477236206184 4.07497306625 0.00234929363170184 NA NA NA NA 3.84486950875 0.00209270331685842 4.51150966308 0.00374836172041068 1 0 1 1 0 0 1 2 2 2 1.5 2 1 4 4 4 3 0 0 3 0.333333333333333 1.33333333333333 28 0.91875 0.937037037037037 0.905357142857143 0.025 0.0296296296296296 0.0178571428571429 1 0 0.5 0.4 0.4 0.4 1 No 5 2 3 0 0 0 2 10 10 10 4 No 3.25 0.0625 1 0 0 0 1 1 0 2 2 0 0 0 2 1 0 0 0 1 1 1 oeste 57 84 -27 baixa
liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg 32 7 7 7 0 seguro? 2 44 0 142.402321 141.511764 134.635859 liberdade 250400905000089 5.21263990585 0.00826826771449549 4.59524935961 0.00315335217636844 5.0595580364 0.00434301300240229 5.28178083122 0.0056705166413501 NA NA 5.21083335851 0.00520801051490006 NA NA 4.91640771975 0.00482741090398767 4.3349222934 0.00698358260194634 5.06291713231 0.00899475783727682 4.72395802011 0.00170498127471263 4.70948030807 0.00458454387425403 4.87184280581 0.00408841766558463 NA NA NA NA 5.1031531001 0.00368449035149807 5.04388400642 0.00332862133773262 7 0 0.428571428571429 0.428571428571429 0 0 1 2.5 2 3 3 3 3 2 2 2 3 0 0 2 1 0 22 0.956818181818182 0.947619047619048 0.970454545454545 0.0522727272727273 0.080952380952381 0.0227272727272727 1 1 0.5 0.275 0.3 0.25 17 No 1.11764705882353 0.705882352941177 0.411764705882353 0 0 0 2 14 10 18 1 No 5 0 9 0 0 0 0.111111111111111 0.111111111111111 0 20 2.4 0.05 0.05 0 1.8 1 8 4 4 0.7 0.5 0.9 oeste 30 54 -24 baixa
liberdade/Rua_Espirito_Santo__1288__180.jpg 28 5.16666666666667 3.66666666666667 6.66666666666667 0 seguro? 8 39 5 134.407396 134.932142 129.290309 liberdade 250400905000089 3.92919225533 0.00306340592648282 3.59351145303 0.00321738383981684 4.26542340226 0.0035613386757864 4.4177835715 0.00460776221441743 NA NA 4.16920822117 0.00317441904959671 NA NA 4.26957171752 0.00494126241765539 4.14320824633 0.00207375931031785 4.24132826898 0.00454217408942559 3.93279805952 0.0171731919325846 3.98147582481 0.0080118077124428 4.14424300082 0.00664419713229027 NA NA NA NA 3.59376457209 0.00314065746053409 4.80204257116 0.00791185957242243 1 0 0 0 0 0 3 2.66666666666667 1.66666666666667 3.66666666666667 2.66666666666667 1.66666666666667 3.66666666666667 2.66666666666667 1.66666666666667 3.66666666666667 3 0 0 1 0 3 4 0.6 0.25 0.95 0 0 0 1 1 0.5 0.45 0.5 0.4 1 No 0 0 0 0 0 0 3 10.8333333333333 6.66666666666667 15 2 No 4.5 0 5 0 0 0 0 0 0 1 3 0 0 0 2 1 0 0 0 0.5 0 1 oeste 66 89 -23 baixa
liberdade/Rua_Espirito_Santo__1288__0.jpg 24.5 7.875 8.75 7 0 seguro? 19 42 10 126.334404 127.991569 123.343815 liberdade 250400905000089 4.82327152069 0.00186215288572223 3.48665176484 0.0038753946004216 4.3502827356 0.00428856828414128 4.9603242172 0.00645522986519837 NA NA 4.87942026939 0.0036027857739709 NA NA 4.39776784718 0.00610229859217335 5.40418437502 0.00136692049534093 4.51516749824 0.00610792044153728 4.56016025552 0.00391865036782172 4.54719121951 0.00284162568441846 4.56145341984 0.00810613623264391 NA NA NA NA 4.71432415661 0.00196311095628945 4.69006669475 0.00244966392651826 1 0 1 0 1 1 3 3.16666666666667 3 3.33333333333333 3.16666666666667 3 3.33333333333333 3.16666666666667 3 3.33333333333333 3 0 0 3 0 2.33333333333333 2 1 1 1 0 0 0 3 1.33333333333333 0.7 0.65 0.65 0.65 8 No 1 0.375 0.625 0 0 0 7 10.7857142857143 11.1428571428571 10.4285714285714 2 No 6.5 0 6 0 0 0 0.5 0.5 0 19 2.68421052631579 0.263157894736842 0.210526315789474 0.0555555555555556 1.73684210526316 9 0.333333333333333 0.333333333333333 0 0.761111111111111 0.744444444444444 0.777777777777778 oeste 47 69 -22 baixa
liberdade/Rua_Severino_Pimentel__439__0.jpg 30.5 6.19548521631742 5.75 6.66666666666667 0 seguro? 9 30 4 106.548639 104.993395 96.514922 liberdade 250400905000095 4.2375997646 0.0087526129990345 2.76657448487 0.00562590743639845 3.85561967971 0.00299031326178743 4.32515873496 0.00804167168113309 NA NA 3.93290854586 0.00267978832407818 NA NA 3.85392158267 0.00316198464191431 4.09055628677 0.00147482145918636 3.92052213436 0.00560082315428834 3.65819208349 0.00557556739936752 3.65140323492 0.00378849931037629 3.70788269786 0.0139482845231331 NA NA NA NA 4.10047481496 0.0018667838712418 4.0535444171 0.00152249872159795 12 0.0833333333333333 0 0 0 0 1 3.5 4 3 3.5 4 3 3.5 4 3 3 0 0 21 0.380952380952381 1.28571428571429 27 0.868518518518518 0.92962962962963 0.807407407407407 0.012962962962963 0.0259259259259259 0 1 0 0 0 0 0 2 No 5 0 5 0 0 0 1 10 10 10 2 No 4 0 1 0 0 0 1 1 0 2 2 0.5 0.5 0 1.5 1 2 0 2 1 1 1 oeste 74 96 -22 zero
liberdade/Rua_Sergipe__1337_0.jpg 34.5 6.125 5.5 6.75 0 seguro? 4 30 2 139.148597 140.304769 134.418161 liberdade 250400905000089 3.00280499424 0.00206042111758515 3.56127542184 0.00174348192370002 3.97136919812 0.00287416876088271 4.19374799152 0.00877420182750397 NA NA 3.8839876071 0.00204243149470324 NA NA 3.97893328538 0.00818646900061322 4.87097115018 0.00422029224677791 3.90705742721 0.00318718186404672 3.52412650031 0.00541919568630729 3.51359841363 0.00364192923750999 4.04247225965 0.00374325360580775 NA NA NA NA 3.55848458276 0.00254529926565374 4.10329615065 0.0025936445580629 1 0 2 1 1 0 1 3 3 3 3 3 3 2.5 2 3 3 0 0 21 0.523809523809524 0.333333333333333 3 1 1 1 0 0 0 2 0.5 0.75 0.7375 0.725 0.75 1 No 3 0 3 0 0 0 1 12 14 10 2 No 3 0 1 0 0 0 0 0 0 1 4 0 0 0 4 1 0 0 0 1 1 1 oeste 79 99 -20 zero
liberdade/Rua_Severino_Pimentel__321__0.jpg 37.5 6.5 6.5 6.5 0 seguro? 0 14 3 111.373298 110.042204 103.598262 liberdade 250400905000095 5.1083572199 0.00606571576120707 4.64698108512 0.00219452978343801 4.46935532411 0.00520844242061502 4.63164208082 0.00239688369458152 NA NA 4.39630003414 0.00713023213672949 NA NA 4.3729458979 0.00516432539250149 5.05262281284 0.00219718724400876 4.3585678464 0.00418892074372108 4.192842899 0.00494796130883238 4.20182179377 0.00248581692926135 4.39987879294 0.00297355714706646 NA NA NA NA 4.34452856788 0.00200246990142086 3.87559190553 0.00104302155433519 48 0.0625 2.04166666666667 1.02127659574468 1.04166666666667 1.08333333333333 4 4.5 4.5 4.5 3.875 3.75 4 3.875 3.75 4 3 0 0 5 0 1.8 7 0.807142857142857 0.985714285714286 0.628571428571429 0.0785714285714286 0.142857142857143 0.0142857142857143 1 2 0.2 0.075 0.1 0.05 1 No 1 0 1 0 0 0 2 20 25 15 3 No 4.33333333333333 0 1 0 0 0 1 1 0 1 2 0 0 0 2 1 2 1 1 0.7 0.4 1 oeste 59 77 -18 zero
liberdade/Rua_Riachuelo__930__180.jpg 30.5 5.75 5.75 5.75 0 seguro? 7 59 5 138.253385 138.430732 132.724137 liberdade 250400905000089 3.75399714685 0.00237392758283376 4.28383687375 0.00165830525636567 3.67647441291 0.00349077352756131 3.88540684892 0.00585131468572469 NA NA 3.32364970653 0.0121762950104874 NA NA 3.8875695568 0.00759864904006178 3.51953108145 0.00396090959381561 3.71775490481 0.00408919357893636 3.24213869795 0.0056439958413138 3.26823739607 0.00656092950676441 3.46852928656 0.00807055665301101 NA NA NA NA 3.56603915947 0.00775269594844539 3.4986534272 0.00227388966472748 4 0 0 0 0 0 1 2 2 2 3 3 3 3 3 3 3 0 0 1 0 0 35 0.914285714285714 0.897142857142857 0.929411764705882 0.1 0.108571428571429 0.0647058823529412 1 2 0.05 0.05 0.05 0.05 1 No 0 0 0 0 0 0 1 10 10 10 1 No 4 0 2 0 0 0 0 0 0 2 1.5 0 0 0 2 3 1.66666666666667 0 1.66666666666667 0.666666666666667 0.666666666666667 0.666666666666667 oeste 91 106 -15 zero
