userID,age,gender,income
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
670,17,masculino,baixa
670,17,masculino,baixa
670,17,masculino,baixa
670,17,masculino,baixa
617,0,masculino,media
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
669,17,feminino,baixa
688,19,masculino,media baixa
617,0,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
669,17,feminino,baixa
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
617,0,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
537,33,masculino,media alta
516,27,masculino,media
516,27,masculino,media
516,27,masculino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
516,27,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
537,33,masculino,media alta
537,33,masculino,media alta
516,27,masculino,media
516,27,masculino,media
516,27,masculino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
618,62,masculino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
537,33,masculino,media alta
537,33,masculino,media alta
537,33,masculino,media alta
537,33,masculino,media alta
537,33,masculino,media alta
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
619,59,feminino,media
537,33,masculino,media alta
516,27,masculino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
669,17,feminino,baixa
669,17,feminino,baixa
516,27,masculino,media
516,27,masculino,media
516,27,masculino,media
516,27,masculino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
607,20,feminino,media
516,27,masculino,media
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
516,27,masculino,media
516,27,masculino,media
607,20,feminino,media
607,20,feminino,media
516,27,masculino,media
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
516,27,masculino,media
516,27,masculino,media
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
602,26,masculino,media baixa
