Rua_Padre_Pedro_Serrao__353__90.jpg 7657	17	0	0	557	16	0	0	0	0	0	0	0	0	0	0	2855	46	0	0	5443	67415	189	0	0	1019	2292	0	0	0	0	0	4	1	0	0	2	20134	27	0	0	45670	109281	1033	0	0	1978	2735	0	0	0	0	0	0	0	0	0	0	192	45	0	0	1959	36633	
Rua_Pedro_Alvares_Cabral__129_180.jpg 30290	1418	0	0	1094	2234	2	0	0	0	0	0	0	0	0	0	7555	294	0	0	16243	78399	1140	0	3	4296	3303	0	0	0	0	0	30	41	0	0	680	4993	49	0	1	15622	105932	1380	0	0	586	2457	0	0	0	0	0	0	0	0	0	0	85	18	0	0	194	28861	
Rua_Pedro_Alvares_Cabral__129_90.jpg 32139	1432	0	0	461	1552	34	0	0	0	0	0	0	0	0	0	8930	104	0	0	14476	110749	596	0	0	747	1270	0	0	0	0	0	56	4	0	0	1034	7748	62	0	3	7099	55593	3292	0	0	1272	2405	0	0	0	0	0	1	0	0	0	93	282	17	0	1	549	55199	
Rua_Quebra_Quilos__399__270.jpg 22941	609	0	0	2833	2214	0	0	0	0	0	0	0	0	0	0	4205	66	0	0	19609	46153	1002	0	0	2220	19223	0	0	0	0	0	0	0	0	0	0	5372	13	0	0	14498	127454	1459	0	0	713	3833	0	0	0	0	0	0	0	0	0	2	2290	46	0	0	4036	26409	
Rua_Quebra_Quilos__399__90.jpg 16034	2151	0	0	1340	4048	110	0	0	0	0	0	0	0	0	0	2068	22	0	0	16210	40382	2605	0	10	1346	28570	0	0	0	0	0	0	0	0	0	7	4138	19	0	1	19987	116885	3250	0	0	602	6181	0	0	0	0	0	0	0	0	0	0	1165	73	0	0	2599	37397	
Rua_Riachuelo__455__0.jpg 8733	13	0	0	492	15	0	0	0	0	0	0	0	0	0	0	3866	3	0	0	8078	91475	5718	0	0	453	2827	0	0	0	0	0	0	0	0	0	0	22824	1	0	0	27902	68648	3560	0	0	851	6515	0	0	0	0	0	0	0	0	0	0	79	21	0	0	516	54610	
Rua_Riachuelo__455__180.jpg 24000	19	0	0	1248	32	0	0	0	0	0	0	0	0	0	0	2032	7	0	0	9791	86075	826	0	0	3102	17986	0	0	0	0	0	0	0	0	0	6	27763	19	0	0	34505	47034	2063	0	0	625	3929	0	0	0	0	0	0	0	0	0	0	55	51	0	0	709	45323	
Rua_Riachuelo__847__0.jpg 28701	159	0	0	6498	904	0	0	0	0	0	0	0	0	0	0	2429	27	0	0	11867	74273	1801	0	3	2523	6043	0	0	0	0	0	85	0	0	0	146	10684	21	0	0	18895	99120	2418	0	0	895	4187	0	0	0	0	6	2	0	0	0	0	73	14	0	0	438	34988	
Rua_Riachuelo__847__180.jpg 58142	28	0	0	9468	54	0	0	0	0	0	0	0	0	0	0	1311	48	0	0	9581	100666	74	0	5	1217	91	0	0	0	0	0	0	2	0	0	96	9410	24	0	0	13231	49626	1940	0	0	1835	5600	0	0	0	0	0	0	0	0	0	1	174	208	0	0	1213	43155	
Rua_Riachuelo__930__0.jpg 37287	16	0	0	3845	180	0	0	0	0	0	0	0	0	0	0	3238	3	0	0	8819	87240	154	0	0	1874	1949	0	0	0	0	0	0	0	0	0	1	9486	10	0	0	21519	102332	2600	0	0	1612	3439	0	0	0	0	0	0	0	0	0	0	105	28	0	0	381	21082	
Rua_Riachuelo__930__180.jpg 14662	158	0	0	1436	334	0	0	0	0	0	0	0	0	0	0	2319	14	0	0	9311	98285	479	0	0	854	2698	0	0	0	0	0	0	0	0	0	0	12248	13	0	0	14231	101522	2691	0	0	2156	13876	0	0	0	0	0	0	0	0	0	0	119	23	0	0	3963	25808	
Rua_Santa_Catarina__1231__0.jpg 58999	41	0	0	8929	173	0	0	0	0	0	0	0	0	0	0	1465	10	0	0	9385	101965	1138	0	0	1946	1473	0	0	0	0	0	0	0	0	0	0	4026	4	0	0	10519	47977	2978	0	0	699	4973	0	0	0	0	0	0	0	0	0	0	17	16	0	0	627	49840	
Rua_Santa_Catarina__1231__180.jpg 27423	138	0	0	9452	248	0	0	0	0	0	0	0	0	0	0	1710	8	0	0	14013	96342	240	0	0	1880	2342	0	0	0	0	0	0	0	0	0	0	16489	9	0	0	19933	50468	4653	0	0	329	7098	0	0	0	0	0	0	0	0	0	0	100	11	0	0	169	54145	
Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg 30516	130	0	0	5713	194	0	0	0	0	0	0	0	0	0	0	4571	0	0	0	24297	103034	52	0	8	709	317	0	0	0	0	0	0	0	0	0	38	18464	2	0	4	12088	74146	6983	0	0	338	6855	0	0	0	0	0	0	0	0	0	1	166	0	0	0	351	18223	
Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg 61908	38	0	0	3198	148	0	0	0	0	0	0	0	0	0	0	3610	76	0	0	13223	107497	8	0	0	227	463	0	0	0	0	0	41	6	0	0	14	11358	1653	0	0	4217	41416	1257	0	0	93	3674	0	0	0	0	0	3	23	0	0	0	3117	8	0	0	4125	45799	
Rua_Sergipe__1337_0.jpg 17920	18	0	0	3622	234	0	0	0	0	0	0	0	0	0	0	2185	139	0	0	5207	87699	1770	0	0	2998	2871	0	0	0	0	0	1	0	0	0	0	13967	43	0	0	31606	72217	3788	0	0	1013	10453	0	0	0	0	0	0	0	0	0	0	169	97	0	0	1242	47941	
Rua_Sergipe__1337_90.jpg 10837	15	0	0	1315	490	0	0	0	16	9	0	0	0	0	0	1519	35	0	0	11871	58021	2344	0	0	816	2566	0	0	0	0	0	0	1	0	0	0	8958	16	0	0	16061	135087	4121	0	0	1197	8750	0	0	0	0	0	0	2	0	0	4	357	58	0	0	849	41885	
Rua_Severino_Pimentel__321__0.jpg 54230	89	0	0	1764	144	0	0	0	0	0	0	0	0	0	0	5479	50	0	0	9445	134202	138	0	0	236	841	0	0	0	0	0	0	0	0	0	3	6466	11	0	0	4179	70626	404	0	0	1629	1105	0	0	0	0	0	0	0	0	0	0	316	6	0	0	2368	13469	
Rua_Severino_Pimentel__321__180.jpg 36921	58	0	0	1632	271	0	0	0	0	0	0	0	0	0	0	1697	20	0	0	6021	125768	90	0	0	2668	1229	0	0	0	0	0	0	0	0	0	0	4680	62	0	0	7165	101935	2003	0	0	1004	2001	0	0	0	0	0	0	0	0	0	0	556	41	0	0	1266	10112	
Rua_Severino_Pimentel__439__0.jpg 76178	1608	0	0	4369	1783	0	0	0	0	0	0	0	0	0	0	6982	10	0	0	13605	116368	134	0	0	459	250	0	0	0	0	0	0	0	0	0	12	8383	15	0	0	4439	33349	1366	0	0	1870	3061	0	0	0	0	0	0	0	0	0	0	68	16	0	0	1644	31231	
Rua_Severino_Pimentel__439__180.jpg 34494	94	0	0	4153	118	0	0	0	0	0	0	0	0	0	0	6020	3	0	0	11617	117487	37	0	0	3205	655	0	0	0	0	0	0	0	0	0	60	11898	1	0	4	5254	85687	4878	0	0	1149	4032	0	0	0	0	0	0	0	0	0	0	484	35	0	0	1434	14401	
Rua_Severino_Pimentel__511_270.jpg 18211	165	0	0	1482	442	0	0	0	0	0	0	0	0	0	0	3075	7	0	0	6384	131937	1354	0	0	527	6755	0	0	0	0	0	0	0	0	0	0	11928	3	0	0	10044	112469	49	0	0	283	159	0	0	0	0	0	0	0	0	0	0	165	2	0	0	287	1472	
Rua_Severino_Pimentel__511_90.jpg 30813	8	0	0	710	89	0	0	0	0	0	0	0	0	0	0	2823	11	0	0	5118	130082	407	0	0	600	2368	0	0	0	0	0	0	0	0	0	0	13886	7	0	0	4525	106335	1710	0	0	662	2649	0	0	0	0	0	0	0	0	0	0	53	4	0	0	547	3793	
Rua_Vigario_Calixto__1201_0.jpg 6934	33	0	0	1880	81	0	0	0	0	0	0	0	0	0	0	949	52	0	0	7404	54297	19299	0	0	7564	12581	0	0	0	0	0	0	0	0	0	6	5803	16	0	0	44084	100203	2644	0	0	937	3309	0	0	0	0	0	0	0	0	0	4	975	103	0	0	1883	36159	
Rua_Vigario_Calixto__1201_180.jpg 15565	357	0	0	804	745	0	0	0	0	0	0	0	0	0	0	2803	44	0	0	8621	34638	32574	0	14	742	26591	0	0	0	0	0	1	0	0	0	18	12048	17	0	2	65272	67597	1795	0	0	742	3281	0	0	0	0	0	0	0	0	0	0	928	39	0	0	2530	29432	
