task_run__calibration+task_run__created+task_run__finish_time+task_run__id+task_run__info+task_run__project_id+task_run__task_id+task_run__timeout+task_run__user_id+task_run__user_ip+task_runinfo__question+task_runinfo__theLess+task_runinfo__theMost
None+2015-11-10T20:35:22.582892+2015-11-10T20:35:22.582924+19625+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg""}"+556+61919+None+516+None+agradavel+https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg+https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg
None+2015-11-10T20:37:31.594744+2015-11-10T20:37:31.594777+19626+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__500_90.jpg""}"+556+61426+None+516+None+seguro+https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg+https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__500_90.jpg
None+2015-11-12T13:47:50.239319+2015-11-12T13:47:50.239354+19627+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"+556+61270+None+697+None+seguro+https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg+https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg
None+2015-11-12T13:48:02.779883+2015-11-12T13:48:02.779919+19628+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__90.jpg""}"+556+61698+None+697+None+seguro+https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg+https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__90.jpg
None+2015-11-12T13:48:14.214274+2015-11-12T13:48:14.214312+19629+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__180.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg""}"+556+61599+None+697+None+agradavel+https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__180.jpg+https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg
None+2015-11-12T13:48:23.643179+2015-11-12T13:48:23.643213+19630+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg""}"+556+61442+None+697+None+seguro+https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_90.jpg+https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg
None+2015-11-12T13:48:34.280210+2015-11-12T13:48:34.280250+19631+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg""}"+556+61834+None+697+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg+https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg
None+2015-11-12T13:48:52.527443+2015-11-12T13:48:52.527478+19632+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"+556+61724+None+697+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_90.jpg+https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg
None+2015-11-12T13:49:10.520381+2015-11-12T13:49:10.520414+19633+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg""}"+556+61858+None+697+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg
None+2015-11-12T13:49:10.534692+2015-11-12T13:49:10.534723+19634+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg""}"+556+61858+None+697+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg
None+2015-11-12T13:49:25.009778+2015-11-12T13:49:25.009813+19635+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg""}"+556+61329+None+697+None+agradavel+https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_90.jpg+https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg
None+2015-11-12T13:49:36.668449+2015-11-12T13:49:36.668483+19636+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_270.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg""}"+556+61284+None+697+None+seguro+https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_270.jpg+https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg
None+2015-11-12T13:49:44.686803+2015-11-12T13:49:44.686834+19637+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg""}"+556+61869+None+697+None+agradavel+https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_90.jpg+https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg
None+2015-11-12T13:49:58.469136+2015-11-12T13:49:58.469171+19638+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg""}"+556+61817+None+697+None+agradavel+https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_90.jpg+https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg
None+2015-11-17T23:40:06.882093+2015-11-17T23:40:06.882114+19639+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg""}"+556+61685+None+774+None+agradavel+https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg+https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg
None+2015-11-17T23:40:55.449504+2015-11-17T23:40:55.449522+19640+"{""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__395__270.jpg""+ ""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__180.jpg""+ ""userProfile"": {""city"": ""Campina Grande - State of Para\u00edba+ Brazil""+ ""age"": 33+ ""sex"": ""M""+ ""neig"": [""cen""]+ ""rel"": ""casado""+ ""educ"": ""doutorado""+ ""clas"": ""media alta""}}"+556+61309+None+774+None+agradavel+https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__180.jpg+https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__395__270.jpg+"{""city"": ""Campina Grande - State of Para\u00edba+ Brazil""+ ""age"": 33+ ""sex"": ""M""+ ""neig"": [""cen""]+ ""rel"": ""casado""+ ""educ"": ""doutorado""+ ""clas"": ""media alta""}"
None+2015-11-17T23:41:05.211501+2015-11-17T23:41:05.211535+19641+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Deputado_Ascendino_Moura__101__90.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__147_270.jpg""}"+556+61881+None+774+None+agradavel+https://contribua.org/bairros/oeste/catole/Rua_Deputado_Ascendino_Moura__101__90.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__147_270.jpg
None+2015-11-17T23:41:19.459093+2015-11-17T23:41:19.459128+19642+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg""}"+556+61710+None+774+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg+https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg
None+2015-11-17T23:41:34.435738+2015-11-17T23:41:34.435756+19643+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Vigario_Calixto__1201_0.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg""}"+556+61371+None+774+None+agradavel+https://contribua.org/bairros/oeste/catole/Rua_Vigario_Calixto__1201_0.jpg+https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg
None+2015-11-17T23:58:34.383524+2015-11-17T23:58:34.383583+19644+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__67__0.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__0.jpg""}"+556+61949+None+777+None+agradavel+https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__67__0.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__0.jpg
None+2015-11-17T23:59:42.093604+2015-11-17T23:59:42.093638+19645+"{""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg""+ ""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__180.jpg""+ ""userProfile"": {""city"": ""Campina Grande - PB+ Brasil""+ ""age"": 21+ ""sex"": ""M""+ ""neig"": [""cat""]+ ""rel"": ""solteiro""+ ""educ"": ""graduacao""+ ""clas"": ""baixa""}}"+556+61634+None+777+None+seguro+https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__180.jpg+https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg+"{""city"": ""Campina Grande - PB+ Brasil""+ ""age"": 21+ ""sex"": ""M""+ ""neig"": [""cat""]+ ""rel"": ""solteiro""+ ""educ"": ""graduacao""+ ""clas"": ""baixa""}"
None+2015-11-17T23:59:52.726478+2015-11-17T23:59:52.726498+19646+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg""}"+556+61784+None+777+None+seguro+https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg+https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg
None+2015-11-18T00:00:05.035835+2015-11-18T00:00:05.035869+19647+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg""}"+556+61623+None+777+None+agradavel+https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg+https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg
None+2015-11-18T00:00:24.140872+2015-11-18T00:00:24.140891+19648+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__270.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg""}"+556+61930+None+777+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__270.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg
None+2015-11-18T00:01:18.173964+2015-11-18T00:01:18.173983+19649+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"+556+61269+None+777+None+agradavel+https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg+https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg
None+2015-11-18T00:01:32.822662+2015-11-18T00:01:32.822696+19650+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__147_90.jpg""}"+556+61515+None+777+None+agradavel+https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__147_90.jpg
None+2015-11-18T00:05:27.044064+2015-11-18T00:05:27.044082+19651+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg""}"+556+61764+None+778+None+seguro+https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg
None+2015-11-18T00:17:39.545850+2015-11-18T00:17:39.545871+19652+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg""}"+556+61781+None+779+None+agradavel+https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg+https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg
None+2015-11-18T00:18:32.219393+2015-11-18T00:18:32.219427+19653+"{""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg""+ ""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__270.jpg""+ ""userProfile"": {""city"": ""Campina Grande""+ ""age"": 30+ ""sex"": ""M""+ ""neig"": [""lib""]+ ""rel"": ""solteiro""+ ""educ"": ""graduacao""+ ""clas"": ""media alta""}}"+556+61407+None+779+None+agradavel+https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__270.jpg+https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg+"{""city"": ""Campina Grande""+ ""age"": 30+ ""sex"": ""M""+ ""neig"": [""lib""]+ ""rel"": ""solteiro""+ ""educ"": ""graduacao""+ ""clas"": ""media alta""}"
None+2015-11-18T00:18:40.758513+2015-11-18T00:18:40.758550+19654+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__90.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg""}"+556+61315+None+779+None+agradavel+https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__90.jpg+https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg
None+2015-11-18T00:18:59.878489+2015-11-18T00:18:59.878526+19655+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__270.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__455__0.jpg""}"+556+61650+None+779+None+seguro+https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__270.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__455__0.jpg
None+2015-11-18T00:19:15.908505+2015-11-18T00:19:15.908543+19656+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_0.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg""}"+556+61289+None+779+None+agradavel+https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_0.jpg+https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg
None+2015-11-18T00:19:47.070873+2015-11-18T00:19:47.070910+19657+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__202_180.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg""}"+556+61383+None+779+None+agradavel+https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__202_180.jpg+https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg
None+2015-11-18T00:20:04.957157+2015-11-18T00:20:04.957175+19658+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__119_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"+556+61904+None+779+None+seguro+https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__119_90.jpg+https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg
None+2015-11-18T00:20:20.503447+2015-11-18T00:20:20.503481+19659+"{""question"": ""agradavel""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__0.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"+556+61745+None+779+None+agradavel+https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__0.jpg+https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg
None+2015-11-18T00:20:48.419316+2015-11-18T00:20:48.419351+19660+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__0.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg""}"+556+61950+None+779+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__0.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg
None+2015-11-18T00:20:54.905098+2015-11-18T00:20:54.905115+19661+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"+556+61724+None+779+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_90.jpg+https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg
None+2015-11-18T00:21:18.011755+2015-11-18T00:21:18.011770+19662+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__180.jpg""+ ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg""}"+556+61600+None+779+None+seguro+https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__180.jpg+https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg
None+2015-11-18T00:21:30.446828+2015-11-18T00:21:30.446862+19663+"{""question"": ""seguro""+ ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg""+ ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__0.jpg""}"+556+61716+None+779+None+seguro+https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg+https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__0.jpg
