work	3.2e-05
work	3.3e-05
work	3.4e-05
work	3.4e-05
work	3.4e-05
work	3.9e-05
work	4e-05
work	3.8e-05
work	3.3e-05
work	3.6e-05
work	3.3e-05
work	5.6e-05
work	3.3e-05
work	3.1e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	2.7e-05
work	3.3e-05
work	3.2e-05
work	4.4e-05
work	1.7e-05
work	3.2e-05
work	3.2e-05
work	3.3e-05
work	3.4e-05
work	3.3e-05
work	3.4e-05
work	3.7e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	1.4e-05
work	1.9e-05
work	1.8e-05
work	1.5e-05
work	1.8e-05
work	1.4e-05
work	1.8e-05
work	1.5e-05
work	3.5e-05
work	3.3e-05
work	3.2e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.1e-05
work	3.8e-05
work	2e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	1.4e-05
work	2.4e-05
work	1.3e-05
work	3.1e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	4e-05
work	1.7e-05
work	3.3e-05
work	3.3e-05
work	3.5e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	1.8e-05
work	1.4e-05
work	2.3e-05
work	3.3e-05
work	3.4e-05
work	3.4e-05
work	3.2e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	4.2e-05
work	3.4e-05
work	3.2e-05
work	3.2e-05
work	3.1e-05
work	3.2e-05
work	1.4e-05
work	1.7e-05
work	3.3e-05
work	3.1e-05
work	1.4e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	1.6e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	3.9e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	1.5e-05
work	2.5e-05
work	1.7e-05
work	3.5e-05
work	1.8e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.8e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.8e-05
work	3.3e-05
work	3.3e-05
work	3.5e-05
work	3.4e-05
work	3.4e-05
work	3.9e-05
work	1.7e-05
work	3.2e-05
work	1.8e-05
work	3.2e-05
work	3.1e-05
work	3.3e-05
work	3.1e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.5e-05
work	3.3e-05
work	3.3e-05
work	5.6e-05
work	3.4e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	3.2e-05
work	1.6e-05
work	3.9e-05
work	3.3e-05
work	3.4e-05
work	1.8e-05
work	9.8e-05
work	3.2e-05
work	3.2e-05
work	3.2e-05
work	3.4e-05
work	3.5e-05
work	3.3e-05
work	3.3e-05
work	1.7e-05
work	3.6e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.8e-05
work	3.3e-05
work	3.4e-05
work	3.3e-05
work	3.8e-05
work	3.3e-05
work	3.5e-05
work	3.3e-05
work	3.4e-05
work	3.4e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	9e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	3.2e-05
work	1.8e-05
work	3.4e-05
work	3.5e-05
work	6e-05
work	3.4e-05
work	3.3e-05
work	3.5e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.4e-05
work	3.4e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	1.7e-05
work	3.2e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.2e-05
work	3.6e-05
work	3.4e-05
work	3.6e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.9e-05
work	3.3e-05
work	3.2e-05
work	3.2e-05
work	3.3e-05
work	1.7e-05
work	3.9e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.1e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.5e-05
work	3.5e-05
work	3.3e-05
work	3.2e-05
work	1.8e-05
work	3.4e-05
work	1.7e-05
work	3.4e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.4e-05
work	3.4e-05
work	3.5e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	4.1e-05
work	3.7e-05
work	3.2e-05
work	3.4e-05
work	3.2e-05
work	3.4e-05
work	9.3e-05
work	3.2e-05
work	3.4e-05
work	3.2e-05
work	3.2e-05
work	3.4e-05
work	3.3e-05
work	3.5e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	1.6e-05
work	1.7e-05
work	1.6e-05
work	3.3e-05
work	0.000121
work	3.2e-05
work	3.2e-05
work	3.2e-05
work	3.2e-05
work	1.3e-05
work	3.2e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	1.8e-05
work	3.8e-05
work	3.2e-05
work	2e-05
work	3.8e-05
work	3.2e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	1.7e-05
work	3.9e-05
work	3.3e-05
work	3.6e-05
work	1.7e-05
work	3.3e-05
work	3.2e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.5e-05
work	3.3e-05
work	3.5e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.2e-05
work	3.4e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	1.9e-05
work	3.3e-05
work	3.9e-05
work	3.4e-05
work	3.4e-05
work	2.2e-05
work	3.5e-05
work	3.8e-05
work	3.4e-05
work	3.7e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.4e-05
work	3.5e-05
work	3.3e-05
work	3.8e-05
work	3.4e-05
work	0.000107
work	1.6e-05
work	3.5e-05
work	3.3e-05
work	1.5e-05
work	3.4e-05
work	3.4e-05
work	3.2e-05
work	1.5e-05
work	3.5e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.3e-05
work	3.6e-05
work	3.2e-05
work	3.4e-05
work	3.4e-05
work	1.8e-05
work	1.6e-05
work	3.2e-05
work	3.4e-05
work	3.3e-05
work	3.5e-05
work	3.2e-05
work	3.3e-05
work	3.5e-05
work	3.5e-05
work	3.7e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.4e-05
work	3.2e-05
work	0.000105
work	1.7e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.7e-05
work	3.4e-05
work	3.2e-05
work	1.7e-05
work	3.2e-05
work	3.3e-05
work	3.2e-05
work	3.2e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.3e-05
work	3.3e-05
work	3.6e-05
work	3.2e-05
work	3.7e-05
work	3.2e-05
work	3.3e-05
work	3.5e-05
work	5.5e-05
work	3.4e-05
work	3.5e-05
work	4e-05
work	3.3e-05
work	3.4e-05
work	3.4e-05
work	3.3e-05
work	3.2e-05
work	3.9e-05
work	3.3e-05
work	3.3e-05
work	3.4e-05
work	3.9e-05
work	3.3e-05
work	3.3e-05
work	3.3e-05
work	3.9e-05
work	3.2e-05
work	3.7e-05
work	3.3e-05
work	1.8e-05
work	3.2e-05
work	3.4e-05
work	3.4e-05
work	3.3e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.2e-05
work	3.9e-05
work	3.3e-05
work	3.1e-05
work	3.1e-05
work	3.2e-05
work	3.4e-05
work	3.4e-05
work	4e-05
work	4.2e-05
work	3.3e-05
work	3.2e-05
work	3.4e-05
work	3.3e-05
work	3.3e-05
work	3.9e-05
