num	qscore
70	5.45956908573
72	3.88173603658
306	4.99388819536
308	4.74815936682
602	5.12512704335
604	4.53742055036
1136	4.06177334278
1138	4.50876573784
1546	5.15306508151
1548	5.20078971513
71	4.44484545749
73	4.11766828841
307	5.31667355537
309	4.89554310167
603	4.27637135426
605	5.44119072492
1137	4.16564964307
1139	4.75714013953
1547	5.11410713294
1549	5.24773875752
