workerID	im0	im1	im2	im3	im4	im5	im6	im7	im8	im9	im10	im11	im12	im13	im14	im15	im16	im17	im18	im19	im20	im21	im22	im23	im24	im25	im26	im27	im28	im29	im30	im31	im32	im33	im34	im35	im36	im37	im38	im39	im40	im41	im42	im43	im44	im45	im46	im47	im48	im49	im50	im51	im52	im53	im54	im55	im56	im57	im58	im59	im60	im61	im62	im63	im64	im65	im66	im67	im68	im69	im70	im71	im72	im73	im74	im75	im76	im77	im78	im79	im80	im81	im82	im83	im84	im85	im86	im87	im88	im89	im90	im91	im92	im93	im94	im95	im96	im97	im98	im99	im100	im101	im102	im103	im104	im105	im106	im107	
9509334	32	60	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	40	24	NA	30	NA	NA	NA	NA	32	NA	NA	40	28	NA	48	NA	32	26	44	NA	NA	26	14	NA	32	NA	NA	NA	16	NA	18	NA	NA	NA	26	NA	NA	36	NA	30	NA	NA	30	28	24	32	26	40	NA	NA	NA	NA	NA	26	44	NA	24	28	36	NA	32	NA	24	NA	32	40	32	NA	NA	NA	26	NA	NA	NA	NA	32	NA	NA	38	NA	NA	NA	28	20	28	NA	NA	NA	NA	NA	32	NA	
30815757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
31887246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	24	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
34592015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
32859025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
14574613	64	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	40	32	NA	40	25	40	NA	NA	40	NA	NA	48	36	NA	56	48	40	40	NA	NA	40	NA	20	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	28	NA	40	38	NA	28	38	36	40	NA	NA	NA	NA	NA	36	32	48	NA	48	NA	40	NA	28	40	NA	NA	36	40	40	40	40	NA	40	NA	NA	36	NA	NA	NA	NA	40	NA	NA	NA	40	NA	40	NA	NA	NA	NA	NA	NA	NA	
34487065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	32	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
34864111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	NA	NA	NA	NA	36	NA	NA	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	36	NA	NA	NA	40	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	36	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	
29953861	NA	NA	NA	NA	NA	NA	NA	28	40	56	NA	NA	NA	28	32	NA	40	NA	40	40	NA	NA	40	NA	40	NA	56	56	NA	NA	NA	NA	24	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	30	NA	NA	32	NA	NA	32	32	32	NA	40	NA	28	20	NA	NA	NA	NA	NA	30	NA	NA	24	NA	NA	72	NA	40	NA	40	NA	NA	24	40	40	NA	40	NA	NA	24	NA	NA	NA	40	NA	NA	NA	NA	40	NA	NA	32	NA	NA	NA	NA	40	NA	NA	40	40	
29216801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
