"V2"	"V3.Baixa"	"V3.Media"	"residuals"	"residualsPos"
"1412"	"centro/Rua_Elias_Aforas__67__180.jpg"	4.64231675303	4.1159943241	0.238123671282875	0.238123671282875
"1312"	"centro/Rua_Doutor_Severino_Cruz__411__90.jpg"	5.73376655129	6.89561590686	-0.2334689828459	0.2334689828459
"2370"	"liberdade/Rua_Riachuelo__847__180.jpg"	4.76388991157	5.13923590937	-0.215694456079618	0.215694456079618
"839"	"centro/Avenida_Barao_Rio_Branco__141_270.jpg"	5.50910868395	5.71986137111	0.203025827705284	0.203025827705284
"1071"	"centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg"	5.36612900558	5.46565333689	0.202992927302674	0.202992927302674
"2350"	"liberdade/Rua_Riachuelo__847__0.jpg"	5.16475611278	5.13448661248	0.187842379400928	0.187842379400928
"379"	"catole/Rua_Honorio_de_Melo__240__270.jpg"	5.08346757747	5.65441594316	-0.185813872844118	0.185813872844118
"2150"	"liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg"	4.32854699148	3.68648288334	0.165877655216221	0.165877655216221
"866"	"centro/Avenida_Barao_Rio_Branco__141_90.jpg"	5.15224931979	5.15130846389	0.165876288769593	0.165876288769593
"1777"	"liberdade/Avenida_Assis_Chateaubriand__1334__0.jpg"	4.72015214317	4.96520609228	-0.161571424369184	0.161571424369184
"1462"	"centro/Rua_Felix_Araujo__132__90.jpg"	4.1855968677	3.44192981591	0.160445108874024	0.160445108874024
"871"	"centro/Avenida_Dom_Pedro_II__119_270.jpg"	5.20229321781	5.25298851529	0.158743253826846	0.158743253826846
"2300"	"liberdade/Rua_Riachuelo__455__0.jpg"	4.24770322884	3.55607128819	0.158367205559346	0.158367205559346
"33"	"catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg"	5.40398561905	5.61369225088	0.157603998067494	0.157603998067494
"1975"	"liberdade/Rua_Odon_Bezerra__147_270.jpg"	5.53027645808	5.8500591093	0.15098054533214	0.15098054533214
"502"	"catole/Rua_Joao_Francisco_Mota__64__90.jpg"	5.51694425345	5.84448210243	0.140784414529289	0.140784414529289
"2263"	"liberdade/Rua_Padre_Pedro_Serrao__353__90.jpg"	4.92351398883	5.27403708484	-0.131872049521248	0.131872049521248
"2609"	"liberdade/Rua_Severino_Pimentel__439__0.jpg"	4.36119852574	3.81282219083	0.127485813558774	0.127485813558774
"318"	"catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg"	5.48745846912	6.26484971213	-0.125083337636017	0.125083337636017
"638"	"catole/Rua_Olegario_Mariano__139_270.jpg"	5.58762072294	5.99833517895	0.124945909634683	0.124945909634683
"1858"	"liberdade/Rua_Acre__635_90.jpg"	5.03818220949	5.04299781964	0.11271463986705	0.11271463986705
"1742"	"centro/Rua_Quebra_Quilos__399__90.jpg"	5.48341544647	6.20509443967	-0.0955246541443137	0.0955246541443137
"1946"	"liberdade/Rua_Espirito_Santo__1288__0.jpg"	4.91785632726	5.18964135439	-0.0900721325806056	0.0900721325806056
"2161"	"liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg"	4.57081651531	4.56222562753	-0.0843022590464456	0.0843022590464456
"2498"	"liberdade/Rua_Sergipe__1337_0.jpg"	4.23521533599	3.67431643735	0.0793874603390669	0.0793874603390669
"1261"	"centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg"	3.97156268988	3.23949021392	0.060247179094978	0.060247179094978
"1622"	"centro/Rua_Manoel_P._de_Araujo__370_0.jpg"	4.6207672494	4.39632937984	0.0589355898939152	0.0589355898939152
"61"	"catole/Rua_Aluisio_Cunha_Linha__50__270.jpg"	4.30636558465	4.03736567071	-0.0536128730688073	0.0536128730688073
"1374"	"centro/Rua_Elias_Aforas__202_180.jpg"	4.33950831056	4.08912754415	-0.0495769889331324	0.0495769889331324
"1382"	"centro/Rua_Elias_Aforas__67__0.jpg"	4.89006543709	4.90245869967	0.0436261107707119	0.0436261107707119
"596"	"catole/Rua_Olegario_Mariano__139_180.jpg"	5.11847741985	5.31588892383	0.0395571704184949	0.0395571704184949
"1188"	"centro/Rua_Capitao_Joao_de_Sa__45__0.jpg"	4.93763653419	4.99871797833	0.0370684948419032	0.0370684948419032
"108"	"catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg"	3.87240920017	3.12080573114	0.0278325887285157	0.0278325887285157
"24"	"catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg"	5.2989592755	5.75331492779	-0.0259352526638616	0.0259352526638616
"580"	"catole/Rua_Olegario_Mariano__139_0.jpg"	4.79603036283	4.85592663314	-0.0242429573556217	0.0242429573556217
"2427"	"liberdade/Rua_Riachuelo__930__180.jpg"	4.17674051611	3.74418097863	-0.0183737302521865	0.0183737302521865
"2079"	"liberdade/Rua_Odon_Bezerra__388__270.jpg"	5.22504609294	5.56175707504	0.00786876548927032	0.00786876548927032
