"V2"	"V3.Jovem"	"V3.Adulto"	"residuals"	"residualsPos"
"949"	"centro/Avenida_Dom_Pedro_II__500_90.jpg"	7.205152381	3.33333333333	2.66096409703367	2.66096409703367
"1301"	"centro/Rua_Doutor_Severino_Cruz__411__270.jpg"	6.76837562554	7.03703703704	1.51294966344811	1.51294966344811
"267"	"catole/Rua_Doutor_Antonio_Telha__68__270.jpg"	3.45597558555	5.37037037037	-1.47939342138529	1.47939342138529
"2454"	"liberdade/Rua_Santa_Catarina__1231__0.jpg"	3.33375563662	4.38686441593	-1.4127466176218	1.4127466176218
"2432"	"liberdade/Rua_Riachuelo__930__180.jpg"	3.33132285285	3.95520728713	-1.33228648160274	1.33228648160274
"1110"	"centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg"	6.16496471827	5	1.30071947914707	1.30071947914707
"2072"	"liberdade/Rua_Odon_Bezerra__306_90.jpg"	6.27668569201	5.93077082598	1.23370064698038	1.23370064698038
"1667"	"centro/Rua_Pedro_Alvares_Cabral__129_180.jpg"	4.06890771095	7.22222222222	-1.22208013504711	1.22208013504711
"346"	"catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg"	6.36581078987	6.82729295631	1.15066285888237	1.15066285888237
"1446"	"centro/Rua_Felix_Araujo__132__270.jpg"	4.05110711012	6.7108844614	-1.14168641180652	1.14168641180652
"1992"	"liberdade/Rua_Odon_Bezerra__147_270.jpg"	5.8632342794	4.36887904161	1.12018583164352	1.12018583164352
"406"	"catole/Rua_Honorio_de_Melo__240__90.jpg"	6.01338380246	5.35905510121	1.08018771388118	1.08018771388118
"2129"	"liberdade/Rua_Odon_Bezerra__388__90.jpg"	5.99693579949	5.35111553558	1.06526437883166	1.06526437883166
"2483"	"liberdade/Rua_Santa_Catarina__1231__180.jpg"	3.31395647269	2.42336216806	-1.05548625101471	1.05548625101471
"1060"	"centro/Avenida_Presidente_Getulio_Vargas__395__270.jpg"	3.69666840377	4.40168425513	-1.05267976603795	1.05267976603795
"112"	"catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg"	3.53429961504	3.33333333333	-1.00988866892633	1.00988866892633
"1265"	"centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg"	3.79280661341	4.26668111979	-0.930616340937894	0.930616340937894
"1076"	"centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg"	6.00238720639	6.1211566841	0.922841570527593	0.922841570527593
"2684"	"liberdade/Rua_Severino_Pimentel__511_90.jpg"	4.08035292358	5.72257107355	-0.92265065415344	0.92265065415344
"439"	"catole/Rua_Inacio_Marques_da_Silva__434_90.jpg"	3.86508240387	4.53513478996	-0.909892829042926	0.909892829042926
"2627"	"liberdade/Rua_Severino_Pimentel__439__180.jpg"	4.26609933604	6.57643588117	-0.900875463958451	0.900875463958451
"147"	"catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg"	4.29046562311	6.68742478906	-0.897822840037666	0.897822840037666
"714"	"catole/Rua_Otacilio_Nepomuceno__76_90.jpg"	5.5082481395	3.72590618791	0.888672452025416	0.888672452025416
"984"	"centro/Avenida_Presidente_Getulio_Vargas__210__180.jpg"	5.19092154016	2.14436534876	0.875055739945306	0.875055739945306
"1008"	"centro/Avenida_Presidente_Getulio_Vargas__271__270.jpg"	5.621734411	4.44444444444	0.864174823596579	0.864174823596579
"435"	"catole/Rua_Inacio_Marques_da_Silva__434_270.jpg"	5.70686298669	5.0323422227	0.836406935574869	0.836406935574869
"1340"	"centro/Rua_Elias_Aforas__202_0.jpg"	3.5708617241	2.55253034322	-0.823385703311564	0.823385703311564
"2519"	"liberdade/Rua_Sergipe__1337_90.jpg"	3.3974538227	1.62842013659	-0.819332865334038	0.819332865334038
"1208"	"centro/Rua_Capitao_Joao_de_Sa__45__180.jpg"	4.00502319926	4.66666666667	-0.795210648832377	0.795210648832377
"861"	"centro/Avenida_Barao_Rio_Branco__141_90.jpg"	5.59424408539	4.71580590656	0.7845738239989	0.7845738239989
"1241"	"centro/Rua_Coronel_Salvino_Figueiredo__251_270.jpg"	5.76219859708	5.7623233795	0.75156121814489	0.75156121814489
"1371"	"centro/Rua_Elias_Aforas__202_180.jpg"	3.79279231336	3.33333333333	-0.751395970606329	0.751395970606329
"612"	"catole/Rua_Olegario_Mariano__139_180.jpg"	5.18539097816	2.89736413277	0.724923679117478	0.724923679117478
"671"	"catole/Rua_Otacilio_Nepomuceno__76_0.jpg"	4.11274865239	4.79265735369	-0.711679713101754	0.711679713101754
