agrad%C3%A1vel?	0	3.79784294173	3.5531901960473387  3.604680372537515  3.7414225985654554  3.801290310218882  3.837210937210937  3.861158021872308  3.878263082344715  3.891091877699021  3.901069829641258  3.909052191195048
agrad%C3%A1vel?	1	5.73019403781	6.9634509009509005  5.690784010228455  5.66454944232722  5.61952702647147  5.592513576958021  5.574504610615722  5.5616410632283655  5.551993402687847  5.544489666711889  5.538486677931123
agrad%C3%A1vel?	2	5.11676838413	4.750782550782551  5.226537351537352  5.089796446939304  5.121575349253921  5.140642690642691  5.153354251568538  5.162433937944142  5.169243702725845  5.174540186444949  5.178777373420231
agrad%C3%A1vel?	3	5.50133046756	5.610886798386798  5.702748062123062  5.589237614237614  5.520950172512673  5.479977707477707  5.452662730787731  5.433152033152033  5.4185190099252605  5.40713776963777  5.398032777407778
agrad%C3%A1vel?	4	4.60148689109	4.659627409627411  4.654764217264217  4.614034114034115  4.599774068524069  4.591218041218042  4.585514023014023  4.581439724296867  4.578384000259001  4.576007326007327  4.5741059866059866
agrad%C3%A1vel?	5	5.22423928475	4.6815221815221815  4.820716320716321  5.314136480803148  5.3294244335911  5.338597205263872  5.344712386379053  5.3490803728898975  5.35235636277303  5.354904354904354  5.356942748609415
agrad%C3%A1vel?	6	4.51002472584	3.7812161383589955  4.542948453662739  4.5846825132539415  4.5913226984655555  4.5953068095925245  4.59796288367717  4.5998600794519175  4.601282976282976  4.602389673818245  4.603275031846461
agrad%C3%A1vel?	7	4.46108503253	4.152864595721739  4.268513453037263  4.389928413737938  4.461973762569  4.505200971867639  4.534019111400064  4.554603496780367  4.5700417858155955  4.582049343954106  4.591655390464914
agrad%C3%A1vel?	8	5.12574101934	4.369149369149369  5.063763397096731  5.160765160765161  5.197013634513635  5.218762718762719  5.2332621082621085  5.2436188150473875  5.251386345136345  5.257427757427759  5.262260887260887
agrad%C3%A1vel?	9	5.57140474935	6.43895733895734  5.773747548747549  5.585643985643986  5.5059389684389695  5.458115958115958  5.426233951233952  5.403461089175376  5.386381442631444  5.373097273097273  5.362469937469937
