[1] "seguro?"
[1] "-0.00899965385946694 0.89020007707405 red"
[1] "0.0159224645205954 0.80704173290285 green"
[1] "0.0411907234337141 0.527485547981196 blue"
[1] "-0.00447604636165633 0.946847826216687 vert_lines"
[1] "0.226393876599147 0.000540451386829677 hor_lines"
[1] "0.0416396985485161 0.53448686165665 diag_lines"
[1] "0.28925237091682 1.0275112690028e-05 street_wid"
[1] "0.213040425354057 0.0011216789502555 sidewalk_wid"
[1] "0.258691851309454 0.000210114649667359 sidewalk_wid_left"
[1] "0.124686042574047 0.0669165293139597 sidewalk_wid_right"
[1] "0.00192808188580322 0.979912786766507 public_art"
[1] "0.352319604163482 4.74074412615266e-07 mov_cars"
[1] "0.278149811390567 3.22206781762091e-05 park_cars"
[1] "0.220738023965405 0.00179049470483972 park_cars_left"
[1] "0.276856210138494 6.5450591103744e-05 park_cars_right"
[1] "0.0463270220413316 0.539167856033776 mov_ciclyst"
[1] "0.422075184152183 3.90054655241556e-10 debris"
[1] "0.334196172728635 2.51862906619493e-06 debris_left"
[1] "0.395514605913141 1.98269749507318e-08 debris_right"
[1] "0.349787640852621 2.75605381849786e-07 pavement"
[1] "0.293956953101189 3.51689922055698e-05 pavement_left"
[1] "0.348811801425694 5.21243745721378e-07 pavement_right"
[1] "0.324481651405566 1.51140188808796e-06 landscape"
[1] "0.265696920384461 0.000195880608138799 landscape_left"
[1] "0.308872140425149 9.88370733168153e-06 landscape_right"
[1] "-0.0839098927261096 0.265963642138473 courtyards"
[1] "-0.0529591650973724 0.491355130140891 major_landsc"
[1] "0.237073656409029 0.000831431891711087 build_ident"
[1] "-0.0474888784316183 0.496640826774842 build_nrectan"
[1] "-0.164606588147614 0.0122952629501305 prop_street_wall"
[1] "-0.234356142106283 0.000824375254304797 prop_street_wall_left"
[1] "-0.167040140302733 0.0132113852181732 prop_street_wall_right"
[1] "0.222113657609333 0.00134412093040948 prop_wind"
[1] "0.212152581025665 0.00384050637009237 prop_wind_left"
[1] "0.228489539003336 0.00132412014052097 prop_wind_right"
[1] "-0.0307025466934236 0.666417652669396 long_sight"
[1] "0.0499755600988383 0.458837369463859 prop_sky_ahead"
[1] "0.0783932103967592 0.239756349646285 prop_sky_across"
[1] "0.0649107563717267 0.387301196080176 prop_sky_across_left"
[1] "0.0839176774611792 0.234733156722859 prop_sky_across_right"
[1] "0.0857251537485557 0.205896251475932 trees"
[1] "0.183148552344944 0.0125034863791067 trees_left"
[1] "0.00406175353744541 0.954735222508363 trees_right"
[1] "-0.0298652566303085 0.700081790913127 small_planters"
[1] "-0.0103846023270615 0.898470767974256 small_planters_left"
[1] "-0.0826248824485601 0.306827404186197 small_planters_right"
[1] "0.226253419153412 0.000767882482317406 build_height"
[1] "0.165886367340898 0.0250568749022511 build_height_left"
[1] "0.230719704945678 0.00104336229618007 build_height_right"
[1] "0.155121296389421 0.0204205157049762 diff_build"
[1] "-0.103850904151704 0.177343309405512 prop_hist_build"
[1] "0.0618203465301594 0.423951456100718 outdoor_table"
[1] "-0.089245593531423 0.275620284660099 outdoor_table_left"
[1] "0.0759390928112594 0.334895705650178 outdoor_table_right"
[1] "0.205011741023378 0.00266995248471247 street_furnit"
[1] "0.164534195179689 0.0246696684791212 street_furnit_left"
[1] "0.18837697215291 0.00797698421993775 street_furnit_right"
[1] "-0.00232007477257467 0.973594679016794 basic_col"
[1] "0.0453942520282351 0.541721803140905 lights"
[1] "0.0519150472064868 0.525741385376977 lights_left"
[1] "0.0430640866580825 0.58727697356146 lights_right"
[1] "-0.0229593474554776 0.741982105738587 accent_col"
[1] "0.17638477371123 0.0107236188653639 people"
[1] "0.163728518367882 0.0286733569636715 people_left"
[1] "0.1509618447009 0.0385815835441865 people_right"
[1] "0.205624100528941 0.00220849039914506 prop_active_use"
[1] "0.124282239038412 0.0853806374591355 prop_active_use_left"
[1] "0.156066085362671 0.025314574931905 prop_active_use_right"
