[1] "agrad%C3%A1vel?"
[1] "0.309263034060536 0.00112682119051977 street_wid"
[1] "0.237532412946803 0.0133116482564684 sidewalk_wid"
[1] "0.338336551913298 0.000655705128889794 sidewalk_wid_left"
[1] "0.148732239969579 0.131851805990139 sidewalk_wid_right"
[1] "-0.086467524997278 0.373568616735389 public_art"
[1] "0.00556097516215065 0.954450151083759 mov_cars"
[1] "-0.109416221716847 0.259639499451876 park_cars"
[1] "-0.0628654625615439 0.53435887642489 park_cars_left"
[1] "-0.110454050116926 0.255119939553963 park_cars_right"
[1] "-0.196309947742608 0.041727046965436 mov_ciclyst"
[1] "0.290772176539721 0.00226657002706032 debris"
[1] "0.372084967796174 0.000117742703784396 debris_left"
[1] "0.42409164264994 6.53474867129411e-06 debris_right"
[1] "0.343711770284873 0.000270521540287394 pavement"
[1] "0.382278627972455 7.34166361389121e-05 pavement_left"
[1] "0.449985654678593 1.4647058901307e-06 pavement_right"
[1] "0.488022829499395 8.4405699984913e-08 landscape"
[1] "0.509263604096214 4.60425078063764e-08 landscape_left"
[1] "0.587063609253383 4.64333016481078e-11 landscape_right"
[1] "0.0414238281970586 0.670353723458006 courtyards"
[1] "0.171144987527091 0.0765630503906869 major_landsc"
[1] "-0.0879827196315961 0.365221040505396 build_ident"
[1] "-0.0177579945966112 0.855258271158268 build_nrectan"
[1] "-0.0327681274768122 0.736370006345995 prop_street_wall"
[1] "-0.134852864841211 0.185535281358506 prop_street_wall_left"
[1] "0.0371796370649997 0.706509789443747 prop_street_wall_right"
[1] "-0.152507848235078 0.115095425876597 prop_wind"
[1] "-0.130915258460783 0.198825693744828 prop_wind_left"
[1] "-0.169984182491719 0.0829874158335491 prop_wind_right"
[1] "-0.0131308975959687 0.892708161731007 long_sight"
[1] "0.132814536790949 0.17060352962574 prop_sky_ahead"
[1] "0.178620707647102 0.0643733907841733 prop_sky_across"
[1] "0.167037693068429 0.12424477310771 prop_sky_across_left"
[1] "0.201098626223769 0.0482518823318905 prop_sky_across_right"
[1] "0.434453354394348 2.62828906283374e-06 trees"
[1] "0.480945244396868 4.68575900747226e-07 trees_left"
[1] "0.371123643440635 0.000133068329555064 trees_right"
[1] "0.0989181304147519 0.308428030096023 small_planters"
[1] "0.144034426547413 0.154924154331211 small_planters_left"
[1] "0.0554492626487624 0.581807918965352 small_planters_right"
[1] "-0.0534539078532058 0.582704657775119 build_height"
[1] "-0.115886425223538 0.268646355885609 build_height_left"
[1] "-0.108702395566427 0.274399289756713 build_height_right"
[1] "-0.302979182578973 0.00143618350145251 diff_build"
[1] "-0.338753340949945 0.000335661469646183 prop_hist_build"
[1] "0.00970469846007987 0.920596024969656 outdoor_table"
[1] "-0.0809500248647669 0.423341262414362 outdoor_table_left"
[1] "0.0322749038095147 0.743784628904523 outdoor_table_right"
[1] "0.118758983440187 0.220893429424982 street_furnit"
[1] "0.11286469114454 0.263552587900937 street_furnit_left"
[1] "0.151686788933841 0.122425192358274 street_furnit_right"
[1] "-0.277076610606377 0.00369580490211347 basic_col"
[1] "-0.0167440939952089 0.863439913171892 lights"
[1] "0.0456217151827603 0.665864908626486 lights_left"
[1] "-0.0718028344137811 0.477754970745114 lights_right"
[1] "-0.219183800399434 0.0226606439840104 accent_col"
[1] "-0.289663007397277 0.00441029011260539 people"
[1] "-0.243389732387732 0.0266084656011555 people_left"
[1] "-0.209495403670668 0.0462606888345231 people_right"
[1] "0.158466260150512 0.125078847103927 prop_active_use"
[1] "0.0804235182307149 0.469831473156112 prop_active_use_left"
[1] "0.105335346144619 0.320362962015564 prop_active_use_right"

[1] "agrad%C3%A1vel?" - Spearman
[1] "0.334659546329058 0.000400033567587479 street_wid"
[1] "0.236341940576074 0.013795280367321 sidewalk_wid"
[1] "0.263421777898647 0.00877381970951927 sidewalk_wid_left"
[1] "0.0338398863766732 0.733083089931071 sidewalk_wid_right"
[1] "-0.0932847909943726 0.336924733033625 public_art"
[1] "-0.0486965095594401 0.616739001993648 mov_cars"
[1] "-0.1071558764357 0.269671136272849 park_cars"
[1] "-0.100449775804124 0.320034721214264 park_cars_left"
[1] "-0.0963160328338142 0.32138972089418 park_cars_right"
[1] "-0.183875991748773 0.0567884130295382 mov_ciclyst"
[1] "0.259802742451446 0.00662109043960212 debris"
[1] "0.342993879866772 0.000417033322280924 debris_left"
[1] "0.350416921763307 0.000247695606207681 debris_right"
[1] "0.356917097072152 0.000149615972698857 pavement"
