"election_id","candidate_id","city_id","post_id","city_name","city_state","full_ibge_code","total_votes","attendances","valid_votes","name","display_name"
131,102879,"19003",6,"RIACHÃO DO POÇO","PB",2512762,37,3150,2784,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19011",6,"ÁGUA BRANCA","PB",2500106,2431,5312,4648,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19020",6,"SOBRADO","PB",2515971,159,5111,4287,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19038",6,"AGUIAR","PB",2500205,107,3605,3357,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19046",6,"SÃO JOSÉ DOS RAMOS","PB",2514453,431,3766,3210,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19054",6,"ALAGOA GRANDE","PB",2500304,3492,16640,14188,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19062",6,"CAPIM","PB",2504033,31,3690,3158,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19070",6,"ALAGOA NOVA","PB",2500403,77,11657,9690,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19089",6,"CUITÉ DE MAMANGUAPE","PB",2505238,105,4690,3916,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19097",6,"ALAGOINHA","PB",2500502,2288,8178,6783,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19100",6,"CURRAL DE CIMA","PB",2505279,48,3689,3196,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19119",6,"ALHANDRA","PB",2500601,122,13769,11183,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19127",6,"RIACHÃO DO BACAMARTE","PB",2512754,43,3266,2780,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19135",6,"SÃO JOÃO DO RIO DO PEIXE","PB",2500700,2825,11256,9768,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19143",6,"MATINHAS","PB",2509339,340,3086,2606,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19151",6,"ARAÇAGI","PB",2500809,76,10227,8776,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19160",6,"LOGRADOURO","PB",2508554,346,2612,2260,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19178",6,"ARARA","PB",2500908,1910,6555,5753,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19186",6,"SERTÃOZINHO","PB",2515930,42,3083,2727,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19194",6,"ARARUNA","PB",2501005,1587,9801,8588,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19208",6,"RIACHÃO","PB",2512747,38,2728,2517,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19216",6,"AREIA","PB",2501104,894,14780,11560,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19224",6,"SÃO DOMINGOS DO CARIRI","PB",2513943,17,2062,1876,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19232",6,"AREIAL","PB",2501203,927,4407,3839,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19240",6,"CARAÚBAS","PB",2504074,10,3036,2718,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19259",6,"AROEIRAS","PB",2501302,2967,12012,9482,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19267",6,"SANTO ANDRÉ","PB",2513851,8,2097,1777,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19275",6,"DAMIÃO","PB",2505352,1204,3215,3076,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19283",6,"SOSSÊGO","PB",2516151,1053,2434,2199,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19291",6,"BAÍA DA TRAIÇÃO","PB",2501401,18,4742,3977,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19305",6,"BARAÚNA","PB",2501534,8,3160,2766,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19313",6,"BANANEIRAS","PB",2501500,95,12920,10464,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19321",6,"ASSUNÇÃO","PB",2501351,34,2779,2388,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19330",6,"BARRA DE SANTA ROSA","PB",2501609,204,8363,7402,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19348",6,"ZABELÊ","PB",2517407,10,1670,1454,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19356",6,"BARRA DE SÃO MIGUEL","PB",2501708,9,3921,3244,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19364",6,"CACIMBAS","PB",2503555,24,3826,3295,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19372",6,"BAYEUX","PB",2501807,5303,58892,45733,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19380",6,"CAJAZEIRINHAS","PB",2503753,10,2784,2637,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
131,102879,"19399",6,"BELÉM","PB",2501906,42,10138,8543,"AGUINALDO VELLOSO BORGES RIBEIRO","AGUINALDO RIBEIRO"
