"election_id","candidate_id","city_id","post_id","city_name","city_state","full_ibge_code","total_votes","attendances","valid_votes","name","display_name"
131,115830,"61000",6,"EUCLIDES DA CUNHA PAULISTA","SP",3515350,82,5438,4931,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61018",6,"ADAMANTINA","SP",3500105,167,21163,18303,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61026",6,"BOREBI","SP",3507456,21,1646,1536,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61034",6,"ADOLFO","SP",3500204,22,2820,2444,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61042",6,"TARUMÃ","SP",3553955,224,8761,7905,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61050",6,"AGUAÍ","SP",3500303,203,18638,15332,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61069",6,"MOTUCA","SP",3532058,90,2779,2474,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61077",6,"ÁGUAS DA PRATA","SP",3500402,43,5005,4354,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61085",6,"IARAS","SP",3519253,45,2806,2478,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61093",6,"ÁGUAS DE LINDÓIA","SP",3500501,99,10817,9130,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61107",6,"GUATAPARÁ","SP",3518859,51,4058,3559,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61115",6,"ÁGUAS DE SÃO PEDRO","SP",3500600,15,2525,2209,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61123",6,"DIRCE REIS","SP",3513850,4,1305,1195,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61131",6,"AGUDOS","SP",3500709,337,22941,20307,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61140",6,"ESPÍRITO SANTO DO TURVO","SP",3515194,41,2704,2442,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61158",6,"ALFREDO MARCONDES","SP",3500808,64,3015,2663,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61166",6,"ROSANA","SP",3544251,229,11114,9465,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61174",6,"ALTAIR","SP",3500907,4,2333,2146,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61182",6,"EMBAÚBA","SP",3514957,8,1986,1860,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61190",6,"ALTINÓPOLIS","SP",3501004,158,10040,8435,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61204",6,"ILHA SOLTEIRA","SP",3520442,408,15550,13207,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61212",6,"ALTO ALEGRE","SP",3501103,54,2968,2423,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61220",6,"ALUMÍNIO","SP",3501152,233,11704,10182,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61239",6,"ÁLVARES FLORENCE","SP",3501202,10,3033,2734,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61247",6,"PEDRINHAS PAULISTA","SP",3537156,13,2143,2007,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61255",6,"ÁLVARES MACHADO","SP",3501301,232,14063,12055,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61263",6,"ARAÇARIGUAMA","SP",3502754,311,11009,9469,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61271",6,"ÁLVARO DE CARVALHO","SP",3501400,32,2355,2026,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61280",6,"BERTIOGA","SP",3506359,725,29157,25481,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61298",6,"ALVINLÂNDIA","SP",3501509,96,2118,1913,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61301",6,"SUZANÁPOLIS","SP",3552551,16,2278,2027,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61310",6,"AMERICANA","SP",3501608,2415,142152,112923,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61328",6,"SANTO ANTÔNIO DO ARACANGUÁ","SP",3548054,83,5093,4781,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61336",6,"AMÉRICO BRASILIENSE","SP",3501707,364,21469,17522,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61344",6,"CANITAR","SP",3510153,81,2922,2460,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61352",6,"AMÉRICO DE CAMPOS","SP",3501806,45,3988,3540,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61360",6,"BARRA DO CHAPÉU","SP",3505351,9,3494,3224,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61379",6,"AMPARO","SP",3501905,462,42333,34983,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
131,115830,"61387",6,"EMILIANÓPOLIS","SP",3515129,27,2090,1831,"MARCO ANTONIO FELICIANO","PASTOR MARCO FELICIANO"
