"id_eleicao","id_candidato","id_cidade","id_cargo","uf","votos_do_candidato","eleitores","votes_nominais"
131,112506,"63711",6,"SP",0,76565,65079
131,112506,"63738",6,"SP",0,14201,12401
131,112506,"63754",6,"SP",0,19933,15961
131,112506,"63770",6,"SP",1,268474,218193
131,112506,"63797",6,"SP",0,8019,6448
131,112506,"63819",6,"SP",1,4539,3898
131,112506,"63835",6,"SP",0,14541,12544
131,112506,"63851",6,"SP",0,1811,1580
131,112506,"63878",6,"SP",0,5788,4838
131,112506,"63894",6,"SP",0,27143,24219
131,112506,"63916",6,"SP",0,8056,7097
131,112506,"63932",6,"SP",0,5270,4530
131,112506,"63959",6,"SP",0,4016,3524
131,112506,"63975",6,"SP",0,7988,7354
131,112506,"63991",6,"SP",1,10442,8778
131,112506,"64017",6,"SP",3,136811,112679
131,112506,"64033",6,"SP",0,40517,33845
131,112506,"64050",6,"SP",0,5539,4808
131,112506,"64076",6,"SP",0,2044,1890
131,112506,"64092",6,"SP",0,9831,8475
131,112506,"64114",6,"SP",0,39387,33902
131,112506,"64130",6,"SP",0,3869,3442
131,112506,"64157",6,"SP",2,98649,67435
131,112506,"64173",6,"SP",0,1371,1284
131,112506,"64190",6,"SP",0,2165,1926
131,112506,"64211",6,"SP",0,6787,5761
131,112506,"64238",6,"SP",0,2150,1997
131,112506,"64254",6,"SP",1,190320,169442
131,112506,"64270",6,"SP",1,90492,70783
131,112506,"64297",6,"SP",0,77516,58462
131,112506,"64319",6,"SP",0,2143,1827
131,112506,"64335",6,"SP",0,4159,3629
131,112506,"64351",6,"SP",0,26337,21226
131,112506,"64378",6,"SP",0,2492,2079
131,112506,"64394",6,"SP",0,6796,5973
131,112506,"64416",6,"SP",0,6008,5043
131,112506,"64432",6,"SP",0,3202,2873
131,112506,"64459",6,"SP",0,6455,5611
131,112506,"64475",6,"SP",0,3567,3138
131,112506,"64491",6,"SP",0,21925,19700
131,112506,"64513",6,"SP",2,11294,9388
131,112506,"64530",6,"SP",0,11190,10299
131,112506,"64556",6,"SP",0,11870,10683
131,112506,"64572",6,"SP",0,5338,4474
131,112506,"64599",6,"SP",0,6192,5690
131,112506,"64610",6,"SP",0,1339,1202
131,112506,"64637",6,"SP",0,4209,3297
131,112506,"64653",6,"SP",0,18911,16296
131,112506,"64670",6,"SP",0,18588,17326
131,112506,"64696",6,"SP",0,71930,61919
131,112506,"64718",6,"SP",0,7073,5725
131,112506,"64734",6,"SP",0,22666,19918
131,112506,"64750",6,"SP",3,180316,149782
131,112506,"64777",6,"SP",67,725993,586661
131,112506,"64793",6,"SP",0,3001,2594
131,112506,"64815",6,"SP",0,5357,4803
131,112506,"64831",6,"SP",0,6151,5405
131,112506,"64858",6,"SP",0,4158,3645
131,112506,"64874",6,"SP",0,19529,15959
131,112506,"64890",6,"SP",0,6627,5730
131,112506,"64912",6,"SP",0,3899,3357
131,112506,"64939",6,"SP",1,32883,27351
131,112506,"64955",6,"SP",0,44987,38853
131,112506,"64971",6,"SP",0,5046,4576
131,112506,"64998",6,"SP",0,4803,4318
131,112506,"65013",6,"SP",0,14942,11864
131,112506,"65030",6,"SP",0,15528,13377
131,112506,"65056",6,"SP",0,6294,5739
131,112506,"65072",6,"SP",0,16117,13413
131,112506,"65099",6,"SP",0,16786,15090
131,112506,"65110",6,"SP",1,123570,103270
131,112506,"65137",6,"SP",0,3515,2999
131,112506,"65153",6,"SP",0,2625,2409
131,112506,"65170",6,"SP",0,2539,2235
