"election_id","candidate_id","city_id","post_id","city_name","city_state","full_ibge_code","total_votes","attendances","valid_votes","name","display_name"
131,103330,"19003",5,"RIACHÃO DO POÇO","PB",2512762,288,3150,2552,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19011",5,"ÁGUA BRANCA","PB",2500106,1490,5312,4076,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19020",5,"SOBRADO","PB",2515971,1226,5111,4011,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19038",5,"AGUIAR","PB",2500205,196,3605,3019,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19046",5,"SÃO JOSÉ DOS RAMOS","PB",2514453,1676,3766,2923,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19054",5,"ALAGOA GRANDE","PB",2500304,3785,16640,12330,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19062",5,"CAPIM","PB",2504033,1217,3690,2816,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19070",5,"ALAGOA NOVA","PB",2500403,4151,11657,8339,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19089",5,"CUITÉ DE MAMANGUAPE","PB",2505238,1495,4690,3562,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19097",5,"ALAGOINHA","PB",2500502,2376,8178,5901,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19100",5,"CURRAL DE CIMA","PB",2505279,1559,3689,2824,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19119",5,"ALHANDRA","PB",2500601,5149,13769,10340,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19127",5,"RIACHÃO DO BACAMARTE","PB",2512754,926,3266,2400,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19135",5,"SÃO JOÃO DO RIO DO PEIXE","PB",2500700,2864,11256,7781,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19143",5,"MATINHAS","PB",2509339,565,3086,2157,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19151",5,"ARAÇAGI","PB",2500809,4597,10227,7943,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19160",5,"LOGRADOURO","PB",2508554,1097,2612,2034,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19178",5,"ARARA","PB",2500908,2634,6555,5133,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19186",5,"SERTÃOZINHO","PB",2515930,647,3083,2461,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19194",5,"ARARUNA","PB",2501005,4931,9801,7738,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19208",5,"RIACHÃO","PB",2512747,857,2728,2332,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19216",5,"AREIA","PB",2501104,4830,14780,10490,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19224",5,"SÃO DOMINGOS DO CARIRI","PB",2513943,600,2062,1691,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19232",5,"AREIAL","PB",2501203,1701,4407,3449,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19240",5,"CARAÚBAS","PB",2504074,1726,3036,2363,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19259",5,"AROEIRAS","PB",2501302,5071,12012,8818,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19267",5,"SANTO ANDRÉ","PB",2513851,1117,2097,1543,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19275",5,"DAMIÃO","PB",2505352,1920,3215,2852,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19283",5,"SOSSÊGO","PB",2516151,783,2434,1984,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19291",5,"BAÍA DA TRAIÇÃO","PB",2501401,923,4742,3558,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19305",5,"BARAÚNA","PB",2501534,1459,3160,2432,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19313",5,"BANANEIRAS","PB",2501500,3295,12920,9418,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19321",5,"ASSUNÇÃO","PB",2501351,661,2779,2195,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19330",5,"BARRA DE SANTA ROSA","PB",2501609,2861,8363,6690,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19348",5,"ZABELÊ","PB",2517407,296,1670,1189,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19356",5,"BARRA DE SÃO MIGUEL","PB",2501708,1965,3921,2798,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19364",5,"CACIMBAS","PB",2503555,581,3826,2851,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19372",5,"BAYEUX","PB",2501807,10313,58892,43129,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19380",5,"CAJAZEIRINHAS","PB",2503753,1140,2784,2322,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19399",5,"BELÉM","PB",2501906,3087,10138,7702,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19402",5,"SÃO BENTINHO","PB",2513927,261,2772,2317,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19410",5,"BELÉM DO BREJO DO CRUZ","PB",2502003,465,4566,3645,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19429",5,"SÃO DOMINGOS","PB",2513968,1186,2298,1818,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19437",5,"BOA VENTURA","PB",2502102,813,3984,3360,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19445",5,"SÃO JOSÉ DE PRINCESA","PB",2514552,99,2525,2025,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19453",5,"BOM JESUS","PB",2502201,360,2199,1667,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19461",5,"MARIZÓPOLIS","PB",2509156,2827,4274,3550,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19470",5,"BOM SUCESSO","PB",2502300,134,3372,2816,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19488",5,"MATO GROSSO","PB",2509370,933,1956,1733,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19496",5,"BONITO DE SANTA FÉ","PB",2502409,2267,5763,4595,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19500",5,"BERNARDINO BATISTA","PB",2502052,63,2005,1683,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19518",5,"BOQUEIRÃO","PB",2502508,3196,11176,8381,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19526",5,"POÇO DE JOSÉ DE MOURA","PB",2512077,217,3056,2335,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19534",5,"IGARACY","PB",2502607,254,4069,3454,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19542",5,"SÃO JOSÉ DO BREJO DO CRUZ","PB",2514651,321,1477,1271,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19550",5,"BORBOREMA","PB",2502706,1042,3315,2540,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19569",5,"SANTA INÊS","PB",2513356,218,2837,2230,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19577",5,"BREJO DO CRUZ","PB",2502805,1759,7662,6217,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19585",5,"AMPARO","PB",2500734,107,1851,1458,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19593",5,"BREJO DOS SANTOS","PB",2502904,1044,4546,3718,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19607",5,"CASSERENGUE","PB",2504157,1553,4098,3279,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19615",5,"CAAPORÃ","PB",2503001,3106,13288,8482,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19623",5,"GADO BRAVO","PB",2506251,1877,5683,4165,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19631",5,"CABACEIRAS","PB",2503100,710,3752,2723,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19640",5,"POÇO DANTAS","PB",2512036,411,2608,2126,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19658",5,"CABEDELO","PB",2503209,10378,33953,24428,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19666",5,"JOCA CLAUDINO","PB",2513653,429,1928,1576,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19674",5,"CACHOEIRA DOS ÍNDIOS","PB",2503308,940,5671,3961,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19682",5,"TENÓRIO","PB",2516755,316,2054,1585,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19690",5,"CACIMBA DE AREIA","PB",2503407,1289,2665,2083,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
131,103330,"19704",5,"COXIXOLA","PB",2504850,222,1414,970,"JOSÉ TARGINO MARANHÃO","JOSE MARANHÃO"
