liberdade		5
liberdade	rua sergipe	6
liberdade	rua severino pimentel	6
liberdade	rua doutor edÉsio silva	1
liberdade	rua padre pedro serrao	1
liberdade	rua jose doroteia dutra	1
liberdade	rua minas gerais	3
liberdade	rua virgÍlio pereira da silva	1
liberdade	rua paraiba	2
liberdade	rua joao noberto da silva	1
liberdade	rua joao xxiii	2
liberdade	rua riachuelo	1
liberdade	rua claudino goncalves oliveira	1
liberdade	rua pedro leal	1
liberdade	rua odon bezerra	7
liberdade	rua pedro serao	1
liberdade	rua rio de janeiro	5
liberdade	avenida aprigio nepomuceno	1
liberdade	rua para	1
liberdade	avenida amazonas	2
liberdade	rua pernambuco	4
liberdade	rua assis chateaubriand	1
liberdade	rua santa catarina	5
liberdade	rua santa filomena	1
liberdade	rua alagoas	2
liberdade	travessa edesio silva	1
liberdade	av assis chateaubriand	2
liberdade	rua idelfonso souto maior	1
liberdade	av almirante barroso	1
liberdade	rua sÃo paulo	2
liberdade	avenida assis chateaubriand	12
liberdade	rua espÍrito santo	1
liberdade	rua juvino sobreira	1
liberdade	rua aprÍgio pereira nepomuceno	1
liberdade	rua josefina maria da conceiÇÃo	1
liberdade	rua padre pedro serrÃo	2
liberdade	rua acre	1
liberdade	rua rio grande do sul	4
liberdade	rua severino galileu	1
liberdade	rua pedro brasil	5
liberdade	rua jovino sobreira de carvalho	2
liberdade	rua aprigio nepomuceno	5
liberdade	rua espirito santo	2
liberdade	rua amazonas	2
liberdade	rua leonardo gomes	1
liberdade	travessa edÉsio silva	1
liberdade	avenida almirante barroso	3
liberdade	rua cassiano pereira	1
liberdade	rua virgilio pereira da silva	1
catole		33
catole	rua jose tokaipe	1
catole	rua joselita reis brasileiro	1
catole	rua joao quirino	6
catole	avenida prefeito severino bezerra cabral	2
catole	avenida do canal	1
catole	rua alderico pessoa	2
catole	rua irma dulce	1
catole	rua iremar vilarim meira	1
catole	rua joao vidal de negreiros	1
catole	avenida severino bezerra cabral	1
catole	rua manoel alves de oliveira	2
catole	rua aroldo do nascimento cabral	1
catole	rua pedro leao	1
catole	rua pedro leal	1
catole	rua curemas	1
catole	rua tomas soares de souza	3
catole	rua padre ibiapina	2
catole	rua joao pequeno	2
catole	rua manoel alves de oliviera	1
catole	av canal do prado	1
catole	rua joÃo vidal de negreiros	1
catole	rua coremas	1
catole	rua jose soares de santana	1
catole	rua joao francisco motta	1
catole	rua sebastiÃo vieira da silva	1
catole	rua alderico pessoa de oliveira	1
catole	av canal	1
catole	rua manoel alves oliveira	1
catole	avenida vigario calixto	17
catole	rua valdemira emilia pinto	1
catole	rua ana firmino da costa	1
catole	rua iremar vilarim	1
catole	rua nossa senhora aparecida	1
catole	rua raimundo nonato	1
catole	rua professora severina r. silva	1
catole	rua luiz sodre filho	1
catole	rua auderico pessoa de oliveira	1
catole	avenida brasilia	15
catole	rua moises misael de paula	1
catole	rua vigario calixto	1
catole	rua anÍsio rodrigues de sousa	1
catole	rua cristiano colaco	1
catole	rua francisco guedes de moura	1
catole	rua antonio de sousa lopes	2
catole	rua prefeito francisco camilo	1
catole	avenida canal	1
catole	avenida elpidio de almeida	11
catole	rua manoel de barros	1
catole	rua geraldo s. de almeida	1
catole	rua cazuza barreto	1
catole	rua otacilio nepomuceno	9
catole	rua padre anchieta	3
catole	rua josÉ santana de soares	1
catole	av vigario calixto	1
catole	av brasilia	2
catole	rua humberto batista de lima	1
catole	rua joÃo quirino	3
catole	rua joao bezerra paes	1
catole	rua cristina colaÇo	1
catole	rua otacÍlio nepomuceno	3
catole	rua severina ramos de andrade	1
catole	rua joujai habib	2
catole	rua padre aristides ferreira da cruz	1
catole	rua severino ramos de andrade	1
catole	rua tomÁs soares de souza	1
catole	av elpidio de almeida	1
catole	rua maria de loudes loureiro	1
catole	rua aprigio ferreira leite	1
catole	rua jardelino pinto brandao	1
catole	avenida vigÁrio calixto	3
catole	rua professora eutecia vital ribeiro	1
catole	rua maria aparecida carneiro	1
catole	rua coronel honorato da costa agra	1
catole	rua arius	2
catole	rua elpidio de almeida	4
catole	rua josÉ eudÓcio leite	1
catole	rua doutor joÃo benoni andrade	1
catole	rua ascendino moura	1
centro		67
centro	rua paulo de frontim	1
centro	rua paulo de frontin	1
centro	rua agamenon magalhaes	1
centro	rua solon de lucena	1
centro	rua presidente joÃo suassuna	1
centro	rua joÃo lourenÇo porto	3
centro	rua maciel pinheiro	8
centro	rua cel joao aecio porto	1
centro	rua januncio ferreira	2
centro	rua lourenÇo porto	1
centro	rua joao alves de oliveira	2
centro	rua severino ribeiro cruz	1
centro	rua peregrino de carvalho	7
centro	rua doutor severino ribeiro cruz	7
centro	tv almirante alexandrino	1
centro	rua tabernaculo	1
centro	rua otacilio albuquerque	2
centro	rua tavares cavalcante	4
centro	rua doutor vasconcelos	2
centro	rua tiradentes	5
centro	rua getulio vargas	1
centro	rua bartolomeu de gusmao	1
centro	rua cristiano lauritzem	1
centro	rua otacÍlio de albuquerque	1
centro	rua cristiano lauritzen	1
centro	rua rui barbosa	2
centro	praca da bandeira	3
centro	rua frei caneca	3
centro	rua venÂncio neiva	1
centro	rua semeao leal	2
centro	rua santa clara	1
centro	rua arthur vilarim	1
centro	avenida presidente joao pessoa	1
centro	rua afonso campos	10
centro	rua miguel couto	1
centro	rua simeÃo leal	1
centro	rua juvino do o	1
centro	avenida rio branco	2
centro	avenida dom pedro ii	1
centro	rua joÃo alves de oliveira	1
centro	rua major juvino do dÓ	1
centro	rua siqueira campos	7
centro	rua Índios cariris	1
centro	rua vidal de negreiros	6
centro	av joao pessoa	1
centro	avenida canal	8
centro	rua gilo guedes	1
centro	avenida floriano peixoto	47
centro	rua cardoso vieira	2
centro	rua marcilio dias	2
centro	rua virgolvino wanderley	1
centro	rua dr severino ribeiro cruz	2
centro	rua semeÃo leal	1
centro	avenida presidente epitacio pessoa	1
centro	rua indios cariris	7
centro	rua joÃo da silva pimentel	1
centro	rua joao pessoa	7
centro	rua olegÁrio maciel	1
centro	rua sebastiao donato	2
centro	rua joao da mata	2
centro	praca clementino procopio	1
centro	avenida getÚlio vargas	1
centro	rua treze de maio	13
centro	rua marques herval	1
centro	rua epitacio pessoa	2
centro	rua deputado jose tavares	2
centro	rua rio branco	2
centro	avenida presidente getulio vargas	2
centro	rua presidente epitacio pessoa	1
centro	avenida joao pessoa	1
centro	rua joÃo suassuna	2
centro	rua alexandrino cavalcanti belo	1
centro	rua joÃo da mata	1
centro	rua joÃo pessoa	1
centro	rua monsenhor sales	1
centro	rua alexandrino cavalcante	1
centro	rua irineu jofilly	1
centro	rua joÃo leoncio	1
centro	rua joao suassuna	1
centro	praca tenente alfredo dantas	1
centro	av floriano peixoto	17
centro	rua expedicionÁrios do brasil	1
centro	rua vila nova da rainha	22
centro	rua joÃo tavares	1
centro	rua presidente joÃo pessoa	2
centro	rua do ideal	1
centro	rua coronel joÃo lourenÇo porto	1
centro	rua marques do herval	6
centro	rua paulo de frotim	1
centro	avenida presidente getÚlio vargas	1
centro	rua irineu joffily	11
centro	praÇa da bandeira	4
centro	av canal	8
centro	rua marques de herval	2
centro	rua sebastiÃo donato	2
centro	rua dom pedro ii	2
centro	rua jose tavares	1
centro	rua venancio neiva	7
centro	rua quebra quilos	15
centro	rua sete de setembro	2
centro	rua major juvino do Ó	1
centro	rua desembargador trindade	8
centro	rua barao do abiai	5
centro	rua severino cruz	3
centro	rua joao tavares	1
centro	rua cristovao colombo	1
centro	rua cel jose andre	1
centro	rua deputado alvaro gaudencio	1
centro	rua cel antonio pessoa	1
centro	rua manoel p. de araujo	1
centro	avenida getulio vargas	1
