id	mean_time	median_time	sum_time	mean_diff	median_diff	sum_diff
1065	40.2496224615	30.875679	523.245092	95.2808594545	50.597474	1048.089454
1064	55.4733063333	39.186709	832.099595	132.597957111	111.013187	1193.381614
1067	71.175315875	37.6994135	569.402527	105.1874795	75.0878005	420.749918
1066	30.4345294	4.002684	760.863235	55.2937271739	12.776994	1271.755725
1391	84.0923984286	63.748099	588.646789	67.2547415	57.0861505	403.528449
1087	53.7759476667	45.360931	161.327843	39.8172065	39.8172065	79.634413
1086	44.2745021429	38.143906	929.764545	117.097833625	83.567728	1873.565338
1085	27.7567473333	17.018858	666.161936	89.0568596111	54.6633435	1603.023473
1084	37.8872400278	26.4085915	1363.940641	84.0754581935	47.506566	2606.339204
595	71.3924766875	63.376209	2284.559254	141.122034526	146.040094	2681.318656
1082	242.749371	242.749371	485.498742	153.659284	153.659284	153.659284
1081	64.351437375	27.7624715	514.811499	54.5489303333	36.445845	327.293582
1080	81.6664974286	60.1107445	2286.661928	92.0622272353	66.206202	1565.057863
1120	42.1467671892	34.929834	1559.430386	96.6652192667	73.4538935	2899.956578
1121	48.8393962222	45.969541	879.109132	95.8290201538	79.443	1245.777262
1122	67.477078	46.605297	202.431234	62.205263	62.205263	124.410526
1123	34.9397162	24.05143	1048.191486	67.5164989545	41.268978	1485.362977
1124	52.6258176316	39.367617	999.890535	117.427693786	81.0916395	1643.987713
1126	86.2454521154	40.7261205	2242.381755	101.125100267	94.345308	1516.876504
1088	81.3609425	65.3742515	488.165655	59.8174384	64.930164	299.087192
1454	56.31052075	42.4452875	450.484166	121.781233857	136.624032	852.468637
1490	57.2343641111	55.979497	515.109277	55.266231	54.3741655	442.129848
1359	39.4261054706	29.018745	670.243793	97.1663514615	92.095939	1263.162569
1456	43.975733375	37.2317065	351.805867	107.294325	96.832934	751.060275
1409	62.5199195	62.5199195	125.039839	46.546398	46.546398	46.546398
1408	37.281804619	26.439209	782.917897	86.816017375	62.1680145	1389.056278
1014	73.5101733333	30.835503	661.59156	29.421213	30.454445	205.948491
1402	35.4876163333	34.098353	212.925698	53.498774	44.462535	267.49387
1016	53.6322395	53.6322395	107.264479	36.216685	36.216685	36.216685
1400	30.7404364	22.878407	307.404364	47.0415274444	41.793741	423.373747
1407	47.1656351111	39.955175	424.490716	91.824732	89.311402	642.773124
1011	51.799290375	51.12865	414.394323	60.5330533333	51.797407	363.19832
1405	68.8462245714	64.018929	481.923572	127.5191916	127.331016	637.595958
1404	32.3806611667	27.850852	194.283967	61.0913036	61.827627	305.456518
1234	69.3620732	49.202687	346.810366	68.5978415	75.1330545	274.391366
1235	39.7346073333	34.009749	238.407644	87.8223526	79.389296	439.111763
1236	45.6186989091	35.032197	501.805688	157.517287	176.894881	1417.655583
1237	79.4815914286	89.604345	556.37114	121.7159318	91.510781	608.579659
1230	32.63580025	27.504393	130.543201	37.8932166667	26.15512	113.67965
1231	123.411296	123.411296	246.822592	106.061433	106.061433	106.061433
1232	40.6512562857	37.455268	284.558794	70.9927883333	66.525291	425.95673
1233	97.203879875	72.2492935	777.631039	106.894181	103.3934385	641.365086
1335	41.1321857143	20.639355	287.9253	58.6749321667	56.50826	352.049593
1334	68.6383913333	52.008391	205.915174	46.5015035	46.5015035	93.003007
1337	147.946898857	114.627486	1035.628292	167.495707	187.965119	669.982828
1336	39.2468975714	34.535611	274.728283	43.8812115	42.195216	263.287269
1238	66.1004801667	58.2038705	396.602881	141.3897062	105.496363	706.948531
1239	96.1800866667	74.517761	577.08052	119.06707725	126.848613	476.268309
1333	57.0703905714	44.89496	399.492734	117.083967	108.1301275	702.503802
1332	42.339813	25.596788	254.038878	53.8023324	38.336569	269.011662
1545	51.4837275714	52.718865	360.386093	88.5136195	91.397984	531.081717
1542	56.0757997	44.099115	560.757997	96.1037891667	45.649811	576.622735
1448	37.0732773333	25.085679	111.219832	31.1247225	31.1247225	62.249445
1458	90.401065625	84.9391065	723.208525	128.871216167	90.5164895	773.227297
909	139.493914	41.063702	1255.445226	63.4144402857	43.049008	443.901082
1510	46.9963996	38.5472715	469.963996	52.3709257778	40.628698	471.338332
1241	62.5850165	62.5850165	125.170033	30.182515	30.182515	30.182515
1240	102.400859857	104.336365	716.806019	178.0927656	195.475396	890.463828
1243	50.6257106667	55.693274	151.877132	62.988714	62.988714	125.977428
1242	77.193063	77.193063	154.386126	60.098007	60.098007	60.098007
1245	76.756157	76.756157	76.756157	nan	nan	0.0
644	38.3704668889	35.341838	345.334202	71.456568	40.5956915	571.652544
1247	45.9796056667	35.3183655	275.877634	85.6149566	94.707356	428.074783
1530	53.398511875	41.4215035	427.188095	76.79988	57.781275	537.59916
1249	199.131179143	180.057673	1393.918254	96.668382	96.668382	96.668382
1512	59.9072595556	53.941379	539.165336	59.811752875	62.6493825	478.494023
1539	45.146528	36.0922955	361.172224	71.4985162857	64.944883	500.489614
1538	49.9164444	51.0961715	499.164444	86.6540712222	57.258901	779.886641
1522	59.2523476667	61.3287365	355.514086	138.7601854	129.694052	693.800927
851	52.4150158333	46.706653	314.490095	110.2284736	71.120877	551.142368
1523	36.7571511429	29.067226	257.300058	84.4515271667	76.1643055	506.709163
1150	84.984394	84.984394	169.968788	42.342923	42.342923	42.342923
1466	114.055652625	97.64075	912.445221	91.1203594	90.46295	455.601797
1352	28.5504052778	24.7001755	513.907295	39.0792143125	34.4695265	625.267429
740	66.9049518182	56.359284	735.95447	83.2174575556	56.961638	748.957118
1317	80.4979871429	62.244214	563.48591	178.366359	180.460107	1070.198154
749	64.2126592	47.156611	642.126592	108.305207778	95.958116	974.74687
1440	387.328724429	31.039638	2711.301071	55.0904016667	35.3162005	330.54241
997	60.0890298	25.815154	1502.225745	53.9000456667	44.474478	1131.900959
617	78.1125334737	63.702951	1484.138136	106.512322	65.62739	852.098576
1351	43.9816777917	37.709301	1055.560267	96.2000461429	65.86774	2020.200969
1199	75.2805255	75.2805255	150.561051	44.377379	44.377379	44.377379
1198	89.8462328	69.84694	449.231164	86.0918295	90.3643555	344.367318
1052	56.7148843333	74.5045765	340.289306	118.9719726	86.683004	594.859863
1053	67.9666691429	30.217992	951.533368	146.868750125	141.09099	1174.950001
1054	25.33630875	21.0159395	202.69047	49.834271	43.106307	348.839897
1311	54.2995517143	57.614167	380.096862	87.5856525	81.86174	525.513915
1056	630.534709	79.965069	3783.208254	120.7018694	103.647334	603.509347
1057	61.8158551667	45.4082545	1483.580524	127.324188471	105.938558	2164.511204
1058	55.3198135	55.3198135	110.639627	21.792726	21.792726	21.792726
1059	142.584357	142.584357	142.584357	nan	nan	0.0
1193	86.6138134478	55.008581	5803.125501	148.173657596	134.815538	6964.161907
1192	45.67992644	32.381748	1141.998161	115.534088545	102.240049	2541.749948
1195	130.734131	48.239648	1176.607179	33.549652	33.549652	33.549652
1194	59.833158	42.17096	897.49737	104.083619636	92.233371	1144.919816
1197	40.9798970833	39.101892	491.758765	109.7341321	100.506169	1097.341321
1196	54.215514	42.247361	379.508598	110.846382167	104.419793	665.078293
614	37.9570846	38.3099	189.785423	55.7910925	60.109641	223.16437
1177	53.3500451667	36.75026	320.100271	89.8731022	98.325453	449.365511
1279	60.6580473333	55.820824	363.948284	141.7346112	112.073239	708.673056
1175	22.5359876429	18.6008255	946.511481	88.5622394595	51.572373	3276.80286
1174	130.298935	119.980941	912.092545	125.415919667	129.8388835	752.495518
1173	35.3765328462	27.295223	459.894927	64.854608	29.585115	778.255296
1172	28.3223335833	25.055883	679.736006	75.1226984286	45.338418	1577.576667
1171	43.2229268333	35.6322595	1296.687805	112.918783818	90.2763075	2484.213244
1170	50.3090645	41.810463	905.563161	131.106219813	135.0549295	2097.699517
1270	69.8696467143	51.643684	489.087527	80.3110048333	74.663226	481.866029
1271	144.697957571	136.095202	1012.885703	118.3186025	118.3186025	236.637205
610	32.6450771667	24.2754275	195.870463	52.4405734	27.04801	262.202867
1273	42.3647505	36.9378365	254.188503	66.3782234	71.439847	331.891117
616	45.5184836129	28.269427	1411.072992	108.616807304	63.792908	2498.186568
1275	55.3424329444	40.405394	996.163793	76.8075174667	68.195076	1152.112762
1179	47.966411	36.984189	719.496165	140.555618538	130.999151	1827.223041
1178	220.2448875	61.745839	1321.469325	96.2537962	64.40001	481.268981
1055	44.3395036667	43.37102	266.037022	111.1043336	87.406785	555.521668
1285	57.9515097143	50.575528	405.660568	52.2639383333	47.441277	313.58363
1284	59.3758735714	40.319302	415.631115	105.538265	81.020399	527.691325
1287	74.025586875	47.0085265	592.204695	97.1273605714	75.099265	679.891524
1280	70.263081	70.263081	70.263081	nan	nan	0.0
1282	69.657522	59.6529335	417.945132	90.4203918	64.585413	452.101959
1289	164.56960475	148.5143135	1316.556838	167.358794571	149.452903	1171.511562
1288	112.250663333	96.812039	336.75199	96.893525	96.893525	96.893525
1472	101.401368333	92.922716	304.204105	125.6705785	125.6705785	251.341157
1191	38.872781	36.121362	233.236686	50.5593306	38.362575	252.796653
1470	65.62818125	50.05157	262.512725	82.442622	51.031479	247.327866
1471	149.123505667	63.653247	894.741034	106.8293988	75.495957	534.146994
1476	62.4111545714	62.600421	436.878082	90.9823	94.407474	454.9115
1477	54.1923845	46.459524	325.154307	103.640108	112.209743	518.20054
1190	58.4985201667	48.7354125	350.991121	99.9385776	84.166762	499.692888
1573	65.7562355	57.5114635	394.537413	59.232968	57.111647	296.16484
684	34.0541333333	26.9696985	204.3248	25.5656004	25.298196	127.828002
1478	80.8151366667	46.7165685	484.89082	89.6378112	36.361384	448.189056
686	195.247148917	37.7252315	2342.965787	56.0617585	43.817283	448.494068
1577	17.2067596757	13.89902	636.650108	48.7095650556	29.788898	1753.544342
1576	35.59173805	27.596667	711.834761	50.2502980526	48.257024	954.755663
683	50.3544945	50.3544945	100.708989	32.079105	32.079105	32.079105
682	40.7177694286	30.302925	285.024386	73.349492	57.2587735	440.096952
1304	55.995186	42.511847	391.966302	119.017089167	102.326274	714.102535
1305	77.9204651429	83.623175	545.443256	239.7310982	232.039589	1198.655491
1306	63.3826665	54.718974	507.061332	93.3171262857	92.267078	653.219884
1307	42.3649343333	31.708083	254.189606	46.0844202	42.721416	230.422101
1302	66.6813871429	42.958299	466.76971	174.021535	181.9571035	1044.12921
1303	181.637249	193.893235	544.911747	194.13635	194.13635	194.13635
1450	115.828979	39.608208	1042.460811	119.743382143	125.235144	838.203675
1308	47.7903535	46.381566	477.903535	153.28584325	128.927445	1226.286746
1309	32.6607571667	25.3263385	195.964543	58.8342644	66.006721	294.171322
1221	107.666194833	98.459294	645.997169	162.654018	162.654018	325.308036
1451	61.7442342222	29.990878	555.698108	76.6518052	67.325949	383.259026
1371	28.756472	21.5193525	345.077664	65.7224911818	49.60823	722.947403
1370	68.1167761	37.134987	681.167761	72.0508854444	31.451702	648.457969
1373	51.7264099286	40.736315	724.169739	66.2061593333	61.973961	794.473912
1372	82.5383941667	55.364865	495.230365	202.3534656	213.528544	1011.767328
1375	113.220249	59.665759	905.761992	127.0045984	108.987136	635.022992
1374	61.2036615714	40.070252	428.425631	70.7520661667	57.540886	424.512397
1377	77.0103022727	44.632019	847.113325	109.160295333	88.471934	982.442658
1376	31.2862355833	22.236625	375.434827	68.3891220909	50.633731	752.280343
1379	79.3610852857	55.310972	555.527597	106.169919667	82.5709415	637.019518
932	28.2828693333	26.832306	84.848608	23.993193	23.993193	47.986386
1452	62.81661175	49.6011605	502.532894	129.387404714	113.812996	905.711833
1346	80.4025595714	59.747106	562.817917	147.370111667	143.1458695	884.22067
1347	90.701573	90.701573	90.701573	nan	nan	0.0
1453	97.1595271765	32.967551	1651.711962	73.7110045714	55.3933765	1031.954064
1511	33.6136367778	28.573201	302.522731	70.547810125	60.112715	564.382481
1278	50.1002487143	33.574001	350.701741	143.749183667	118.469199	862.495102
1176	24.8598812778	21.0052925	447.477863	63.4360355294	32.205958	1078.412604
704	147.553325286	97.627344	1032.873277	181.5708916	187.989468	907.854458
700	58.6021203333	51.88414	351.612722	123.342664	123.696504	616.71332
701	57.6364276	46.574895	288.182138	55.17977625	50.3981445	220.719105
702	31.0146686176	24.7548045	1054.498733	67.6397799286	59.4994795	1893.913838
1483	50.2511443333	45.058995	603.013732	122.771595889	125.970804	1104.944363
1481	40.3714933333	38.492698	121.11448	55.560441	55.560441	111.120882
619	35.9556617727	23.2579195	791.024559	80.781455	56.9635405	1615.6291
1487	31.865358	29.8887015	254.922864	43.7117641429	33.592772	305.982349
1486	35.5643415833	28.0696105	426.772099	81.4242588182	61.029818	895.666847
1485	85.0579513333	34.075092	510.347708	76.9954266	68.012849	384.977133
1484	21.2830123	18.0720175	425.660246	53.3595	30.163353	1013.8305
1489	36.758577	35.684731	220.551462	34.377082	30.21494	171.88541
1488	35.8633828333	28.0234095	215.180297	32.9729532	22.472707	164.864766
1560	35.07038	35.07038	70.14076	20.289295	20.289295	20.289295
1513	60.2171887273	50.755988	662.389076	73.029231	54.154796	730.29231
586	40.0946245	31.742377	240.567747	47.492241	36.529384	237.461205
585	33.0855363333	41.652609	99.256609	24.400421	24.400421	48.800842
1132	32.0195634	29.5467015	320.195634	113.959364778	110.9657	1025.634283
1131	53.427807	42.452191	160.283421	59.8978595	59.8978595	119.795719
1130	524.748947429	149.130719	3673.242632	109.9736825	109.9736825	219.947365
589	40.6571828	39.129171	203.285914	62.73555125	60.095191	250.942205
1276	74.1684507143	32.600154	519.179155	55.361863	55.361863	110.723726
615	87.0058063684	55.829908	1653.110321	96.2997765455	94.145434	1059.297542
1348	47.7223388333	39.677661	286.334033	71.4338336	54.949653	357.169168
1436	54.7486858571	48.096475	766.481602	115.121224143	90.208132	805.848569
1437	31.9037798	25.397263	159.518899	53.098605	49.7713185	212.39442
1434	84.7419015455	71.092991	932.160917	132.494431714	152.215708	927.461022
1435	71.8951995714	52.225343	503.266397	133.710200667	131.149252	802.261204
1432	56.03077075	48.6732225	224.123083	76.932071	58.429307	230.796213
1433	1453.714427	1453.714427	1453.714427	nan	nan	0.0
1430	47.167628	42.89522	471.67628	120.938875625	115.274416	967.511005
1431	29.2396205	25.927052	116.958482	37.070469	27.34319	111.211407
1380	46.9226816667	37.2704225	281.53609	68.1853386	49.546538	340.926693
1438	60.375148125	48.0742645	483.001185	135.478620143	135.909206	948.350341
1439	39.814354125	35.8502235	318.514833	81.1063645714	65.987611	567.744552
519	66.9227928	65.80863	334.613964	113.34645225	109.463258	453.385809
518	149.534742429	127.439815	1046.743197	130.9613938	117.352388	654.806969
513	63.7792627143	54.683705	446.454839	96.3767165	101.4461225	578.260299
1349	57.24605	47.076111	400.72235	122.401005333	97.8014295	734.406032
516	75.1395764286	57.5828085	2103.90814	98.7021541111	75.8064985	1776.638774
1227	77.800087	59.705154	466.800522	92.16813425	79.8503195	368.672537
1128	79.4988049231	63.093076	1033.484464	154.979318667	160.39839	1394.813868
1225	56.4858233333	50.519127	338.91494	71.5957736	55.689989	357.978868
1224	71.51261125	56.018259	572.10089	209.9049385	221.32914	1259.429631
1223	81.4300618333	65.4146875	488.580371	175.333158	181.5473555	701.332632
625	56.42102	56.761407	225.68408	79.4861376667	86.488926	238.458413
1220	52.969135125	46.4840895	423.753081	83.5061545714	57.13161	584.543082
1341	53.2974817273	42.831071	586.272299	155.1661285	136.2720935	930.996771
1344	70.9993597143	63.000361	496.995518	137.4811994	132.739765	687.405997
1345	81.1783968333	70.283573	487.070381	88.058665	59.479071	440.293325
1229	59.540633	49.627976	357.243798	69.5138088	57.48307	347.569044
1228	49.7952116667	38.725382	149.385635	49.4156635	49.4156635	98.831327
1083	47.2285345	47.2285345	94.457069	41.063545	41.063545	41.063545
1503	44.760177125	34.700173	716.162834	125.937433467	114.302818	1889.061502
1502	51.8394229333	39.437081	777.591344	96.1237236429	54.497189	1345.732131
599	197.791809571	92.952146	1384.542667	94.2610973333	96.823138	282.783292
1500	42.4154312222	35.51842	763.477762	67.6664881176	55.69074	1150.330298
2	72.380181	65.3356855	434.281086	119.8471045	110.1003235	479.388418
1506	65.5204306667	48.07852	786.245168	77.3226291818	67.690137	850.548921
1507	47.356769	31.324905	331.497383	51.5009695	34.3331475	309.005817
1504	57.6361836429	49.3392855	806.906571	95.6246788462	65.125184	1243.120825
1505	45.5385222667	46.295361	683.077834	104.543445143	75.274628	1463.608232
1508	33.7332666	22.7649835	337.332666	52.4071304444	62.776442	471.664174
1509	52.0494415	43.6836035	416.395532	74.2935907143	48.95581	520.055135
659	66.34212425	53.380445	265.368497	48.7080173333	52.117138	146.124052
1089	56.0116484286	70.513276	392.081539	51.2251035	47.009984	307.350621
1127	65.408216	65.408216	130.816432	37.321805	37.321805	37.321805
1226	69.3807691429	77.147208	485.665384	133.939477667	121.831322	803.636866
1519	66.4539551667	40.3617505	398.723731	103.138806	74.390303	515.69403
1473	64.734439	57.821736	453.141073	67.69242625	75.810421	270.769705
1579	35.5484624737	27.591421	675.420787	74.0121675556	49.0070635	1332.219016
1578	49.767579	39.413261	447.908211	63.008612	52.0887395	504.068896
1475	65.741205	50.977538	525.92964	163.265197667	162.8061195	979.591186
1572	29.9446279474	17.824173	568.947931	45.7851564444	35.257893	824.132816
1501	50.8541208	45.618728	762.811812	75.8958748571	57.1015515	1062.542248
1571	55.8240557	44.6480165	558.240557	89.6193768889	106.170509	806.574392
1041	176.818095667	167.327264	530.454287	133.043147	133.043147	133.043147
1040	24.2637222239	18.242531	1625.669389	79.6700392143	59.302522	4461.522196
1047	48.2511884167	43.9154865	579.014261	99.337402	66.991948	993.37402
1048	37.010977	28.443147	259.076839	93.231557	84.576162	559.389342
1575	38.61877475	33.3576825	617.900396	43.7384070667	36.390882	656.076106
1574	52.7291581667	43.2845865	316.374949	62.606613	61.502881	313.033065
1142	53.4830098333	41.116878	962.694177	102.963496615	91.712392	1338.525456
1140	45.392891	45.392891	45.392891	nan	nan	0.0
1147	68.943366	68.943366	68.943366	nan	nan	0.0
1144	39.35678188	28.056267	983.919547	57.4286551176	38.642202	976.287137
1145	75.1506518333	55.251821	450.903911	94.3268904	40.750641	471.634452
667	58.1594183333	43.8788025	348.95651	78.616631	51.980809	393.083155
1262	18.1353417647	8.6587695	616.60162	58.8775237586	18.380046	1707.448189
1148	36.9963726667	26.191017	221.978236	68.3473122	76.280811	341.736561
1149	35.605287675	16.220305	1424.211507	79.3907853784	51.212341	2937.459059
1266	55.149017	60.068183	165.447051	52.819481	52.819481	105.638962
1265	48.7681958182	39.48284	536.450154	93.866979375	96.989421	750.935835
1264	75.6430081429	35.775775	529.501057	66.4527682	77.562733	332.263841
1546	51.2051115	42.3732445	307.230669	61.340993	35.107722	306.704965
1547	32.5155194286	20.967584	227.608636	45.09151	44.852675	270.54906
1544	40.8254008333	37.2307575	244.952405	69.5052066	74.604129	347.526033
691	78.2223939231	75.769908	1016.891121	154.4608025	166.403881	1544.608025
696	39.9130593333	31.5208965	239.478356	63.7286184	49.724798	318.643092
697	45.6505866667	25.075726	273.90352	83.7890696	107.728833	418.945348
1540	109.828345	82.0119715	658.97007	149.8168532	164.265152	749.084266
1541	72.2024657143	33.475943	505.41726	82.4013823333	58.325663	494.408294
698	71.48126	71.48126	71.48126	nan	nan	0.0
1548	37.2810005	35.603825	223.686003	67.808421	71.361117	339.042105
1549	36.0913686667	27.407725	216.548212	34.4937434	33.063526	172.468717
1518	57.1807684286	30.065541	400.265379	71.4120418333	41.8562935	428.472251
1469	49.302045	39.336001	345.114315	126.0339502	152.675765	630.169751
1468	34.08405725	22.8300535	272.672458	74.4661318571	43.078475	521.262923
1465	68.814478125	64.3584905	550.515825	113.847211	124.880163	796.930477
1464	111.017602286	60.73002	777.123216	162.7225818	153.853847	813.612909
1467	53.6966400667	47.856947	805.449601	146.721945909	155.557913	1613.941405
549	57.303236	51.550284	229.212944	76.7659686667	74.931092	230.297906
1461	53.6851725	36.4413765	429.48138	82.3603588571	74.04117	576.522512
1460	37.2162637143	28.641044	260.513846	82.8619308333	96.5534535	497.171585
1463	47.2823191667	38.943319	283.693915	75.5989904	61.36767	377.994952
1462	65.8764576667	43.5462145	395.258746	79.512075	75.414302	397.560375
995	59.9905492308	47.276818	779.87714	158.730306	154.85656	1111.112142
1315	146.633310667	137.469085	439.899932	171.7578145	171.7578145	343.515629
1314	52.4842338889	37.955684	472.358105	109.990364	85.9459785	659.942184
1313	66.183406625	39.3671795	529.467253	128.6280164	112.646718	643.140082
1312	78.923198875	64.838013	631.385591	129.274472667	103.04853	775.646836
993	53.791835625	32.8316395	1291.004055	117.62739985	89.4372155	2352.547997
1310	91.7174255	83.631144	733.739404	202.28869475	218.501918	809.154779
1319	78.841966	78.841966	157.683932	58.00187	58.00187	58.00187
1318	42.7370541667	38.049479	256.422325	97.967537	106.705221	489.837685
1403	85.7040845	71.178198	514.224507	144.7450484	129.152295	723.725242
1401	118.488446	99.118709	829.419122	134.94721225	133.4661835	539.788849
1022	33.8954483889	26.6906865	610.118071	96.4926976923	83.087722	1254.40507
1406	134.045367111	55.997544	1206.408304	120.018274833	116.947384	720.109649
1384	36.567847825	26.52834	1462.713913	71.3222954444	44.9807845	2567.602636
1385	72.5167546667	35.562857	652.650792	154.0977716	160.248069	770.488858
1386	210.948667	210.948667	210.948667	nan	nan	0.0
924	103.936386429	94.338884	727.554705	89.566389	91.246359	358.265556
1381	77.5892307143	80.592978	543.124615	100.7426385	95.863857	604.455831
1382	82.318876	45.3370195	493.913256	81.150349	51.832855	405.751745
1383	54.7600437143	46.673557	383.320306	93.290939	88.427264	559.745634
1028	60.8773935714	45.22901	426.141755	155.659943167	169.7596775	933.959659
1339	98.6172965	98.6172965	197.234593	61.389552	61.389552	61.389552
1338	96.712029875	78.6958065	773.696239	171.515055	158.141865	514.545165
830	60.3687066667	43.2020675	362.21224	120.0120418	87.290391	600.060209
1398	43.62794475	37.5017335	349.023558	93.7824381429	79.553021	656.477067
1331	57.6231946667	33.656993	345.739168	69.190145	82.538126	345.950725
1532	43.8566078889	40.279159	394.709471	41.117731125	38.1312835	328.941849
605	39.7616093333	30.99545	238.569656	71.3256952	56.600515	356.628476
1165	41.6376620833	33.6329035	499.651945	88.5653114444	76.777417	797.087803
576	69.565351	64.080427	208.696053	110.687865	110.687865	110.687865
1209	113.282903167	111.562329	679.697419	194.459756	175.648038	777.839024
1161	62.7941903333	51.9436435	376.765142	88.495321	83.440997	442.476605
1421	30.4066265	28.320132	182.439759	40.3492482	41.633647	201.746241
1420	89.049248	89.049248	178.098496	49.005395	49.005395	49.005395
1423	64.1737605	44.3865055	385.042563	98.3945406	58.867811	491.972703
1422	65.2428808571	38.150578	456.700166	130.868118	119.3210785	785.208708
1425	84.0579407143	51.613604	588.405585	121.9694005	130.227992	731.816403
1424	43.2671676667	39.675138	259.603006	84.256943	60.504987	421.284715
1427	118.263194833	59.5110565	709.579169	51.3447573333	56.168665	154.034272
1426	111.353183222	22.924292	1002.178649	39.944333	35.570789	199.721665
1429	101.686324333	93.2103225	1220.235892	125.744053857	113.914117	880.208377
1428	50.3829951667	38.781102	302.297971	37.8259484	40.612328	189.129742
1580	29.304171	18.23748	556.779249	55.349199	32.3618055	996.285582
1581	40.53013175	38.5275045	324.241054	43.8485992857	32.149357	306.940195
1586	66.3709785714	50.342322	464.59685	71.970029	72.080438	431.820174
1587	80.6651958571	34.677579	564.656371	43.6228156	34.770774	218.114078
1584	78.4656445714	52.357387	549.259512	68.5349368333	50.1629805	411.209621
1585	84.3740242857	52.646366	590.61817	107.4129696	90.674885	537.064848
1038	69.9497031111	51.782729	629.547328	86.5400705	86.5400705	173.080141
732	36.5525240769	30.5833	475.182813	115.190594545	67.090116	1267.09654
735	26.826225	22.5956845	804.78675	27.5620296897	26.277953	799.298861
1032	27.7268658421	21.739547	526.810451	72.8247076429	66.774517	1019.545907
1030	96.210385	96.210385	96.210385	nan	nan	0.0
1031	33.6527201	31.1178605	336.527201	64.5952976667	44.075524	581.357679
1036	28.2265596667	25.204092	423.398395	102.386753692	73.666101	1331.027798
1037	67.215777	67.215777	134.431554	37.772462	37.772462	37.772462
1035	50.7779707143	44.480407	355.445795	114.7276612	96.437433	573.638306
630	58.5773757143	50.587027	410.04163	129.504047333	126.417473	777.024284
1213	76.7778363077	54.99014	998.111872	124.697865727	128.802459	1371.676523
1210	46.134211	28.834989	276.805266	38.7606556	36.829258	193.803278
1211	63.3322922222	43.597065	569.99063	81.6737898333	76.3998695	490.042739
1216	91.0247411429	45.516635	637.173188	171.119047167	170.155875	1026.714283
1217	24.92402524	19.451813	623.100631	84.2985500476	54.19855	1770.269551
1214	58.2157898571	35.520748	407.510529	50.696782	46.348532	152.090346
1215	41.49863525	38.343521	165.994541	57.5022373333	53.95163	172.506712
1353	79.2826349286	67.3545355	1109.956889	103.0640725	78.42529	1030.640725
639	24.5842406333	19.4891325	737.527219	37.22563448	32.286659	930.640862
1218	84.040416	76.976177	588.282912	144.7270845	166.8544035	578.908338
1219	48.45790525	31.683787	193.831621	48.3872213333	62.36584	145.161664
1357	71.346651	52.93659	1141.546416	111.776737167	82.938593	1341.320846
1356	44.049481	36.536076	308.346367	64.7860596667	47.022862	388.716358
1355	47.1528258333	49.1117535	565.83391	105.148854	75.278357	1051.48854
1169	59.2212162308	43.202241	769.875811	121.750220143	59.908299	852.251541
1378	64.7658056667	51.329734	388.594834	51.6105186	45.112042	258.052593
1106	27.41383525	23.2576885	1425.519433	91.4349571795	63.245139	3565.96333
1455	133.939199	133.939199	267.878398	68.302118	68.302118	68.302118
1104	152.016206	152.016206	152.016206	nan	nan	0.0
1457	693.481727	439.946856	2080.445181	33.438739	33.438739	33.438739
1102	85.2737854677	45.0054415	5286.974699	91.98673	60.602823	4323.37631
