[1] Diff  1.69505945697 76
[1] Diff  1.69679450832 77
[1] Diff  1.70776382884 78
[1] Diff  1.72077122299 79
[1] Diff  1.7368485114 80
[1] Diff  1.76531734102 81
[1] Diff  1.77443342643 82
[1] Diff  1.79871156031 83
[1] Diff  1.81321940535 84
[1] Diff  1.84696383811 85
[1] Diff  1.85004381302 86
[1] Diff  1.91967314834 87
[1] Diff  1.94167097613 88
[1] Diff  1.94421865543 89
[1] Diff  1.96373246928 90
[1] Diff  2.02329994567 91
[1] Diff  2.0516520039 92
[1] Diff  2.06182643484 93
[1] Diff  2.09303817511 94
[1] Diff  2.09523884901 95
[1] Diff  2.13810473247 96
[1] Diff  2.14708275042 97
[1] Diff  2.16624244548 98
[1] Diff  2.16972234988 99
[1] Diff  2.17380189929 100
[1] Diff  2.1744176834 101
[1] Diff  2.23710811569 102
[1] Diff  2.26113565966 103
[1] Diff  2.32880315201 104
[1] Diff  2.3872773992 105
[1] Diff  2.41301506349 106
[1] Diff  2.53032374624 107
[1] Diff  0.0725594013199999 1
[1] Diff  0.21784442101 2
[1] Diff  0.28004808607 3
[1] Diff  0.35924452999 4
[1] Diff  0.36295610508 5
[1] Diff  0.47908285528 6
[1] Diff  0.48028704383 7
[1] Diff  0.4871770038 8
[1] Diff  0.52280432203 9
[1] Diff  0.54979766248 10
[1] Diff  0.55297342363 11
[1] Diff  0.56161718455 12
[1] Diff  0.57175491114 13
[1] Diff  0.62284739324 14
[1] Diff  0.62570312895 15
[1] Diff  0.63389733204 16
[1] Diff  0.68255166228 17
[1] Diff  0.69319888555 18
[1] Diff  0.74386665601 19
[1] Diff  0.7556016362 20
[1] Diff  0.82649330726 21
[1] Diff  0.83993755037 22
[1] Diff  0.84443488352 23
[1] Diff  0.88082857915 24
[1] Diff  0.90041284245 25
[1] Diff  0.90495609376 26
[1] Diff  0.92274552341 27
[1] Diff  0.95051582805 28
[1] Diff  0.96498662132 29
[1] Diff  0.96669686115 30
[1] Diff  1.00330001855 31
[1] Diff  1.03000846831 32
[1] Diff  1.04554855703 33
[1] Diff  1.0605246727 34
[1] Diff  1.07270753521 35
[1] Diff  1.0810017643 36
[1] Diff  1.09956652328 37
[1] Diff  1.14749392716 38
[1] Diff  1.15233935708 39
[1] Diff  1.16506878187 40
[1] Diff  1.17006697104 41
[1] Diff  1.18323838088 42
[1] Diff  1.18737368225 43
[1] Diff  1.19218527135 44
[1] Diff  1.22320105174 45
[1] Diff  1.23645324058 46
[1] Diff  1.24535170337 47
[1] Diff  1.27418233254 48
[1] Diff  1.28064432678 49
[1] Diff  1.29280970632 50
[1] Diff  1.30791489696 51
[1] Diff  1.30947033799 52
[1] Diff  1.31839177786 53
[1] Diff  1.32231907551 54
[1] Diff  1.32236642635 55
[1] Diff  1.36590669076 56
[1] Diff  1.37061993663 57
[1] Diff  1.396083561 58
[1] Diff  1.40283531612 59
[1] Diff  1.41529328851 60
[1] Diff  1.43337762532 61
[1] Diff  1.44231647729 62
[1] Diff  1.44728642691 63
[1] Diff  1.45919584677 64
[1] Diff  1.46144336651 65
[1] Diff  1.48211373722 66
[1] Diff  1.50973242363 67
[1] Diff  1.5120293693 68
[1] Diff  1.51966629987 69
[1] Diff  1.53777272379 70
[1] Diff  1.53864919904 71
[1] Diff  1.54005648944 72
[1] Diff  1.54102230619 73
[1] Diff  1.56127950904 74
[1] Diff  1.56580393723 75
[1] Diff  1.56753898858 76
[1] Diff  1.5785083091 77
[1] Diff  1.59151570325 78
[1] Diff  1.60759299166 79
[1] Diff  1.63606182128 80
[1] Diff  1.64517790669 81
[1] Diff  1.66945604057 82
[1] Diff  1.68396388561 83
[1] Diff  1.71770831837 84
[1] Diff  1.72078829328 85
[1] Diff  1.7904176286 86
[1] Diff  1.81241545639 87
[1] Diff  1.81496313569 88
[1] Diff  1.83447694954 89
[1] Diff  1.89404442593 90
[1] Diff  1.92239648416 91
[1] Diff  1.9325709151 92
[1] Diff  1.96378265537 93
[1] Diff  1.96598332927 94
[1] Diff  2.00884921273 95
[1] Diff  2.01782723068 96
[1] Diff  2.03698692574 97
[1] Diff  2.04046683014 98
[1] Diff  2.04454637955 99
[1] Diff  2.04516216366 100
[1] Diff  2.10785259595 101
[1] Diff  2.13188013992 102
[1] Diff  2.19954763227 103
[1] Diff  2.25802187946 104
[1] Diff  2.28375954375 105
[1] Diff  2.4010682265 106
[1] Diff  0.14528501969 1
[1] Diff  0.20748868475 2
[1] Diff  0.28668512867 3
[1] Diff  0.29039670376 4
[1] Diff  0.40652345396 5
[1] Diff  0.40772764251 6
[1] Diff  0.41461760248 7
[1] Diff  0.45024492071 8
[1] Diff  0.47723826116 9
[1] Diff  0.48041402231 10
[1] Diff  0.48905778323 11
[1] Diff  0.49919550982 12
[1] Diff  0.55028799192 13
[1] Diff  0.55314372763 14
[1] Diff  0.56133793072 15
[1] Diff  0.60999226096 16
[1] Diff  0.62063948423 17
[1] Diff  0.67130725469 18
[1] Diff  0.68304223488 19
[1] Diff  0.75393390594 20
[1] Diff  0.76737814905 21
[1] Diff  0.7718754822 22
[1] Diff  0.80826917783 23
[1] Diff  0.82785344113 24
[1] Diff  0.83239669244 25
[1] Diff  0.85018612209 26
[1] Diff  0.87795642673 27
[1] Diff  0.89242722 28
[1] Diff  0.89413745983 29
[1] Diff  0.93074061723 30
[1] Diff  0.95744906699 31
[1] Diff  0.97298915571 32
[1] Diff  0.98796527138 33
[1] Diff  1.00014813389 34
[1] Diff  1.00844236298 35
[1] Diff  1.02700712196 36
[1] Diff  1.07493452584 37
[1] Diff  1.07977995576 38
[1] Diff  1.09250938055 39
[1] Diff  1.09750756972 40
[1] Diff  1.11067897956 41
[1] Diff  1.11481428093 42
[1] Diff  1.11962587003 43
[1] Diff  1.15064165042 44
[1] Diff  1.16389383926 45
[1] Diff  1.17279230205 46
[1] Diff  1.20162293122 47
[1] Diff  1.20808492546 48
[1] Diff  1.220250305 49
[1] Diff  1.23535549564 50
[1] Diff  1.23691093667 51
[1] Diff  1.24583237654 52
[1] Diff  1.24975967419 53
[1] Diff  1.24980702503 54
[1] Diff  1.29334728944 55
[1] Diff  1.29806053531 56
[1] Diff  1.32352415968 57
[1] Diff  1.3302759148 58
[1] Diff  1.34273388719 59
[1] Diff  1.360818224 60
[1] Diff  1.36975707597 61
[1] Diff  1.37472702559 62
[1] Diff  1.38663644545 63
[1] Diff  1.38888396519 64
[1] Diff  1.4095543359 65
[1] Diff  1.43717302231 66
[1] Diff  1.43946996798 67
[1] Diff  1.44710689855 68
[1] Diff  1.46521332247 69
[1] Diff  1.46608979772 70
[1] Diff  1.46749708812 71
[1] Diff  1.46846290487 72
[1] Diff  1.48872010772 73
[1] Diff  1.49324453591 74
[1] Diff  1.49497958726 75
[1] Diff  1.50594890778 76
[1] Diff  1.51895630193 77
[1] Diff  1.53503359034 78
[1] Diff  1.56350241996 79
[1] Diff  1.57261850537 80
[1] Diff  1.59689663925 81
[1] Diff  1.61140448429 82
[1] Diff  1.64514891705 83
[1] Diff  1.64822889196 84
[1] Diff  1.71785822728 85
[1] Diff  1.73985605507 86
[1] Diff  1.74240373437 87
[1] Diff  1.76191754822 88
[1] Diff  1.82148502461 89
[1] Diff  1.84983708284 90
[1] Diff  1.86001151378 91
[1] Diff  1.89122325405 92
[1] Diff  1.89342392795 93
[1] Diff  1.93628981141 94
[1] Diff  1.94526782936 95
[1] Diff  1.96442752442 96
[1] Diff  1.96790742882 97
[1] Diff  1.97198697823 98
[1] Diff  1.97260276234 99
[1] Diff  2.03529319463 100
[1] Diff  2.0593207386 101
[1] Diff  2.12698823095 102
[1] Diff  2.18546247814 103
[1] Diff  2.21120014243 104
[1] Diff  2.32850882518 105
[1] Diff  0.0622036650600002 1
[1] Diff  0.14140010898 2
[1] Diff  0.14511168407 3
[1] Diff  0.26123843427 4
[1] Diff  0.26244262282 5
[1] Diff  0.26933258279 6
[1] Diff  0.304959901020001 7
[1] Diff  0.33195324147 8
[1] Diff  0.33512900262 9
[1] Diff  0.34377276354 10
[1] Diff  0.35391049013 11
[1] Diff  0.405002972230001 12
[1] Diff  0.40785870794 13
[1] Diff  0.41605291103 14
[1] Diff  0.464707241270001 15
[1] Diff  0.47535446454 16
[1] Diff  0.526022235000001 17
[1] Diff  0.537757215190001 18
[1] Diff  0.608648886250001 19
[1] Diff  0.62209312936 20
[1] Diff  0.62659046251 21
[1] Diff  0.66298415814 22
[1] Diff  0.682568421440001 23
[1] Diff  0.68711167275 24
[1] Diff  0.7049011024 25
[1] Diff  0.73267140704 26
[1] Diff  0.74714220031 27
[1] Diff  0.74885244014 28
[1] Diff  0.78545559754 29
[1] Diff  0.8121640473 30
[1] Diff  0.82770413602 31
[1] Diff  0.84268025169 32
[1] Diff  0.8548631142 33
[1] Diff  0.863157343290001 34
[1] Diff  0.88172210227 35
[1] Diff  0.92964950615 36
[1] Diff  0.934494936070001 37
[1] Diff  0.94722436086 38
[1] Diff  0.952222550030001 39
[1] Diff  0.965393959870001 40
[1] Diff  0.96952926124 41
[1] Diff  0.97434085034 42
[1] Diff  1.00535663073 43
[1] Diff  1.01860881957 44
[1] Diff  1.02750728236 45
[1] Diff  1.05633791153 46
[1] Diff  1.06279990577 47
[1] Diff  1.07496528531 48
[1] Diff  1.09007047595 49
[1] Diff  1.09162591698 50
[1] Diff  1.10054735685 51
[1] Diff  1.1044746545 52
[1] Diff  1.10452200534 53
[1] Diff  1.14806226975 54
[1] Diff  1.15277551562 55
[1] Diff  1.17823913999 56
[1] Diff  1.18499089511 57
[1] Diff  1.1974488675 58
[1] Diff  1.21553320431 59
[1] Diff  1.22447205628 60
[1] Diff  1.2294420059 61
[1] Diff  1.24135142576 62
[1] Diff  1.2435989455 63
[1] Diff  1.26426931621 64
[1] Diff  1.29188800262 65
[1] Diff  1.29418494829 66
[1] Diff  1.30182187886 67
[1] Diff  1.31992830278 68
[1] Diff  1.32080477803 69
[1] Diff  1.32221206843 70
[1] Diff  1.32317788518 71
[1] Diff  1.34343508803 72
[1] Diff  1.34795951622 73
[1] Diff  1.34969456757 74
[1] Diff  1.36066388809 75
[1] Diff  1.37367128224 76
[1] Diff  1.38974857065 77
[1] Diff  1.41821740027 78
[1] Diff  1.42733348568 79
[1] Diff  1.45161161956 80
[1] Diff  1.4661194646 81
[1] Diff  1.49986389736 82
[1] Diff  1.50294387227 83
[1] Diff  1.57257320759 84
[1] Diff  1.59457103538 85
[1] Diff  1.59711871468 86
[1] Diff  1.61663252853 87
[1] Diff  1.67620000492 88
[1] Diff  1.70455206315 89
[1] Diff  1.71472649409 90
[1] Diff  1.74593823436 91
[1] Diff  1.74813890826 92
[1] Diff  1.79100479172 93
[1] Diff  1.79998280967 94
[1] Diff  1.81914250473 95
[1] Diff  1.82262240913 96
[1] Diff  1.82670195854 97
[1] Diff  1.82731774265 98
[1] Diff  1.89000817494 99
[1] Diff  1.91403571891 100
[1] Diff  1.98170321126 101
[1] Diff  2.04017745845 102
[1] Diff  2.06591512274 103
[1] Diff  2.18322380549 104
[1] Diff  0.0791964439199999 1
[1] Diff  0.08290801901 2
[1] Diff  0.19903476921 3
[1] Diff  0.20023895776 4
[1] Diff  0.20712891773 5
[1] Diff  0.24275623596 6
[1] Diff  0.26974957641 7
[1] Diff  0.27292533756 8
[1] Diff  0.28156909848 9
[1] Diff  0.29170682507 10
[1] Diff  0.34279930717 11
[1] Diff  0.34565504288 12
[1] Diff  0.35384924597 13
[1] Diff  0.40250357621 14
[1] Diff  0.41315079948 15
[1] Diff  0.46381856994 16
[1] Diff  0.47555355013 17
[1] Diff  0.54644522119 18
[1] Diff  0.5598894643 19
[1] Diff  0.56438679745 20
[1] Diff  0.60078049308 21
[1] Diff  0.62036475638 22
[1] Diff  0.62490800769 23
[1] Diff  0.64269743734 24
[1] Diff  0.67046774198 25
[1] Diff  0.68493853525 26
[1] Diff  0.68664877508 27
[1] Diff  0.72325193248 28
[1] Diff  0.74996038224 29
[1] Diff  0.76550047096 30
[1] Diff  0.78047658663 31
[1] Diff  0.79265944914 32
[1] Diff  0.80095367823 33
[1] Diff  0.81951843721 34
[1] Diff  0.86744584109 35
[1] Diff  0.87229127101 36
[1] Diff  0.8850206958 37
[1] Diff  0.89001888497 38
[1] Diff  0.90319029481 39
[1] Diff  0.90732559618 40
[1] Diff  0.91213718528 41
[1] Diff  0.94315296567 42
[1] Diff  0.95640515451 43
[1] Diff  0.9653036173 44
[1] Diff  0.99413424647 45
[1] Diff  1.00059624071 46
[1] Diff  1.01276162025 47
[1] Diff  1.02786681089 48
[1] Diff  1.02942225192 49
[1] Diff  1.03834369179 50
[1] Diff  1.04227098944 51
[1] Diff  1.04231834028 52
[1] Diff  1.08585860469 53
[1] Diff  1.09057185056 54
[1] Diff  1.11603547493 55
[1] Diff  1.12278723005 56
[1] Diff  1.13524520244 57
[1] Diff  1.15332953925 58
[1] Diff  1.16226839122 59
[1] Diff  1.16723834084 60
[1] Diff  1.1791477607 61
[1] Diff  1.18139528044 62
[1] Diff  1.20206565115 63
[1] Diff  1.22968433756 64
[1] Diff  1.23198128323 65
[1] Diff  1.2396182138 66
[1] Diff  1.25772463772 67
[1] Diff  1.25860111297 68
[1] Diff  1.26000840337 69
[1] Diff  1.26097422012 70
[1] Diff  1.28123142297 71
[1] Diff  1.28575585116 72
[1] Diff  1.28749090251 73
[1] Diff  1.29846022303 74
[1] Diff  1.31146761718 75
[1] Diff  1.32754490559 76
[1] Diff  1.35601373521 77
[1] Diff  1.36512982062 78
[1] Diff  1.3894079545 79
[1] Diff  1.40391579954 80
[1] Diff  1.4376602323 81
[1] Diff  1.44074020721 82
[1] Diff  1.51036954253 83
[1] Diff  1.53236737032 84
[1] Diff  1.53491504962 85
[1] Diff  1.55442886347 86
[1] Diff  1.61399633986 87
[1] Diff  1.64234839809 88
[1] Diff  1.65252282903 89
[1] Diff  1.6837345693 90
[1] Diff  1.6859352432 91
[1] Diff  1.72880112666 92
[1] Diff  1.73777914461 93
[1] Diff  1.75693883967 94
[1] Diff  1.76041874407 95
[1] Diff  1.76449829348 96
[1] Diff  1.76511407759 97
[1] Diff  1.82780450988 98
[1] Diff  1.85183205385 99
[1] Diff  1.9194995462 100
[1] Diff  1.97797379339 101
[1] Diff  2.00371145768 102
[1] Diff  2.12102014043 103
[1] Diff  0.00371157509000009 1
[1] Diff  0.11983832529 2
[1] Diff  0.12104251384 3
[1] Diff  0.12793247381 4
[1] Diff  0.16355979204 5
[1] Diff  0.19055313249 6
[1] Diff  0.19372889364 7
[1] Diff  0.20237265456 8
[1] Diff  0.21251038115 9
[1] Diff  0.26360286325 10
[1] Diff  0.26645859896 11
[1] Diff  0.27465280205 12
[1] Diff  0.323307132290001 13
[1] Diff  0.33395435556 14
[1] Diff  0.38462212602 15
[1] Diff  0.39635710621 16
[1] Diff  0.46724877727 17
[1] Diff  0.48069302038 18
[1] Diff  0.48519035353 19
[1] Diff  0.52158404916 20
[1] Diff  0.54116831246 21
[1] Diff  0.54571156377 22
[1] Diff  0.56350099342 23
[1] Diff  0.59127129806 24
[1] Diff  0.60574209133 25
[1] Diff  0.60745233116 26
[1] Diff  0.64405548856 27
[1] Diff  0.67076393832 28
[1] Diff  0.68630402704 29
[1] Diff  0.70128014271 30
[1] Diff  0.71346300522 31
[1] Diff  0.72175723431 32
[1] Diff  0.74032199329 33
[1] Diff  0.78824939717 34
[1] Diff  0.79309482709 35
[1] Diff  0.80582425188 36
[1] Diff  0.81082244105 37
[1] Diff  0.82399385089 38
[1] Diff  0.82812915226 39
[1] Diff  0.83294074136 40
[1] Diff  0.86395652175 41
[1] Diff  0.87720871059 42
[1] Diff  0.88610717338 43
[1] Diff  0.91493780255 44
[1] Diff  0.92139979679 45
[1] Diff  0.93356517633 46
[1] Diff  0.948670366970001 47
[1] Diff  0.950225808 48
[1] Diff  0.95914724787 49
[1] Diff  0.96307454552 50
[1] Diff  0.96312189636 51
[1] Diff  1.00666216077 52
[1] Diff  1.01137540664 53
[1] Diff  1.03683903101 54
[1] Diff  1.04359078613 55
[1] Diff  1.05604875852 56
[1] Diff  1.07413309533 57
[1] Diff  1.0830719473 58
[1] Diff  1.08804189692 59
[1] Diff  1.09995131678 60
[1] Diff  1.10219883652 61
[1] Diff  1.12286920723 62
[1] Diff  1.15048789364 63
[1] Diff  1.15278483931 64
[1] Diff  1.16042176988 65
[1] Diff  1.1785281938 66
[1] Diff  1.17940466905 67
[1] Diff  1.18081195945 68
[1] Diff  1.1817777762 69
[1] Diff  1.20203497905 70
[1] Diff  1.20655940724 71
[1] Diff  1.20829445859 72
[1] Diff  1.21926377911 73
[1] Diff  1.23227117326 74
[1] Diff  1.24834846167 75
[1] Diff  1.27681729129 76
[1] Diff  1.2859333767 77
[1] Diff  1.31021151058 78
[1] Diff  1.32471935562 79
[1] Diff  1.35846378838 80
[1] Diff  1.36154376329 81
[1] Diff  1.43117309861 82
[1] Diff  1.4531709264 83
[1] Diff  1.4557186057 84
[1] Diff  1.47523241955 85
[1] Diff  1.53479989594 86
[1] Diff  1.56315195417 87
[1] Diff  1.57332638511 88
[1] Diff  1.60453812538 89
[1] Diff  1.60673879928 90
[1] Diff  1.64960468274 91
[1] Diff  1.65858270069 92
[1] Diff  1.67774239575 93
[1] Diff  1.68122230015 94
[1] Diff  1.68530184956 95
[1] Diff  1.68591763367 96
[1] Diff  1.74860806596 97
[1] Diff  1.77263560993 98
[1] Diff  1.84030310228 99
[1] Diff  1.89877734947 100
[1] Diff  1.92451501376 101
[1] Diff  2.04182369651 102
[1] Diff  0.1161267502 1
[1] Diff  0.11733093875 2
[1] Diff  0.12422089872 3
[1] Diff  0.15984821695 4
[1] Diff  0.1868415574 5
[1] Diff  0.19001731855 6
[1] Diff  0.19866107947 7
[1] Diff  0.20879880606 8
[1] Diff  0.25989128816 9
[1] Diff  0.26274702387 10
[1] Diff  0.27094122696 11
[1] Diff  0.3195955572 12
[1] Diff  0.33024278047 13
[1] Diff  0.38091055093 14
[1] Diff  0.39264553112 15
[1] Diff  0.46353720218 16
[1] Diff  0.47698144529 17
[1] Diff  0.48147877844 18
[1] Diff  0.51787247407 19
[1] Diff  0.53745673737 20
[1] Diff  0.54199998868 21
[1] Diff  0.55978941833 22
[1] Diff  0.58755972297 23
[1] Diff  0.60203051624 24
[1] Diff  0.60374075607 25
[1] Diff  0.64034391347 26
[1] Diff  0.66705236323 27
[1] Diff  0.68259245195 28
[1] Diff  0.69756856762 29
[1] Diff  0.70975143013 30
[1] Diff  0.71804565922 31
[1] Diff  0.7366104182 32
[1] Diff  0.78453782208 33
[1] Diff  0.789383252 34
[1] Diff  0.80211267679 35
[1] Diff  0.80711086596 36
[1] Diff  0.8202822758 37
[1] Diff  0.82441757717 38
[1] Diff  0.82922916627 39
[1] Diff  0.86024494666 40
[1] Diff  0.8734971355 41
[1] Diff  0.88239559829 42
[1] Diff  0.91122622746 43
[1] Diff  0.9176882217 44
[1] Diff  0.92985360124 45
[1] Diff  0.94495879188 46
[1] Diff  0.94651423291 47
[1] Diff  0.95543567278 48
[1] Diff  0.95936297043 49
[1] Diff  0.95941032127 50
[1] Diff  1.00295058568 51
[1] Diff  1.00766383155 52
[1] Diff  1.03312745592 53
[1] Diff  1.03987921104 54
[1] Diff  1.05233718343 55
[1] Diff  1.07042152024 56
[1] Diff  1.07936037221 57
[1] Diff  1.08433032183 58
[1] Diff  1.09623974169 59
[1] Diff  1.09848726143 60
[1] Diff  1.11915763214 61
[1] Diff  1.14677631855 62
[1] Diff  1.14907326422 63
[1] Diff  1.15671019479 64
[1] Diff  1.17481661871 65
[1] Diff  1.17569309396 66
[1] Diff  1.17710038436 67
[1] Diff  1.17806620111 68
[1] Diff  1.19832340396 69
[1] Diff  1.20284783215 70
[1] Diff  1.2045828835 71
[1] Diff  1.21555220402 72
[1] Diff  1.22855959817 73
[1] Diff  1.24463688658 74
[1] Diff  1.2731057162 75
[1] Diff  1.28222180161 76
[1] Diff  1.30649993549 77
[1] Diff  1.32100778053 78
[1] Diff  1.35475221329 79
[1] Diff  1.3578321882 80
[1] Diff  1.42746152352 81
[1] Diff  1.44945935131 82
[1] Diff  1.45200703061 83
[1] Diff  1.47152084446 84
[1] Diff  1.53108832085 85
[1] Diff  1.55944037908 86
[1] Diff  1.56961481002 87
[1] Diff  1.60082655029 88
[1] Diff  1.60302722419 89
[1] Diff  1.64589310765 90
[1] Diff  1.6548711256 91
[1] Diff  1.67403082066 92
[1] Diff  1.67751072506 93
[1] Diff  1.68159027447 94
[1] Diff  1.68220605858 95
[1] Diff  1.74489649087 96
[1] Diff  1.76892403484 97
[1] Diff  1.83659152719 98
[1] Diff  1.89506577438 99
[1] Diff  1.92080343867 100
[1] Diff  2.03811212142 101
[1] Diff  0.00120418855000004 1
[1] Diff  0.00809414852000012 2
[1] Diff  0.0437214667500005 3
[1] Diff  0.0707148072000003 4
[1] Diff  0.07389056835 5
[1] Diff  0.08253432927 6
[1] Diff  0.09267205586 7
[1] Diff  0.143764537960001 8
[1] Diff  0.14662027367 9
[1] Diff  0.15481447676 10
[1] Diff  0.203468807000001 11
[1] Diff  0.21411603027 12
[1] Diff  0.264783800730001 13
[1] Diff  0.27651878092 14
[1] Diff  0.347410451980001 15
[1] Diff  0.36085469509 16
[1] Diff  0.36535202824 17
[1] Diff  0.40174572387 18
[1] Diff  0.42132998717 19
[1] Diff  0.42587323848 20
[1] Diff  0.44366266813 21
[1] Diff  0.47143297277 22
[1] Diff  0.48590376604 23
[1] Diff  0.48761400587 24
[1] Diff  0.52421716327 25
[1] Diff  0.55092561303 26
[1] Diff  0.56646570175 27
[1] Diff  0.58144181742 28
[1] Diff  0.59362467993 29
[1] Diff  0.601918909020001 30
[1] Diff  0.620483668 31
[1] Diff  0.66841107188 32
[1] Diff  0.673256501800001 33
[1] Diff  0.68598592659 34
[1] Diff  0.690984115760001 35
[1] Diff  0.7041555256 36
[1] Diff  0.70829082697 37
[1] Diff  0.71310241607 38
[1] Diff  0.74411819646 39
[1] Diff  0.7573703853 40
[1] Diff  0.76626884809 41
[1] Diff  0.79509947726 42
[1] Diff  0.8015614715 43
[1] Diff  0.81372685104 44
[1] Diff  0.828832041680001 45
[1] Diff  0.83038748271 46
[1] Diff  0.83930892258 47
[1] Diff  0.84323622023 48
[1] Diff  0.84328357107 49
[1] Diff  0.88682383548 50
[1] Diff  0.891537081350001 51
[1] Diff  0.91700070572 52
[1] Diff  0.92375246084 53
[1] Diff  0.93621043323 54
[1] Diff  0.95429477004 55
[1] Diff  0.96323362201 56
[1] Diff  0.968203571630001 57
[1] Diff  0.98011299149 58
[1] Diff  0.98236051123 59
[1] Diff  1.00303088194 60
[1] Diff  1.03064956835 61
[1] Diff  1.03294651402 62
[1] Diff  1.04058344459 63
[1] Diff  1.05868986851 64
[1] Diff  1.05956634376 65
[1] Diff  1.06097363416 66
[1] Diff  1.06193945091 67
[1] Diff  1.08219665376 68
[1] Diff  1.08672108195 69
[1] Diff  1.0884561333 70
[1] Diff  1.09942545382 71
[1] Diff  1.11243284797 72
[1] Diff  1.12851013638 73
[1] Diff  1.156978966 74
[1] Diff  1.16609505141 75
[1] Diff  1.19037318529 76
[1] Diff  1.20488103033 77
[1] Diff  1.23862546309 78
[1] Diff  1.241705438 79
[1] Diff  1.31133477332 80
[1] Diff  1.33333260111 81
[1] Diff  1.33588028041 82
[1] Diff  1.35539409426 83
[1] Diff  1.41496157065 84
[1] Diff  1.44331362888 85
[1] Diff  1.45348805982 86
[1] Diff  1.48469980009 87
[1] Diff  1.48690047399 88
[1] Diff  1.52976635745 89
[1] Diff  1.5387443754 90
[1] Diff  1.55790407046 91
[1] Diff  1.56138397486 92
[1] Diff  1.56546352427 93
[1] Diff  1.56607930838 94
[1] Diff  1.62876974067 95
[1] Diff  1.65279728464 96
[1] Diff  1.72046477699 97
[1] Diff  1.77893902418 98
[1] Diff  1.80467668847 99
[1] Diff  1.92198537122 100
[1] Diff  0.00688995997000008 1
[1] Diff  0.0425172782000005 2
[1] Diff  0.0695106186500003 3
[1] Diff  0.0726863797999999 4
[1] Diff  0.08133014072 5
[1] Diff  0.09146786731 6
[1] Diff  0.142560349410001 7
[1] Diff  0.14541608512 8
[1] Diff  0.15361028821 9
[1] Diff  0.202264618450001 10
[1] Diff  0.21291184172 11
[1] Diff  0.26357961218 12
[1] Diff  0.27531459237 13
[1] Diff  0.34620626343 14
[1] Diff  0.35965050654 15
[1] Diff  0.36414783969 16
[1] Diff  0.40054153532 17
[1] Diff  0.42012579862 18
[1] Diff  0.42466904993 19
[1] Diff  0.44245847958 20
[1] Diff  0.47022878422 21
[1] Diff  0.48469957749 22
[1] Diff  0.48640981732 23
[1] Diff  0.52301297472 24
[1] Diff  0.54972142448 25
[1] Diff  0.5652615132 26
[1] Diff  0.58023762887 27
[1] Diff  0.59242049138 28
[1] Diff  0.600714720470001 29
[1] Diff  0.61927947945 30
[1] Diff  0.66720688333 31
[1] Diff  0.67205231325 32
[1] Diff  0.68478173804 33
[1] Diff  0.68977992721 34
[1] Diff  0.70295133705 35
[1] Diff  0.70708663842 36
[1] Diff  0.71189822752 37
[1] Diff  0.74291400791 38
[1] Diff  0.75616619675 39
[1] Diff  0.76506465954 40
[1] Diff  0.79389528871 41
[1] Diff  0.80035728295 42
[1] Diff  0.81252266249 43
[1] Diff  0.827627853130001 44
