foto	qscore	red	green	blue	diag	hor	vert
liberdade/Avenida_Assis_Chateaubriand__1334__0.jpg	1.92562067562	145.898457	146.258633	142.203584	3	88	0
centro/Avenida_Barao_Rio_Branco__141_90.jpg	5.81974969475	105.501370	107.380785	99.069189	1	31	2
liberdade/Rua_Edesio_Silva__602__180.jpg	4.17496947497	138.456019	138.633796	131.623743	2	59	10
centro/Rua_Manoel_P._de_Araujo__150_90.jpg	4.19583145899	126.503086	126.464300	118.839479	29	102	3
liberdade/Rua_Odon_Bezerra__306_90.jpg	4.13362108976	133.495195	136.031426	132.174255	11	94	21
centro/Avenida_Presidente_Getulio_Vargas__271__270.jpg	5.43265993266	121.387926	123.476393	119.806224	3	68	4
liberdade/Rua_Padre_Pedro_Serrao__353__90.jpg	4.4043040293	144.831243	143.262380	136.474089	13	72	4
catole/Rua_Honorio_de_Melo__240__90.jpg	6.3230994152	123.291009	126.131286	121.234639	6	61	29
liberdade/Rua_Severino_Pimentel__511_270.jpg	5.25641025641	120.636696	121.008337	116.796029	2	92	1
catole/Rua_Inacio_Marques_da_Silva__434_90.jpg	5.39443207864	132.573525	132.374896	127.521784	0	59	6
liberdade/Rua_Espirito_Santo__1288__180.jpg	4.9971972472	134.407396	134.932142	129.290309	8	39	5
centro/Avenida_Presidente_Getulio_Vargas__395__270.jpg	4.60912698413	124.261602	125.986527	121.560404	16	39	14
centro/Rua_Joao_da_Mata__490_270.jpg	4.20238095238	129.334909	129.743675	125.925495	2	138	4
liberdade/Rua_Odon_Bezerra__147_90.jpg	6.66666666667	127.871650	127.347510	121.500645	1	72	2
centro/Rua_Manoel_P._de_Araujo__150_270.jpg	4.00311355311	121.356520	124.019098	121.940479	29	84	9
centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg	5.98173431507	118.822627	120.764961	113.198887	6	174	14
catole/Rua_Doutor_Antonio_Telha__235_0.jpg	3.88338744589	126.547796	135.748786	136.771491	1	79	0
liberdade/Rua_Odon_Bezerra__306_270.jpg	7.82738095238	137.449076	137.021048	130.282982	6	119	25
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg	5.46031746032	113.870244	112.138958	102.803750	12	46	3
catole/Rua_Doutor_Antonio_Telha__235_180.jpg	7.1638990639	127.715973	132.546429	130.341491	8	80	0
centro/Rua_Augusto_Severo__71_90.jpg	4.6812333865	134.033597	132.542074	131.515316	22	33	7
centro/Rua_Felix_Araujo__132__270.jpg	4.79828042328	129.129339	131.955859	127.526146	19	36	27
centro/Rua_Elias_Aforas__202_0.jpg	5.38624338624	136.348516	138.192728	134.242767	0	127	2
catole/Rua_Vigario_Calixto__1201_180.jpg	4.52991452991	131.998691	136.168203	133.692412	12	93	0
centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg	6.11547958215	119.332207	120.520785	114.135911	12	102	0
centro/Rua_Felix_Araujo__48__90.jpg	1.77083333333	124.404134	125.012539	121.919619	26	58	50
liberdade/Rua_Sergipe__1337_90.jpg	1.76593660969	144.261178	144.537822	139.523369	3	46	1
catole/Rua_Luisa_Bezerra_Mota__246_90.jpg	8.00417710944	140.162500	142.407031	130.632113	1	45	3
liberdade/Rua_Odon_Bezerra__388__270.jpg	5.21245421245	140.350703	142.799121	140.471113	30	87	1
centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg	3.5508665717	131.728418	134.418421	131.609941	2	74	2
centro/Rua_Capitao_Joao_de_Sa__45__180.jpg	4.36327134404	128.782845	126.983011	120.457803	17	72	27
catole/Rua_Inacio_Marques_da_Silva__434_270.jpg	8.04112554113	135.427253	136.259466	129.065199	0	18	3
liberdade/Rua_Riachuelo__930__180.jpg	5.2849002849	138.253385	138.430732	132.724137	7	59	5
centro/Rua_Joao_da_Mata__490_90.jpg	2.4623015873	131.744518	133.567744	129.142728	0	71	3
catole/Rua_Joao_Francisco_Mota__64__90.jpg	7.64254385965	125.234837	129.274645	124.010358	1	69	0
liberdade/Rua_Edesio_Silva__602__0.jpg	6.49305555556	131.971644	132.108809	125.799980	3	42	2
liberdade/Rua_Sergipe__1337_0.jpg	3.32112332112	139.148597	140.304769	134.418161	4	30	2
liberdade/Rua_Severino_Pimentel__511_90.jpg	7.79265873016	121.049515	120.713864	117.067074	0	47	3
centro/Rua_Elias_Aforas__67__180.jpg	4.21759259259	131.477516	135.303031	130.045641	10	62	13
catole/Rua_Aluisio_Cunha_Linha__50__90.jpg	4.1568986569	126.398174	127.951865	119.586569	11	26	11
liberdade/Rua_Odon_Bezerra__388__90.jpg	2.64957264957	135.760153	140.683346	138.384238	31	55	8
catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg	2.32967032967	118.328799	119.472708	108.207113	9	27	3
