foto	qscore	red	green	blue	diag	hor	vert
centro/Rua_Felix_Araujo__132__90.jpg	1.78632478632	136.618867	130.802083	127.340228	25	60	8
centro/Rua_Elias_Aforas__202_180.jpg	4.16666666667	129.606719	129.901117	123.373167	3	53	2
centro/Rua_Felix_Araujo__48__270.jpg	6.53846153846	124.100846	125.010072	121.420277	28	52	7
liberdade/Rua_Santa_Catarina__1231__0.jpg	3.74003404003	118.076637	120.703314	113.714915	0	40	12
catole/Rua_Otacilio_Nepomuceno__76_0.jpg	8.13198653199	115.955612	120.652204	115.367415	0	47	0
liberdade/Avenida_Assis_Chateaubriand__1334__180.jpg	4.36118093961	134.132959	135.887747	130.572051	7	66	1
catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg	4.60764132986	117.703577	116.063171	106.835853	5	50	8
liberdade/Rua_Odon_Bezerra__147_270.jpg	5.60927960928	130.915908	132.370719	127.111458	29	93	15
centro/Rua_Augusto_Severo__71_0.jpg	3.15991647242	131.773874	132.520160	127.058906	4	162	34
centro/Rua_Elias_Aforas__67__0.jpg	5.21766196766	125.000840	127.151543	123.736686	28	66	12
liberdade/Rua_Riachuelo__930__0.jpg	4.5684636714	124.296901	124.997305	118.495983	2	56	1
liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg	5.00801975802	139.401413	138.018307	130.967428	16	56	2
centro/Rua_Doutor_Severino_Cruz__411__90.jpg	7.55555555556	128.611305	137.582194	136.705202	2	66	10
centro/Rua_Doutor_Severino_Cruz__411__270.jpg	5.37037037037	144.498691	145.224027	141.977536	0	84	0
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg	7.26851851852	140.519632	142.964596	140.693747	0	64	0
catole/Rua_Olegario_Mariano__139_180.jpg	5.15934396292	132.516969	136.157663	132.903721	3	33	13
catole/Rua_Doutor_Antonio_Telha__68__270.jpg	1.88983855651	125.487760	127.514404	120.395465	2	43	1
catole/Rua_Olegario_Mariano__139_270.jpg	6.54829098412	135.202174	136.802829	131.889030	0	29	3
centro/Avenida_Dom_Pedro_II__500_90.jpg	6.20435120435	129.926787	129.633376	126.628532	3	73	41
catole/Rua_Deputado_Ascendino_Moura__101__270.jpg	5.39596949891	130.496758	131.015820	121.776126	6	15	19
catole/Rua_Joao_Francisco_Mota__64__270.jpg	5.3952991453	126.428887	125.605205	117.998896	7	54	31
liberdade/Rua_Espirito_Santo__1288__0.jpg	3.8952106095	126.334404	127.991569	123.343815	19	42	10
liberdade/Rua_Padre_Pedro_Serrao__353__270.jpg	4.26522683666	123.511149	125.277279	117.987002	11	44	16
centro/Avenida_Dom_Pedro_II__119_90.jpg	2.26107226107	125.609147	127.682314	123.584186	10	120	13
liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg	3.36108241795	139.906722	141.756686	135.041647	2	47	10
centro/Avenida_Dom_Pedro_II__119_270.jpg	2.82407407407	109.918890	112.234606	108.105700	0	97	2
catole/Rua_Otacilio_Nepomuceno__76_90.jpg	5.40343915344	129.535540	134.318838	130.701722	4	51	0
liberdade/Rua_Severino_Pimentel__321__180.jpg	5.30502841385	121.297383	121.176650	116.275986	1	17	3
catole/Rua_Deputado_Ascendino_Moura__101__90.jpg	6.5811965812	144.728932	149.899870	149.314124	3	60	1
centro/Rua_Manoel_P._de_Araujo__370_180.jpg	2.45726495726	120.920446	118.684710	111.464251	12	114	20
liberdade/Rua_Acre__635_270.jpg	4.12155069876	138.278320	138.776455	133.851165	1	144	21
centro/Avenida_Dom_Pedro_II__500_270.jpg	6.86111111111	133.810905	132.219281	128.191960	18	89	16
centro/Rua_Coronel_Salvino_Figueiredo__251_270.jpg	5.75722425722	136.950221	139.703047	134.954040	0	202	30
catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg	5.18941798942	125.929564	126.994183	118.131234	32	60	2
catole/Rua_Aluisio_Cunha_Linha__50__270.jpg	2.68237934905	129.821367	130.043005	119.405013	18	34	6
catole/Rua_Vigario_Calixto__1201_0.jpg	5.65755393066	142.369180	145.271709	141.056549	6	103	1
centro/Avenida_Presidente_Getulio_Vargas__271__90.jpg	5.0	128.970573	130.787113	127.437249	15	158	13
centro/Rua_Capitao_Joao_de_Sa__45__180.jpg	4.48611111111	128.782845	126.983011	120.457803	17	72	27
liberdade/Rua_Acre__635_90.jpg	5.18971007206	122.280931	123.107865	114.472673	0	41	9
catole/Rua_Olegario_Mariano__139_0.jpg	5.10988974714	129.873678	134.370033	132.239385	2	75	2
liberdade/Rua_Severino_Pimentel__439__180.jpg	3.71291453644	124.455026	123.571846	115.850316	10	32	2
liberdade/Rua_Riachuelo__847__180.jpg	5.46190410896	117.794447	119.201494	109.527542	0	19	2
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg	6.86296909336	129.055622	128.052188	122.677731	4	62	2
catole/Rua_Honorio_de_Melo__240__270.jpg	3.95726495726	143.184323	144.190199	138.668711	19	45	12
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg	7.65764482431	117.162331	121.228779	115.941390	0	44	0
liberdade/Rua_Riachuelo__455__180.jpg	4.2803030303	131.701270	131.881937	124.783831	1	48	11
