foto	qscore	red	green	blue	diag	hor	vert
liberdade/Avenida_Assis_Chateaubriand__1334__0.jpg	2.4817620651	145.898457	146.258633	142.203584	3	88	0
liberdade/Rua_Edesio_Silva__602__180.jpg	3.01851851852	138.456019	138.633796	131.623743	2	59	10
centro/Rua_Manoel_P._de_Araujo__150_90.jpg	4.86661255411	126.503086	126.464300	118.839479	29	102	3
liberdade/Rua_Odon_Bezerra__306_90.jpg	1.77777777778	133.495195	136.031426	132.174255	11	94	21
centro/Avenida_Presidente_Getulio_Vargas__271__270.jpg	5.24434824435	121.387926	123.476393	119.806224	3	68	4
liberdade/Rua_Padre_Pedro_Serrao__353__90.jpg	4.52886002886	144.831243	143.262380	136.474089	13	72	4
catole/Rua_Honorio_de_Melo__240__90.jpg	4.67261904762	123.291009	126.131286	121.234639	6	61	29
liberdade/Rua_Severino_Pimentel__511_270.jpg	1.13095238095	120.636696	121.008337	116.796029	2	92	1
catole/Rua_Inacio_Marques_da_Silva__434_90.jpg	4.75018037518	132.573525	132.374896	127.521784	0	59	6
liberdade/Rua_Espirito_Santo__1288__180.jpg	4.28938191438	134.407396	134.932142	129.290309	8	39	5
centro/Avenida_Presidente_Getulio_Vargas__395__270.jpg	4.21296296296	124.261602	125.986527	121.560404	16	39	14
centro/Rua_Joao_da_Mata__490_270.jpg	7.61904761905	129.334909	129.743675	125.925495	2	138	4
centro/Rua_Manoel_P._de_Araujo__150_270.jpg	2.72727272727	121.356520	124.019098	121.940479	29	84	9
centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg	6.60299145299	118.822627	120.764961	113.198887	6	174	14
catole/Rua_Doutor_Antonio_Telha__235_0.jpg	5.11111111111	126.547796	135.748786	136.771491	1	79	0
liberdade/Rua_Odon_Bezerra__306_270.jpg	7.33333333333	137.449076	137.021048	130.282982	6	119	25
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg	5.66666666667	113.870244	112.138958	102.803750	12	46	3
catole/Rua_Doutor_Antonio_Telha__235_180.jpg	8.48611111111	127.715973	132.546429	130.341491	8	80	0
centro/Rua_Augusto_Severo__71_90.jpg	5.31849103278	134.033597	132.542074	131.515316	22	33	7
centro/Rua_Felix_Araujo__132__270.jpg	2.39316239316	129.129339	131.955859	127.526146	19	36	27
centro/Avenida_Barao_Rio_Branco__141_90.jpg	5.23012866763	105.501370	107.380785	99.069189	1	31	2
centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg	5.75594379166	119.332207	120.520785	114.135911	12	102	0
centro/Rua_Felix_Araujo__48__90.jpg	7.77777777778	124.404134	125.012539	121.919619	26	58	50
liberdade/Rua_Sergipe__1337_90.jpg	1.90046296296	144.261178	144.537822	139.523369	3	46	1
catole/Rua_Luisa_Bezerra_Mota__246_90.jpg	8.47006003256	140.162500	142.407031	130.632113	1	45	3
liberdade/Rua_Odon_Bezerra__388__270.jpg	8.09764309764	140.350703	142.799121	140.471113	30	87	1
centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg	1.76173941799	131.728418	134.418421	131.609941	2	74	2
liberdade/Rua_Severino_Pimentel__439__0.jpg	6.85185185185	106.548639	104.993395	96.514922	9	30	4
catole/Rua_Inacio_Marques_da_Silva__434_270.jpg	8.75	135.427253	136.259466	129.065199	0	18	3
liberdade/Rua_Riachuelo__930__180.jpg	1.75595238095	138.253385	138.430732	132.724137	7	59	5
centro/Rua_Joao_da_Mata__490_90.jpg	1.77777777778	131.744518	133.567744	129.142728	0	71	3
catole/Rua_Joao_Francisco_Mota__64__90.jpg	4.97835497835	125.234837	129.274645	124.010358	1	69	0
centro/Rua_Elias_Aforas__67__180.jpg	1.42857142857	131.477516	135.303031	130.045641	10	62	13
liberdade/Rua_Edesio_Silva__602__0.jpg	7.85714285714	131.971644	132.108809	125.799980	3	42	2
liberdade/Rua_Sergipe__1337_0.jpg	4.44444444444	139.148597	140.304769	134.418161	4	30	2
liberdade/Rua_Severino_Pimentel__511_90.jpg	4.625	121.049515	120.713864	117.067074	0	47	3
catole/Rua_Vigario_Calixto__1201_180.jpg	6.41203703704	131.998691	136.168203	133.692412	12	93	0
catole/Rua_Aluisio_Cunha_Linha__50__90.jpg	2.5641025641	126.398174	127.951865	119.586569	11	26	11
liberdade/Rua_Odon_Bezerra__388__90.jpg	8.33333333333	135.760153	140.683346	138.384238	31	55	8
catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg	2.22325822326	118.328799	119.472708	108.207113	9	27	3
centro/Avenida_Presidente_Getulio_Vargas__210__0.jpg	1.48148148148	123.860758	125.609870	124.661169	30	17	17
centro/Avenida_Presidente_Getulio_Vargas__210__180.jpg	3.62566137566	127.195745	124.938900	118.374307	24	35	12
centro/Rua_Capitao_Joao_de_Sa__45__0.jpg	3.58333333333	122.942269	119.520684	115.176995	34	56	31
liberdade/Rua_Santa_Catarina__1231__180.jpg	1.66666666667	131.491341	132.571680	124.960540	5	51	4
catole/Rua_Olegario_Mariano__139_90.jpg	4.46031746032	137.880081	146.190195	145.630726	1	77	4
centro/Rua_Pedro_Alvares_Cabral__129_180.jpg	3.15293040293	125.443968	125.744001	120.301338	10	36	5
catole/Rua_Doutor_Antonio_Telha__68__90.jpg	4.67261904762	132.714385	132.563727	128.080742	2	31	2
centro/Rua_Manoel_P._de_Araujo__370_0.jpg	2.47474747475	133.269062	129.740671	122.154857	5	64	5
liberdade/Rua_Severino_Pimentel__321__0.jpg	7.18518518519	111.373298	110.042204	103.598262	0	14	3
liberdade/Rua_Padre_Pedro_Serrao__336__270.jpg	8.78787878788	131.291650	132.716937	128.082139	4	63	1
centro/Rua_Quebra_Quilos__399__270.jpg	7.44708994709	133.286859	134.592542	128.642448	28	86	10
catole/Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg	5.83333333333	121.100449	121.865911	112.041471	2	31	3
centro/Avenida_Barao_Rio_Branco__141_270.jpg	5.48988095238	106.163711	108.740436	105.716852	6	50	0
liberdade/Rua_Riachuelo__847__0.jpg	4.34343434343	130.785970	132.715016	125.540299	11	52	7
centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg	6.13762626263	136.549798	136.973691	129.137939	0	97	16
centro/Rua_Quebra_Quilos__399__90.jpg	7.44708994709	137.487269	140.792083	136.576338	32	68	1
liberdade/Rua_Riachuelo__455__0.jpg	6.23256373256	143.570794	142.777637	137.516849	2	46	2
centro/Rua_Felix_Araujo__132__90.jpg	1.51785714286	136.618867	130.802083	127.340228	25	60	8
centro/Rua_Elias_Aforas__202_180.jpg	3.9708994709	129.606719	129.901117	123.373167	3	53	2
liberdade/Rua_Santa_Catarina__1231__0.jpg	5.03306878307	118.076637	120.703314	113.714915	0	40	12
catole/Rua_Otacilio_Nepomuceno__76_0.jpg	6.38888888889	115.955612	120.652204	115.367415	0	47	0
liberdade/Avenida_Assis_Chateaubriand__1334__180.jpg	1.80735930736	134.132959	135.887747	130.572051	7	66	1
liberdade/Rua_Acre__635_90.jpg	7.63227513228	122.280931	123.107865	114.472673	0	41	9
liberdade/Rua_Odon_Bezerra__147_270.jpg	2.12121212121	130.915908	132.370719	127.111458	29	93	15
liberdade/Rua_Riachuelo__930__0.jpg	5.06944444444	124.296901	124.997305	118.495983	2	56	1
liberdade/Rua_Padre_Pedro_Serrao__207__90.jpg	5.76178451178	139.401413	138.018307	130.967428	16	56	2
centro/Rua_Doutor_Severino_Cruz__411__90.jpg	8.99038461538	128.611305	137.582194	136.705202	2	66	10
centro/Rua_Doutor_Severino_Cruz__411__270.jpg	5.55280830281	144.498691	145.224027	141.977536	0	84	0
catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg	8.99038461538	140.519632	142.964596	140.693747	0	64	0
catole/Rua_Olegario_Mariano__139_180.jpg	7.03703703704	132.516969	136.157663	132.903721	3	33	13
catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg	7.33333333333	129.055622	128.052188	122.677731	4	62	2
catole/Rua_Deputado_Ascendino_Moura__101__270.jpg	8.76893939394	130.496758	131.015820	121.776126	6	15	19
catole/Rua_Joao_Francisco_Mota__64__270.jpg	7.70546737213	126.428887	125.605205	117.998896	7	54	31
liberdade/Rua_Padre_Pedro_Serrao__353__270.jpg	2.42424242424	123.511149	125.277279	117.987002	11	44	16
centro/Avenida_Dom_Pedro_II__119_90.jpg	3.63011063011	125.609147	127.682314	123.584186	10	120	13
liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg	7.40740740741	139.906722	141.756686	135.041647	2	47	10
centro/Avenida_Dom_Pedro_II__119_270.jpg	4.08621933622	109.918890	112.234606	108.105700	0	97	2
catole/Rua_Otacilio_Nepomuceno__76_90.jpg	6.3141025641	129.535540	134.318838	130.701722	4	51	0
liberdade/Rua_Severino_Pimentel__321__180.jpg	4.74074074074	121.297383	121.176650	116.275986	1	17	3
catole/Rua_Deputado_Ascendino_Moura__101__90.jpg	2.5641025641	144.728932	149.899870	149.314124	3	60	1
centro/Rua_Manoel_P._de_Araujo__370_180.jpg	2.57187257187	120.920446	118.684710	111.464251	12	114	20
liberdade/Rua_Acre__635_270.jpg	6.07997557998	138.278320	138.776455	133.851165	1	144	21
centro/Avenida_Dom_Pedro_II__500_270.jpg	4.44754689755	133.810905	132.219281	128.191960	18	89	16
catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg	8.22222222222	125.929564	126.994183	118.131234	32	60	2
centro/Avenida_Presidente_Getulio_Vargas__271__90.jpg	3.96717171717	128.970573	130.787113	127.437249	15	158	13
centro/Rua_Capitao_Joao_de_Sa__45__180.jpg	4.1685660019	128.782845	126.983011	120.457803	17	72	27
catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg	4.39682539683	117.703577	116.063171	106.835853	5	50	8
centro/Rua_Augusto_Severo__71_0.jpg	2.35795454545	131.773874	132.520160	127.058906	4	162	34
liberdade/Rua_Riachuelo__847__180.jpg	8.78787878788	117.794447	119.201494	109.527542	0	19	2
