Avenida_Assis_Chateaubriand__1334__0.jpg	3	88	0
Avenida_Assis_Chateaubriand__1334__180.jpg	7	66	1
Avenida_Barao_Rio_Branco__141_270.jpg	6	50	0
Avenida_Barao_Rio_Branco__141_90.jpg	1	31	2
Avenida_Dom_Pedro_II__119_270.jpg	0	97	2
Avenida_Dom_Pedro_II__119_90.jpg	10	120	13
Avenida_Dom_Pedro_II__500_270.jpg	18	89	16
Avenida_Dom_Pedro_II__500_90.jpg	3	73	41
Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg	12	46	3
Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg	4	62	2
Avenida_Presidente_Getulio_Vargas__210__0.jpg	30	17	17
Avenida_Presidente_Getulio_Vargas__210__180.jpg	24	35	12
Avenida_Presidente_Getulio_Vargas__271__270.jpg	3	68	4
Avenida_Presidente_Getulio_Vargas__271__90.jpg	15	158	13
Avenida_Presidente_Getulio_Vargas__395__270.jpg	16	39	14
Avenida_Presidente_Getulio_Vargas__395__90.jpg	12	102	0
Avenida_Presidente_Joao_Pessoa__128__180.jpg	6	174	14
Avenida_Presidente_Joao_Pessoa__128__90.jpg	0	97	16
Rua_Acre__635_270.jpg	1	144	21
Rua_Acre__635_90.jpg	0	41	9
Rua_Aluisio_Cunha_Linha__50__270.jpg	18	34	6
Rua_Aluisio_Cunha_Linha__50__90.jpg	11	26	11
Rua_Augusto_Severo__71_0.jpg	4	162	34
Rua_Augusto_Severo__71_90.jpg	22	33	7
Rua_Capitao_Joao_de_Sa__45__0.jpg	34	56	31
Rua_Capitao_Joao_de_Sa__45__180.jpg	17	72	27
Rua_Coronel_Salvino_Figueiredo__251_270.jpg	0	202	30
Rua_Coronel_Salvino_Figueiredo__251_90.jpg	2	74	2
Rua_Cristina_Procopio_da_Silva__62__270.jpg	9	27	3
Rua_Cristina_Procopio_da_Silva__62__90.jpg	32	60	2
Rua_Deputado_Ascendino_Moura__101__270.jpg	6	15	19
Rua_Deputado_Ascendino_Moura__101__90.jpg	3	60	1
Rua_Doutor_Antonio_Telha__235_0.jpg	1	79	0
Rua_Doutor_Antonio_Telha__235_180.jpg	8	80	0
Rua_Doutor_Antonio_Telha__68__270.jpg	2	43	1
Rua_Doutor_Antonio_Telha__68__90.jpg	2	31	2
Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg	0	64	0
Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg	0	44	0
Rua_Doutor_Severino_Cruz__411__270.jpg	0	84	0
Rua_Doutor_Severino_Cruz__411__90.jpg	2	66	10
Rua_Edesio_Silva__602__0.jpg	3	42	2
Rua_Edesio_Silva__602__180.jpg	2	59	10
Rua_Elias_Aforas__202_0.jpg	0	127	2
Rua_Elias_Aforas__202_180.jpg	3	53	2
Rua_Elias_Aforas__67__0.jpg	28	66	12
Rua_Elias_Aforas__67__180.jpg	10	62	13
Rua_Espirito_Santo__1288__0.jpg	19	42	10
Rua_Espirito_Santo__1288__180.jpg	8	39	5
Rua_Felix_Araujo__132__270.jpg	19	36	27
Rua_Felix_Araujo__132__90.jpg	25	60	8
Rua_Felix_Araujo__48__270.jpg	28	52	7
Rua_Felix_Araujo__48__90.jpg	26	58	50
Rua_Honorio_de_Melo__240__270.jpg	19	45	12
Rua_Honorio_de_Melo__240__90.jpg	6	61	29
Rua_Inacio_Marques_da_Silva__434_270.jpg	0	18	3
Rua_Inacio_Marques_da_Silva__434_90.jpg	0	59	6
Rua_Joao_da_Mata__490_270.jpg	2	138	4
Rua_Joao_da_Mata__490_90.jpg	0	71	3
Rua_Joao_Francisco_Mota__64__270.jpg	7	54	31
Rua_Joao_Francisco_Mota__64__90.jpg	1	69	0
Rua_Luisa_Bezerra_Mota__246_270.jpg	10	15	4
Rua_Luisa_Bezerra_Mota__246_90.jpg	1	45	3
Rua_Manoel_P._de_Araujo__150_270.jpg	29	84	9
Rua_Manoel_P._de_Araujo__150_90.jpg	29	102	3
Rua_Manoel_P._de_Araujo__370_0.jpg	5	64	5
Rua_Manoel_P._de_Araujo__370_180.jpg	12	114	20
Rua_Odon_Bezerra__147_270.jpg	29	93	15
Rua_Odon_Bezerra__147_90.jpg	1	72	2
Rua_Odon_Bezerra__306_270.jpg	6	119	25
Rua_Odon_Bezerra__306_90.jpg	11	94	21
Rua_Odon_Bezerra__388__270.jpg	30	87	1
Rua_Odon_Bezerra__388__90.jpg	31	55	8
Rua_Olegario_Mariano__139_0.jpg	2	75	2
Rua_Olegario_Mariano__139_180.jpg	3	33	13
Rua_Olegario_Mariano__139_270.jpg	0	29	3
Rua_Olegario_Mariano__139_90.jpg	1	77	4
Rua_Otacilio_Nepomuceno__76_0.jpg	0	47	0
Rua_Otacilio_Nepomuceno__76_90.jpg	4	51	0
Rua_Padre_Pedro_Serrao__207__270.jpg	2	47	10
Rua_Padre_Pedro_Serrao__207__90.jpg	16	56	2
Rua_Padre_Pedro_Serrao__336__270.jpg	4	63	1
Rua_Padre_Pedro_Serrao__336__90.jpg	2	44	0
Rua_Padre_Pedro_Serrao__353__270.jpg	11	44	16
Rua_Padre_Pedro_Serrao__353__90.jpg	13	72	4
Rua_Pedro_Alvares_Cabral__129_180.jpg	10	36	5
Rua_Pedro_Alvares_Cabral__129_90.jpg	2	107	2
Rua_Quebra_Quilos__399__270.jpg	28	86	10
Rua_Quebra_Quilos__399__90.jpg	32	68	1
Rua_Riachuelo__455__0.jpg	2	46	2
Rua_Riachuelo__455__180.jpg	1	48	11
Rua_Riachuelo__847__0.jpg	11	52	7
Rua_Riachuelo__847__180.jpg	0	19	2
Rua_Riachuelo__930__0.jpg	2	56	1
Rua_Riachuelo__930__180.jpg	7	59	5
Rua_Santa_Catarina__1231__0.jpg	0	40	12
Rua_Santa_Catarina__1231__180.jpg	5	51	4
Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg	2	31	3
Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg	5	50	8
Rua_Sergipe__1337_0.jpg	4	30	2
Rua_Sergipe__1337_90.jpg	3	46	1
Rua_Severino_Pimentel__321__0.jpg	0	14	3
Rua_Severino_Pimentel__321__180.jpg	1	17	3
Rua_Severino_Pimentel__439__0.jpg	9	30	4
Rua_Severino_Pimentel__439__180.jpg	10	32	2
Rua_Severino_Pimentel__511_270.jpg	2	92	1
Rua_Severino_Pimentel__511_90.jpg	0	47	3
Rua_Vigario_Calixto__1201_0.jpg	6	103	1
Rua_Vigario_Calixto__1201_180.jpg	12	93	0
