1	4	Right	rodrigues_1322.jpg	almirante_1942.jpg
1	2	Right	floriano_7842.jpg	almirante_1282.jpg
1	2	Right	almirante_462.jpg	rodrigues_1082.jpg
1	2	Right	floriano_1162.jpg	floriano_442.jpg
1	1	Right	floriano_2922.jpg	almirante_242.jpg
1	2	Left	rodrigues_1742.jpg	rodrigues_1322.jpg
1	2	Left	rodrigues_1702.jpg	floriano_6202.jpg
1	2	Right	floriano_3722.jpg	almirante_622.jpg
1	2	Left	almirante_1502.jpg	floriano_3922.jpg
1	2	Left	rodrigues_282.jpg	floriano_3702.jpg
1	2	NotKnown	floriano_7122.jpg	floriano_4442.jpg
18	1	Right	rodrigues_1322.jpg	almirante_1942.jpg
18	1	Left	floriano_7842.jpg	almirante_1282.jpg
18	1	Right	almirante_462.jpg	rodrigues_1082.jpg
18	1	Right	floriano_1162.jpg	floriano_442.jpg
18	2	Right	floriano_2922.jpg	almirante_242.jpg
18	2	NotKnown	rodrigues_1742.jpg	rodrigues_1322.jpg
18	2	Left	rodrigues_1702.jpg	floriano_6202.jpg
20	1	Right	rodrigues_1322.jpg	almirante_1942.jpg
18	2	Right	floriano_3722.jpg	almirante_622.jpg
19	1	Right	rodrigues_1322.jpg	almirante_1942.jpg
18	2	Left	almirante_1502.jpg	floriano_3922.jpg
20	1	NotKnown	floriano_7842.jpg	almirante_1282.jpg
19	1	Right	floriano_7842.jpg	almirante_1282.jpg
20	1	NotKnown	almirante_462.jpg	rodrigues_1082.jpg
19	1	Right	almirante_462.jpg	rodrigues_1082.jpg
19	1	Right	floriano_1162.jpg	floriano_442.jpg
19	1	Right	floriano_2922.jpg	almirante_242.jpg
20	1	NotKnown	floriano_1162.jpg	floriano_442.jpg
19	1	Left	rodrigues_1742.jpg	rodrigues_1322.jpg
19	1	Left	rodrigues_1702.jpg	floriano_6202.jpg
18	2	Left	rodrigues_282.jpg	floriano_3702.jpg
19	1	Right	floriano_3722.jpg	almirante_622.jpg
19	1	Left	almirante_1502.jpg	floriano_3922.jpg
19	1	Left	rodrigues_282.jpg	floriano_3702.jpg
18	3	NotKnown	floriano_7122.jpg	floriano_4442.jpg
20	1	Left	floriano_2922.jpg	almirante_242.jpg
18	3	Left	floriano_8602.jpg	rodrigues_1322.jpg
