0	age	-0.00526228509603	0.00350527783947	2635
1	masculino	-0.0026942556703	0.00196445120796	3793
2	feminino	-0.00364129457113	0.00274703374449	4070
3	media	0.0	0.0	6605
4	media alta	-0.00340715826951	0.00244039448694	4061
5	solteiro	0.0	0.0	6605
6	casado	-0.0024850357068	0.0019501160458	2631
7	street_wid1	-0.0250819220315	0.0111743195597	3252
8	mov_cars1	-0.0159221546049	0.0112999380281	2731
9	park_cars1	-0.0228193405909	0.0158103785109	2474
10	mov_ciclyst1	-0.0127798229516	0.00509810058229	5245
11	landscape1	-0.0847899196243	0.0263710153796	3450
12	build_ident1	-0.0268158317421	0.0099621712681	1154
13	trees1	-0.0290688632578	0.0204701502251	3290
14	build_height1	-0.00457088397489	0.00330031235967	3029
15	diff_build1	-0.00797992006126	0.00654703952056	2705
16	people1	-0.00684548231888	0.0046885352246	2322
17	graffiti1_No	0.0	0.0	6605
18	graffiti1_Yes	-0.0135407853957	0.00624010407062	5787
19	bairro1_catole	-0.0315540504855	0.00747712396998	2073
20	bairro1_centro	-0.00580761538066	0.00445881233671	2681
21	bairro1_liberdade	-0.0476968080196	0.00609795929421	4404
22	street_wid2	-0.00606424219856	0.00434508064265	3309
23	mov_cars2	-0.00261403856996	0.00197422181609	3587
24	park_cars2	-0.00257277950594	0.00197526185826	3202
25	mov_ciclyst2	-0.00295047038535	0.00231141352924	2134
26	landscape2	-0.0316467625233	0.00723533373696	3208
27	build_ident2	-0.00244441915928	0.00186471717485	3600
28	trees2	-0.00895825511901	0.00631395902263	3060
29	build_height2	-0.00225321226987	0.00172480598572	3243
30	diff_build2	-0.0023381355395	0.0017656931367	3377
31	people2	-0.00306412998869	0.0023680844111	2859
32	graffiti2_No	0.0	0.0	6605
33	graffiti2_Yes	-0.00352800934007	0.00297644388515	1396
34	bairro2_catole	-0.0221019923736	0.00419864649803	4678
35	bairro2_centro	-0.0152318650893	0.00404200991027	2653
36	bairro2_liberdade	-0.00249842831894	0.00190430666757	2947

