agrad%C3%A1vel?	https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg	7.94182305266	7.956739811912227  7.956739811912227  7.951515151515151  7.941327063740857  7.944409613375131  7.9337513061650995  7.9337513061650995  7.934665621734588  7.937118309532103  7.9337513061650995  7.9365061271017385  7.940107976314874  7.9396190016879675  7.939199880579192  7.942389411354928  7.943286311389759  7.944507959923781  7.943910368048299  7.94216575922565  7.940229885057472  7.941016072050555  7.942063265887717  7.943019399391215  7.942328456983629  7.941985370950888  7.940503174985935  7.941955958047912  7.943566203911032  7.945065398335315  7.942911877394637  7.943593892203458  7.9442332810867295  7.94461226686932  7.944968959370583  7.9439916405433655  7.943707186810635  7.944257109774351  7.943980641258318  7.943718350614903  7.9421368861024035  7.943232153324669  7.9424590734935565  7.942256567276615  7.942419492732973  7.942900267038198  7.943360138112762  7.943644812023389  7.943917624521073  7.943240995457745  7.94244514106583  7.942868850779602  7.943276263965919  7.942524792492262  7.941936607453849  7.941787783794053  7.942054784296164  7.941780784249024  7.94203869851908  7.9413846235587915  7.942023685127134  7.941888072357264  7.9418748103953885  7.942226866364797  7.942094435736677  7.9418535487501  7.942189924321585  7.942063974796862  7.942279795930912  7.942156194629958  7.942036124794746  7.942243218979499  7.941385115523047  7.940865432787966  7.940670451015279  7.940480668756531  7.940392124511906  7.940210886292391  7.939739570774053  7.940047352618282  7.940543364681296  7.940459512107022  7.9406580523485495  7.940209741788471  7.9401328556500985  7.940328231606122  7.940251755728902  7.939828727224684  7.939759665621735  7.939609970295751  7.939463601532568  7.939986450331279  7.9399186770251236  7.939852361209425  7.939709642277508  7.939965902216357  7.9402168234064785  7.9406241583987764  7.940863241848465  7.941255818371806  7.94110762800418
agrad%C3%A1vel?	https://contribua.org/bairros/oeste/catole/Rua_Inacio_Marques_da_Silva__434_270.jpg	7.91096509633	7.883575652483216  7.870514872615714  7.899433847613119  7.91192032368503  7.902916722244455  7.906936848813601  7.9152613426322915  7.913190276110444  7.910912513153411  7.90084255924592  7.900333870922107  7.9030630770826855  7.90699698682892  7.909214479442571  7.907757176944852  7.906857187319373  7.913715813122635  7.915400728192512  7.917823269658741  7.916566626650661  7.913915830882618  7.914701234028966  7.911719277082815  7.914341662590964  7.9159983993597445  7.914169941480866  7.910529643956347  7.907284342308353  7.905684879315711  7.905766751144903  7.910416496347643  7.908622476768485  7.908894197409603  7.907503524285531  7.908018445473427  7.908810437755349  7.910478906277225  7.911761195706353  7.913228539278959  7.913707149526478  7.911413345826136  7.9120552983098005  7.912676181583746  7.913260253596389  7.915590433704346  7.914647984797784  7.912345552878363  7.911485427504336  7.910484828852176  7.912902049708772  7.912933800971369  7.911926736506569  7.911855308161  7.910911689778792  7.909871019114716  7.911331596130515  7.9108446497507385  7.911052926917893  7.913118166287231  7.913633601588783  7.912899221619432  7.914042319436735  7.9142732930914885  7.91343933406696  7.914317863897695  7.9143445256890645  7.914139121651977  7.914157166134427  7.914974363336317  7.9139001632399  7.913610827742678  7.9140551282241285  7.914807627769526  7.914344116024789  7.913455159841715  7.912797867685086  7.912393817555882  7.912460425765747  7.912286152154251  7.911147792450314  7.9111106719779825  7.911623456970864  7.912064156318485  7.911531014522212  7.911944124054852  7.911676298426347  7.912291608852993  7.912025921479703  7.912266279795315  7.912913807498309  7.913052400447359  7.913557693608845  7.913499449959195  7.912879572632836  7.913044984075501  7.912702581032413  7.912857697489075  7.9134463309133185  7.9135106343322965  7.913536303410253
agrad%C3%A1vel?	https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg	7.87993674483	7.922031214221884  7.8826011997918695  7.870210290798527  7.864863660680092  7.873411168502447  7.873606198099099  7.876484824297053  7.873730125238747  7.875890243030203  7.879568057590371  7.879034880132059  7.877927116644156  7.877102365743339  7.878291952582014  7.878909004000282  7.879588184240822  7.877344631001712  7.877266110920607  7.877762766040763  7.87950804717032  7.8804680894944585  7.881521795863488  7.880027451651934  7.880845846832155  7.8804677850884755  7.880118805017386  7.8825070621329365  7.882050467482227  7.88204333494954  7.8809360161287145  7.880421215316197  7.8804234804805295  7.880776850470747  7.879570939805398  7.879871708831431  7.880846861112243  7.880417951107606  7.880560223911885  7.879246540402726  7.879205455914382  7.879602395713314  7.879239012004877  7.878828381340292  7.879391838722467  7.879711055228297  7.880040012216571  7.8807477842888485  7.8810066051445355  7.880713594473581  7.880617947974946  7.880786608116281  7.880095386358064  7.879702512862987  7.879832143332257  7.879719240130451  7.879838192812693  7.880013953046942  7.880182262267665  7.880315655816738  7.880590893405296  7.880371458348381  7.879898562799498  7.879854115819537  7.880089578306808  7.880512834021962  7.880311205550926  7.879997203842985  7.880108240902001  7.879921242554632  7.879501613039718  7.879897381867213  7.879944741295315  7.879770229153375  7.879875330433141  7.87957834202459  7.8798399517519835  7.879580073986174  7.879120798441285  7.879094177761598  7.879553279996991  7.879302907294794  7.879157915859544  7.879735512090897  7.880010755742428  7.880687661249647  7.880994141085419  7.881140835802653  7.880982478065505  7.88092005147752  7.880955070772515  7.880735745789353  7.880539361472424  7.880204315037136  7.880306140279814  7.880587601193985  7.8803415250233195  7.880339774587072  7.880124808429233  7.8806303329168905  7.880721788466211
seguro?	https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__270.jpg	7.8113873071	7.838945005611672  7.808080808080808  7.808080808080808  7.800364758698093  7.808080808080808  7.808080808080808  7.808080808080808  7.811938832772166  7.811510163362016  7.814253647586981  7.816498316498317  7.813224841002619  7.81282914616248  7.810285393618727  7.810138421249532  7.811938832772166  7.8098963491120355  7.811510163362016  7.811329670978794  7.812710437710437  7.812489979156645  7.812289562289562  7.812106572976138  7.810652824541714  7.810549943883277  7.809267892601226  7.810367044934947  7.811387686387687  7.8123379387747205  7.813224841002619  7.814054523731944  7.813867845117845  7.813692480359147  7.81352743117449  7.8133718133718135  7.813224841002619  7.812251645584979  7.81214188670329  7.81282914616248  7.811938832772166  7.811844734608963  7.812489979156645  7.813105212330018  7.812991021324355  7.812881905474498  7.813448494607915  7.813334288511594  7.813224841002619  7.81311986073891  7.8130190796857475  7.8129222508307485  7.813422688422689  7.81332189822756  7.813224841002619  7.813131313131313  7.812489979156645  7.812954102427787  7.8123379387747205  7.812265784017196  7.812196034418257  7.81263454214274  7.812063285181565  7.811510163362016  7.810974326599327  7.810929810929811  7.810886644219978  7.810844766068647  7.810804119627649  7.810764651344361  7.810285393618727  7.809819636110715  7.809795485721413  7.80934919976016  7.8093320593320605  7.8093153759820435  7.809299131667553  7.80928330928331  7.808872197761087  7.8088621801701965  7.80885241301908  7.809223926507878  7.809209986039256  7.8088245236839615  7.809183100849768  7.809170132699545  7.809157466134211  7.809499851645446  7.809483726150392  7.809467963026015  7.809795485721413  7.81011581011581  7.810093690528474  7.809740173539458  7.809394178188504  7.809705239529801  7.810009820426487  7.8103081213046845  7.810285393618727  7.81026312507794  7.810241301907969
agrad%C3%A1vel?	https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__439__180.jpg	7.74665904587	7.773654675409061  7.738729399255715  7.739197038612244  7.740095398428732  7.742908618347215  7.745227125051687  7.749288203674169  7.74814371788056  7.750075806800953  7.7518872939925565  7.755396602924515  7.753669246066908  7.757580755826371  7.753739567774657  7.752832417744699  7.752915485261977  7.7546479587759265  7.7546209331784395  7.753570795676059  7.752758579951563  7.751897139031643  7.751879238960579  7.752710424869083  7.752881642940123  7.750918542146613  7.749208686050792  7.747105886677037  7.745754537859803  7.746232846716816  7.745556933861026  7.746744372607418  7.747146907673224  7.7482947497301575  7.747225088865957  7.7459844898441395  7.74589576728953  7.745739998371579  7.745961616783408  7.74567204508725  7.746235010927993  7.745610721391637  7.745079449465415  7.746461761639241  7.746254141628943  7.746551282808593  7.7461645439906315  7.7452632584398176  7.744399526453622  7.744598750363163  7.74507058893024  7.744368579731497  7.744287113146763  7.74415578046826  7.745273615514032  7.745435213377798  7.744488747120326  7.744363093332007  7.744532031343889  7.7444099033751135  7.744761946954929  7.744090507219642  7.745336690809243  7.745434574089544  7.746053185362397  7.746218823411807  7.745363613093543  7.74532520809033  7.745455153530489  7.7458638422533665  7.745982380192906  7.746532286043035  7.7459757582320945  7.7454344777584385  7.745171247802828  7.74465512828086  7.744523722917076  7.74417709409735  7.7436935708865535  7.744039177772244  7.744165706775356  7.744148728640824  7.744132164607133  7.744050168421337  7.744170541392765  7.744517413557661  7.744856218928026  7.74476967021835  7.745097908913698  7.745010589501029  7.7445822749916315  7.744533374357937  7.744178949423039  7.743744811505611  7.743140814641375  7.7437589188281715  7.74339963967157  7.743075172049671  7.743161173737615  7.743469188906014  7.743099119853507
agrad%C3%A1vel?	https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg	7.68425279657	7.623829665078778  7.649795848653657  7.694767880181752  7.702093712879439  7.693720596805897  7.69938289723463  7.697448870513654  7.6882464698342945  7.6814818818553805  7.681555845848042  7.690142003327516  7.694111592828354  7.691338926642327  7.684785246185467  7.6861330163271315  7.690784537423307  7.6887739731105205  7.690936219014286  7.696952383497961  7.693291863803976  7.692457109919432  7.696485821051828  7.697842715761674  7.696620754913978  7.695020122481656  7.691349633164911  7.68513299651897  7.682761978370753  7.681984949203201  7.681895369068887  7.679287434213452  7.678578606397592  7.68079892101434  7.6823251851206145  7.682827797591469  7.680276100730348  7.680806925618731  7.681536672609177  7.68262730179798  7.681155168993487  7.681577107147216  7.682588871524009  7.681866334218709  7.682390147596689  7.682971195678  7.6823192513306555  7.682286065844427  7.68268200060692  7.683630457486012  7.684410032789659  7.685328069643265  7.684775701844471  7.683195960084204  7.683056671133905  7.684464180357024  7.684830923534762  7.684095277117326  7.684280383458244  7.68501621423655  7.686358524917864  7.686580788797907  7.687185473026531  7.685875744517476  7.68617321917892  7.686013047071991  7.684725718912574  7.685517530232349  7.685018852476823  7.684482119172097  7.683687048417184  7.682843986680023  7.682885663395409  7.682007017162169  7.68254624680688  7.682017617886  7.681702477287632  7.681217523894869  7.681211652222858  7.680791052251059  7.68150337756464  7.680773307184516  7.681049878249899  7.6813384556000255  7.681577028865556  7.68125781374954  7.6809460222408745  7.681802644711164  7.68236531451881  7.6819790104731025  7.682795601214023  7.682452874199107  7.683262453451944  7.683441530528811  7.683397445578226  7.683407816907758  7.6834027431230885  7.683375493539119  7.683260833848135  7.682954984573911  7.682983881830052
seguro?	https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg	7.67646890156	7.693061840120663  7.688034188034187  7.6917849760987025  7.681420431420433  7.6849936555818905  7.687375805022864  7.682083089646114  7.682198520433816  7.686345003338468  7.687639158227393  7.682408005937417  7.681939157429354  7.685308574448846  7.683254498380549  7.681059318314221  7.682198520433816  7.679133694704629  7.67878357420841  7.677613465539163  7.6765603677368395  7.678605915300594  7.678060501589913  7.678275546561991  7.6760087225773495  7.674981445569681  7.674033189870294  7.67338572022668  7.67278449841475  7.671097852639436  7.670405484130975  7.670611172508707  7.670171808039456  7.67086544537525  7.672296369528204  7.670912809568272  7.672435830932564  7.672006524947701  7.6727244204024405  7.673245892702907  7.674558284852403  7.675009591078458  7.674809524949581  7.674384919938956  7.674950866127337  7.674403664599744  7.675384386381829  7.675197629515527  7.675148335687552  7.675513917410676  7.675864875864876  7.6762020712424395  7.6751957193133675  7.675033664489825  7.674877611696784  7.674912233735762  7.67534748942312  7.675767472981096  7.674872719497467  7.6740082966404  7.674325855698405  7.674468161932001  7.674768059967301  7.674478908372466  7.675182626469391  7.675050690887795  7.675323587088293  7.674648555684553  7.674290882768391  7.673943577183135  7.673695119073271  7.674340495798656  7.675054399727603  7.67516333310048  7.6752693223281465  7.675153822212645  7.674909054940015  7.674882074041737  7.675194951967199  7.675086241355788  7.675719433072374  7.675405943742909  7.675621259552393  7.675587648302035  7.675869778110675  7.675880508060439  7.675583371889802  7.67548019305964  7.675379359202889  7.675578038763762  7.675772303223284  7.675201967703584  7.675176202030422  7.675150990457759  7.675126315301535  7.674930791029863  7.67511965612456  7.675577359325085  7.675549340615368  7.675294567451431  7.675107136871843
agrad%C3%A1vel?	https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg	7.59329030419	7.59910667590054  7.593173747173494  7.602867439465226  7.5844931916179394  7.57290989450599  7.579205037084093  7.584955900647911  7.585241515372727  7.581295219687574  7.5816104053616735  7.576737531447217  7.5773799935289965  7.582397627117454  7.5866984559075625  7.586643836358593  7.590401385834322  7.591429951841524  7.587906554089363  7.589176862071398  7.594231378080263  7.597219267041723  7.597305058353487  7.59580183905659  7.593941634948016  7.595942804988191  7.596847354105214  7.598970907814392  7.598089985699556  7.597572586904921  7.597089681363262  7.598975335513686  7.600381446464896  7.599290628501667  7.597452348968054  7.597869207733196  7.597573974697453  7.5998418902513745  7.598791768731784  7.59786713400853  7.596960223449827  7.597570048260044  7.5970485410246225  7.597031433881787  7.599150428162853  7.600116179318765  7.601033598177031  7.600680693458978  7.600824746190598  7.599602700802016  7.598633785594992  7.599976633604905  7.5992328315794335  7.597836269668214  7.597134436387451  7.596458124316897  7.5969187796692506  7.595941894158038  7.594970186782499  7.594423760134065  7.594234787809417  7.594314654827303  7.593831909647481  7.593687575523053  7.5944732522485126  7.595277734951924  7.596170243577699  7.595456705590462  7.595700612945722  7.594551831862863  7.594407478213802  7.59349146370482  7.594150690473164  7.5932632898923815  7.5936327236086365  7.5929120588455445  7.592956807201296  7.591512075887076  7.591107270715537  7.5910792578912885  7.591430383400781  7.59182774261586  7.592020028981237  7.591544108104646  7.590528372293019  7.590320662058447  7.590271590587791  7.590373143292535  7.590059028192903  7.589361834531214  7.589065936531145  7.589045880288454  7.589924868286606  7.590272502219532  7.589964272709541  7.5904109310165815  7.591330537028644  7.592097824052339  7.59240257116067  7.59220530278889  7.592127720525287
seguro?	https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg	7.58648752924	7.607830441163776  7.586462919796254  7.593585426918761  7.586462919796254  7.590736424069759  7.593585426918761  7.589515422848757  7.586462919796254  7.5888370888370895  7.590736424069759  7.588405421738755  7.586462919796254  7.588106575286062  7.586462919796254  7.585038418371752  7.586462919796254  7.585206006774635  7.586462919796254  7.585338313408489  7.5843261676595  7.585445418778753  7.586462919796254  7.5855338971281  7.584682293015627  7.583898817232151  7.583175608816634  7.582505971394861  7.581884165217498  7.581305242224783  7.580764914098248  7.580259445850845  7.579785569368903  7.580635413968748  7.581435267709779  7.580968414301749  7.581714581714582  7.5812654145987475  7.581964494245197  7.582627723653365  7.583257791591125  7.5838571245075315  7.584427917761252  7.5839783242884025  7.584520417853752  7.584088750755417  7.584604874459948  7.585099035453646  7.5855726064059406  7.58602684793161  7.586462919796254  7.58688189080346  7.586462919796254  7.5868660805767725  7.587254309476532  7.586851420184754  7.587226045559379  7.587587526184016  7.587199730877892  7.5868250811753635  7.5871751705085035  7.586813207031786  7.587152194679078  7.586802086802087  7.5871306548389885  7.5874491130901385  7.587757921091256  7.587419674484352  7.587091376307062  7.586772594018971  7.586462919796254  7.5867638708014296  7.587056462056463  7.5867556255684105  7.586462919796254  7.586747820081154  7.586462919796254  7.586740420073754  7.587010804959523  7.5872743446583115  7.587531295864629  7.587254309476532  7.587505237911742  7.587750119878635  7.587989171322504  7.587719832817873  7.5874567579993935  7.587690938265651  7.587919796253129  7.588143511364486  7.588362255028922  7.588106575286062  7.58832096513256  7.588530744444723  7.588736060367267  7.58848721129423  7.588688703272037  7.588886040776076  7.589079350984113  7.5888370888370895  7.588599671933005
seguro?	https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg	7.56049820816	7.553967637300971  7.53633095299762  7.531921781921782  7.53633095299762  7.5451492951492956  7.551028189917079  7.550818229389659  7.558631183631185  7.5576231039194015  7.556816640149974  7.556156806156806  7.555606944495834  7.552767507895712  7.550648645886741  7.554532915644027  7.556002639335974  7.555623570329453  7.556869399461993  7.558216150321415  7.55788501621835  7.554759026981248  7.554522637855971  7.556887422829452  7.556765765099098  7.558851642184976  7.5573853971289875  7.558150697039586  7.556899009279962  7.557628301881175  7.557506279728503  7.557392129972775  7.559076340326341  7.55878791989903  7.557738376365828  7.557562807562808  7.557340464747872  7.558734308734309  7.559358607604221  7.559159501467194  7.558919475586142  7.558740792480631  7.559200499676692  7.559796577238438  7.560966810966811  7.560125402717996  7.559939925881955  7.560469540965995  7.560334084639641  7.560114174059753  7.560608527275194  7.560431761412154  7.5608553364963615  7.561845270964769  7.563288449090919  7.5629956463289805  7.562834431882051  7.5626788740823825  7.562943867541569  7.5637230001636775  7.563560410782633  7.562824900256595  7.563141557765215  7.563415861034909  7.564609002109002  7.564852289211265  7.565088203977094  7.5640009060407065  7.564272328978212  7.564535884584194  7.56523282713759  7.565910137506382  7.566139964288112  7.566363494445687  7.5665809832476505  7.566765538987762  7.56615979861594  7.566345030630745  7.566890769882224  7.567032006905425  7.566868702285369  7.566654995667341  7.566471318503839  7.566610802554578  7.566379534633502  7.566568689117709  7.566394558642621  7.56657919205812  7.566385774719109  7.566196703837154  7.565691510135956  7.565514223939133  7.5656762721980115  7.566141179940463  7.56631475957717  7.56708804515822  7.567202216507773  7.567383965150289  7.567222837631  7.567332187702558  7.567174800508134
