street,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19,num20,num21,num22,num23,num24,num25,num26,num27,num28,num29,num30,num31,num32,num33,num34,num35,num36,num37,num38,num39,num40
R._Cristina_Procópio_Silva,4.4476986457,5.32945328859,5.00975197326,4.51022489204,5.44604480324,4.71206824132,5.62354550568,5.32538079324,5.05947915916,5.67778549571,5.63393290133,5.211368286,5.49594523662,5.73474259699,5.43614015362,5.44769260483,6.06753779714,5.88975475069,5.96403584574,5.7954189585,5.27449632532,4.76945945149,5.2166602901,5.32127854398,4.80477553572,3.03001058209,3.79845080698,5.1292421521,5.26765339806,3.85175538364,3.17850263476,4.68084727268,4.1645777259,4.37002360006,4.44487654665,4.04888478189,5.08622824513,5.35396226355,4.28920730953,5.26997387653
R._Inácio_Marquês_da_Silva,3.58062429839,4.24213612073,4.66167138216,3.57086531047,5.07075726603,4.95074942544,4.30995994665,3.88252829644,5.4259042564,5.09872116671,3.9603055121,5.33985346248,4.68682731307,4.8163983457,4.71528002692,4.58200526682,4.92713294954,5.78487270751,5.10381325483,5.29912547948,5.43011776076,5.14493287647,5.13617865438,5.26722072419,5.06011610984,4.85856157896,5.03908238627,5.22420602612,5.17062104738,4.62368677866,4.70281242557,5.02767690818,3.80848313221,4.95310258668,3.93801402519,4.31400424743,4.14432014175,4.44439589591,4.15309744823,4.35872586516
