2508802,102879,MALTA,AGUINALDO RIBEIRO,-0.0509174974567
2515971,102879,SOBRADO,AGUINALDO RIBEIRO,-0.0327867656132
2513927,102879,SÃO BENTINHO,AGUINALDO RIBEIRO,-0.0569590557592
2517001,102879,UMBUZEIRO,AGUINALDO RIBEIRO,0.0872937644243
2500106,102879,ÁGUA BRANCA,AGUINALDO RIBEIRO,0.234031843459
2506251,102879,GADO BRAVO,AGUINALDO RIBEIRO,-0.0372142072517
2504207,102879,CATINGUEIRA,AGUINALDO RIBEIRO,-0.0568654287227
2508307,102879,LAGOA SECA,AGUINALDO RIBEIRO,-0.0404997771916
2514453,102879,SÃO JOSÉ DOS RAMOS,AGUINALDO RIBEIRO,-0.0355786155493
2505238,102879,CUITÉ DE MAMANGUAPE,AGUINALDO RIBEIRO,-0.039805739374
2513943,102879,SÃO DOMINGOS DO CARIRI,AGUINALDO RIBEIRO,-0.0517401154022
2512408,102879,PUXINANÃ,AGUINALDO RIBEIRO,0.0505053779757
2509339,102879,MATINHAS,AGUINALDO RIBEIRO,-0.0329745879469
2507804,102879,JUNCO DO SERIDÓ,AGUINALDO RIBEIRO,-0.0118294028181
2511905,102879,PITIMBU,AGUINALDO RIBEIRO,0.0298341900309
2516003,102879,SOLÂNEA,AGUINALDO RIBEIRO,-0.0513342740428
2511400,102879,PICUÍ,AGUINALDO RIBEIRO,-0.0559501875703
2503209,102879,CABEDELO,AGUINALDO RIBEIRO,0.0394651874413
2502151,102879,BOA VISTA,AGUINALDO RIBEIRO,-0.0525643109622
2515500,102879,SERRA BRANCA,AGUINALDO RIBEIRO,-0.0539201370614
2507309,102879,JACARAÚ,AGUINALDO RIBEIRO,-0.013871214301
2513968,102879,SÃO DOMINGOS,AGUINALDO RIBEIRO,-0.0655563930767
2502706,102879,BORBOREMA,AGUINALDO RIBEIRO,-0.0544055358538
2506806,102879,INGÁ,AGUINALDO RIBEIRO,0.177355907235
2502201,102879,BOM JESUS,AGUINALDO RIBEIRO,0.184304523173
2509370,102879,MATO GROSSO,AGUINALDO RIBEIRO,0.200024308577
2510907,102879,PAULISTA,AGUINALDO RIBEIRO,-0.0449889028543
2506301,102879,GUARABIRA,AGUINALDO RIBEIRO,-0.0490308048519
2505279,102879,CURRAL DE CIMA,AGUINALDO RIBEIRO,-0.0477623429809
2513984,102879,SÃO FRANCISCO,AGUINALDO RIBEIRO,-0.0507056843295
2510402,102879,OLHO D'ÁGUA,AGUINALDO RIBEIRO,-0.0568410527904
2510006,102879,NAZAREZINHO,AGUINALDO RIBEIRO,-0.0540533136627
2513505,102879,SANTANA DE MANGUEIRA,AGUINALDO RIBEIRO,-0.0521871337568
2503753,102879,CAJAZEIRINHAS,AGUINALDO RIBEIRO,-0.0552358926093
2501708,102879,BARRA DE SÃO MIGUEL,AGUINALDO RIBEIRO,-0.0559085996048
2506509,102879,GURJÃO,AGUINALDO RIBEIRO,-0.0556268964768
2505808,102879,DUAS ESTRADAS,AGUINALDO RIBEIRO,0.188352490848
2501203,102879,AREIAL,AGUINALDO RIBEIRO,0.104350272285
2509396,102879,MATURÉIA,AGUINALDO RIBEIRO,-0.0533240049096
2509909,102879,NATUBA,AGUINALDO RIBEIRO,-0.0547601425177
2505303,102879,CURRAL VELHO,AGUINALDO RIBEIRO,-0.0532198209903
2514008,102879,SÃO JOÃO DO CARIRI,AGUINALDO RIBEIRO,-0.0522117216681
2500700,102879,SÃO JOÃO DO RIO DO PEIXE,AGUINALDO RIBEIRO,0.131877375756
2504801,102879,COREMAS,AGUINALDO RIBEIRO,-0.0552611891247
2513851,102879,SANTO ANDRÉ,AGUINALDO RIBEIRO,-0.0547663036662
2508901,102879,MAMANGUAPE,AGUINALDO RIBEIRO,-0.0392104018979
2513000,102879,SALGADINHO,AGUINALDO RIBEIRO,0.102640927291
2517100,102879,VÁRZEA,AGUINALDO RIBEIRO,-0.0531446880962
2500205,102879,AGUIAR,AGUINALDO RIBEIRO,-0.036359075455
2504306,102879,CATOLÉ DO ROCHA,AGUINALDO RIBEIRO,-0.0474767800524
2508406,102879,LASTRO,AGUINALDO RIBEIRO,-0.0554322976419
2514552,102879,SÃO JOSÉ DE PRINCESA,AGUINALDO RIBEIRO,-0.0746105468897
2503803,102879,CALDAS BRANDÃO,AGUINALDO RIBEIRO,-0.0410873180437
2500734,102879,AMPARO,AGUINALDO RIBEIRO,-0.0553476440025
2507903,102879,JURIPIRANGA,AGUINALDO RIBEIRO,-0.0555295356108
2512002,102879,POCINHOS,AGUINALDO RIBEIRO,-0.0237838080826
2516102,102879,SOLEDADE,AGUINALDO RIBEIRO,-0.051754846425
2513208,102879,SANTA CRUZ,AGUINALDO RIBEIRO,0.241536014231
2505352,102879,DAMIÃO,AGUINALDO RIBEIRO,0.183677712777
2503308,102879,CACHOEIRA DOS ÍNDIOS,AGUINALDO RIBEIRO,-0.0465664076537
2507408,102879,JERICÓ,AGUINALDO RIBEIRO,0.19488015624
2503704,102879,CAJAZEIRAS,AGUINALDO RIBEIRO,-0.0489433129435
2504850,102879,COXIXOLA,AGUINALDO RIBEIRO,-0.0571520689018
2502805,102879,BREJO DO CRUZ,AGUINALDO RIBEIRO,-0.0527667036641
2501401,102879,BAÍA DA TRAIÇÃO,AGUINALDO RIBEIRO,-0.0547503820278
2506905,102879,ITABAIANA,AGUINALDO RIBEIRO,-0.042381988586
2502300,102879,BOM SUCESSO,AGUINALDO RIBEIRO,-0.0551705092018
2506400,102879,GURINHÉM,AGUINALDO RIBEIRO,0.120423871317
2506608,102879,IBIARA,AGUINALDO RIBEIRO,-0.0534417332089
2504355,102879,CATURITÉ,AGUINALDO RIBEIRO,-0.0475233711713
2512036,102879,POÇO DANTAS,AGUINALDO RIBEIRO,-0.0549402736512
2510501,102879,OLIVEDOS,AGUINALDO RIBEIRO,-0.03416977079
2500775,102879,APARECIDA,AGUINALDO RIBEIRO,-0.0505201182173
2516508,102879,TAPEROÁ,AGUINALDO RIBEIRO,0.0583925383052
2514602,102879,SÃO JOSÉ DO BONFIM,AGUINALDO RIBEIRO,-0.0536812965352
2501807,102879,BAYEUX,AGUINALDO RIBEIRO,0.0229287958902
2515930,102879,SERTÃOZINHO,AGUINALDO RIBEIRO,-0.0475058072749
2505907,102879,EMAS,AGUINALDO RIBEIRO,-0.0531896457583
2501302,102879,AROEIRAS,AGUINALDO RIBEIRO,0.144780949298
2516151,102879,SOSSÊGO,AGUINALDO RIBEIRO,0.219386503361
2505402,102879,DESTERRO,AGUINALDO RIBEIRO,-0.0537682256091
2514107,102879,SÃO JOÃO DO TIGRE,AGUINALDO RIBEIRO,-0.0567730010483
