>>> PDMi -0.499999999982
>>> PDMi -0.499994868622
>>> PDMi 0.5
>>> PDMi -0.499999995281
>>> PDMi -0.499999409178
>>> PDMi -0.468750430208
>>> PDMi -0.5
>>> PDMi -0.499989958204
>>> PDMi -0.5
>>> PDMi -0.499999999482
>>> PDMi -0.5
>>> PDMi -0.499909748544
>>> PDMi -0.5
>>> PDMi -0.499997147539
>>> PDMi -0.499999471522
>>> PDMi 0.5
>>> PDMi 0.499999988571
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999999356
>>> PDMi -0.499985234109
>>> PDMi -0.499999999798
>>> PDMi -0.499909117505
>>> PDMi -0.499973911685
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.49999992137
>>> PDMi -0.5
>>> PDMi -0.499999999595
>>> PDMi -0.499999999984
>>> PDMi -0.499999768039
>>> PDMi -0.499999991981
>>> PDMi -0.499999999764
>>> PDMi -0.5
>>> PDMi -0.499999844741
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499994139233
>>> PDMi -0.499999998251
>>> PDMi -0.5
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.494457516001
>>> PDMi 0.499991226719
>>> PDMi -0.494286007072
>>> PDMi -0.499999966635
>>> PDMi -0.499999897739
>>> PDMi -0.499999998613
>>> PDMi -0.499999999829
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.499999995519
>>> PDMi -0.5
>>> PDMi -0.499999999929
>>> PDMi -0.5
>>> PDMi -0.499999999985
>>> PDMi -0.499999992112
>>> PDMi -0.499999999998
>>> PDMi -0.499999997293
>>> PDMi -0.499996462325
>>> PDMi -0.5
>>> PDMi -0.499976706485
>>> PDMi -0.499999975112
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.49997722823
>>> PDMi -0.258401881969
>>> PDMi 0.5
>>> PDMi -0.499999999999
>>> PDMi -0.49999999987
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi 0.5
>>> PDMi -0.499994461062
>>> PDMi -0.499999970951
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999966327
>>> PDMi 0.5
>>> PDMi -0.499999434314
>>> PDMi -0.499999729783
>>> PDMi -0.5
>>> PDMi -0.499999999988
>>> PDMi 0.5
>>> PDMi -0.499999999957
>>> PDMi -0.485379132151
>>> PDMi -0.499999991563
>>> PDMi -0.499999893538
>>> PDMi 0.5
>>> PDMi -0.499989809419
>>> PDMi -0.5
>>> PDMi -0.475199498342
>>> PDMi -0.5
>>> PDMi -0.499999999997
>>> PDMi -0.5
>>> PDMi -0.499999994955
>>> PDMi -0.5
>>> PDMi -0.499999999981
>>> PDMi 0.5
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.098979076406
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999999824
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi 0.499993784113
>>> PDMi -0.499998502884
>>> PDMi -0.5
>>> PDMi -0.499999967496
>>> PDMi -0.499999898314
>>> PDMi -0.499983939015
>>> PDMi -0.5
>>> PDMi 0.5
>>> PDMi -0.499995525184
>>> PDMi -0.499999929465
>>> PDMi 0.347812495662
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.499999997657
>>> PDMi -0.499999999142
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.49999999869
>>> PDMi -0.5
>>> PDMi -0.499999992504
>>> PDMi -0.499999986761
>>> PDMi 0.5
>>> PDMi -0.499999998799
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999982128
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999999995
>>> PDMi -0.5
>>> PDMi -0.499999928351
>>> PDMi -0.499968554625
>>> PDMi -0.5
>>> PDMi -0.499982164307
>>> PDMi -0.5
>>> PDMi -0.499999999853
>>> PDMi -0.5
>>> PDMi -0.499999999841
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi 0.5
>>> PDMi 0.483076250327
>>> PDMi -0.499999905598
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999998589
>>> PDMi -0.499999983466
>>> PDMi -0.5
>>> PDMi -0.499906092837
>>> PDMi -0.499999999974
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999999997
>>> PDMi -0.499999915337
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999957174
>>> PDMi -0.499994965196
>>> PDMi -0.499999999685
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999999991
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.499999999997
>>> PDMi -0.5
>>> PDMi -0.49999968107
>>> PDMi 0.5
>>> PDMi -0.499999996681
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999999974
>>> PDMi -0.5
>>> PDMi -0.278812575529
>>> PDMi -0.49999995983
>>> PDMi -0.499999999334
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999999197
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999995809
>>> PDMi 0.5
>>> PDMi 0.443627835909
>>> PDMi -0.499999998726
>>> PDMi -0.5
>>> PDMi 0.5
>>> PDMi -0.499999999402
>>> PDMi -0.499999999996
>>> PDMi -0.0854780940967
>>> PDMi -0.499999999999
>>> PDMi 0.5
>>> PDMi -0.499999999963
>>> PDMi 0.5
>>> PDMi 0.5
>>> PDMi 0.5
>>> PDMi -0.499999999874
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999974173
>>> PDMi 0.5
>>> PDMi -0.499999999996
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999826633
>>> PDMi -0.499999843868
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999999997
>>> PDMi -0.499999999448
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi 0.5
>>> PDMi -0.5
>>> PDMi -0.5
>>> PDMi -0.499999997441
>>> PDMi -0.5
>>> PDMi -0.499999999752
>>> PDMi -0.5
>>> PDMi -0.499999981921
>>> PDMi -0.499999999643
>>> PDMi -0.499999987172
>>> PDMi 0.499999999567
