ississippi,5.88418203051e-15,1.82191606077e-12,nan,nan,nan,nan,nan,5.88418203051e-15,nan,5.10521186425e-12,nan,nan,nan,5.88418203051e-15,5.88418203051e-15,5.88418203051e-15,nan,2.34058811111e-11
Oklahoma,0.856987035615,1.91304054262,1.99999999115,0.262170394255,1.98527488741,1.9960164844,0.983907898492,1.99997957107,0.89798717819,1.91896713263,1.99999998777,0.3224121127,1.95428786237,1.99439440465,1.43875303472,1.99997054785,0.71851550143,1.86774652941
Wyoming,1.43777685064,1.61681623124,2.0,0.462140470284,1.99959131155,1.99956463535,0.327370285328,2.0,1.52354524663,1.66588032063,2.0,0.528467854825,1.9997476765,1.99671976017,0.492605197182,2.0,1.43920228807,1.85157639317
Minnesota,1.99984486447,1.99999999978,1.99592118203,1.99999967381,1.99997178604,1.99989646943,1.99999999995,1.97319640773,1.99989239428,1.99999999958,1.99382081357,1.9999995657,1.9999543562,1.99986131201,1.99999999963,1.99375276184,1.99974437458,1.99999999747
Illinois,3.83034626009e-09,0.000550020975212,4.03176622809e-09,4.71621631297e-06,2.89362370933e-06,3.28004733646e-10,0.00281335627215,1.79377271165e-08,4.32179977369e-09,0.000641422212555,1.86067851179e-09,8.1888851398e-06,1.86361276576e-06,2.29040592312e-10,0.0111745872302,2.60668007504e-09,2.14971456773e-08,0.000905847198298
Georgia,1.99079094955,1.90188198666,0.418849286039,1.65015021641,0.548873947924,0.041659834978,1.19985346102,0.0429374451127,1.93647280169,1.90837899385,0.449762874316,1.68108415864,0.23715324627,0.112100633261,1.78149341834,0.0343019208507,1.95979188419,1.93704524191
Arkansas,3.00536545202e-06,0.412219017545,0.324726121279,2.53462928431e-05,0.00801085313544,0.0202170976766,0.0122251186056,0.499631167638,1.04903503089e-06,0.449407188983,0.239272535313,4.32546723467e-05,0.00521285902282,0.00922945943356,0.0280999255585,0.523000833233,1.28748689194e-06,0.445029632664
New Mexico,9.33855393598e-06,1.82191606077e-12,1.32316449101,1.14331889253e-12,1.18049722551e-05,0.16155310243,nan,1.09207684044,1.46569543315e-05,2.07928459341e-12,1.23092046758,3.39011717826e-13,8.42824137053e-05,0.110090608703,1.15463194561e-14,1.48460672118,4.99046164245e-06,3.72508547133e-12
Ohio,3.12031233644e-09,0.430061698869,5.04992185851e-12,0.0110086150055,0.00175594294236,2.14876332886e-10,0.443419904344,3.00876968807e-05,7.95850077373e-09,0.414532242376,2.55778579952e-12,0.0283255617623,0.000222155321026,6.54445019862e-10,0.487704315632,1.34124174287e-05,2.57533407099e-07,0.291938859121
Indiana,0.0130271781168,1.99999910673,1.85597735379e-08,1.75953453991,1.95428177754,8.84384783454e-06,1.99999736709,0.0192699287697,0.0667736145133,1.99998877869,2.98767585201e-07,1.78394340845,1.87675037921,0.00012632336728,1.99996683239,0.0118796056945,0.208677590695,1.99999664678
