445-22,1
445-112,1
445-203,-1
445-293,0
549-22,-1
549-112,1
549-203,1
549-293,-1
691-22,1
691-112,1
691-203,0
691-293,1
813-22,-1
813-112,1
813-203,-1
813-293,0
913-22,-1
913-112,1
913-203,1
913-293,-1
