188-22,0
188-135,1
188-203,-1
188-315,-1
222-22,0
222-135,1
222-203,0
222-315,-1
300-22,0
300-135,-1
300-203,1
300-315,1
370-22,0
370-135,1
370-203,-1
370-315,0
392-22,1
392-112,1
392-225,0
392-293,0
