70-203,1
70-22,-1
70-135,-1
70-315,-1
306-22,0
306-135,0
306-203,0
306-315,-1
602-315,1
602-203,0
602-22,-1
602-135,-1
1136-22,-1
1136-135,-1
1136-203,-1
1136-315,-1
1546-315,1
1546-22,0
1546-203,0
1546-135,-1
