130-90,1
130-180,0
130-270,0
130-360,-1
190-90,1
190-180,-1
190-270,1
190-360,1
248-90,1
248-180,1
248-270,-1
248-360,-1
284-90,0
284-180,1
284-270,-1
284-360,1
360-90,0
360-180,-1
360-270,-1
360-360,1
