comparison_id,date,ip_address,voter_latitude,voter_longitude,study,question,chosen_id,chosen_latitude,chosen_longitude,chosen_pitch,chosen_heading,chosen_region_name,chosen_image_url,rejected_id,rejected_latitude,rejected_longitude,rejected_pitch,rejected_heading,rejected_region_name,rejected_image_url
36208,2013-05-16 17:22:30 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15307,33.694023,-117.757899,0,81,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.694023%2C-117.757899&heading=81&pitch=0&sensor=false,15230,34.020342,-117.035269,0,205,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.020342%2C-117.035269&heading=205&pitch=0&sensor=false
36209,2013-05-16 17:22:33 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15230,34.020342,-117.035269,0,205,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.020342%2C-117.035269&heading=205&pitch=0&sensor=false,15302,33.894453,-117.598031,-8,325,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.894453%2C-117.598031&heading=325&pitch=-8&sensor=false
36210,2013-05-16 17:22:36 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15348,34.0155,-117.798566,0,353,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.0155%2C-117.798566&heading=353&pitch=0&sensor=false,15308,33.740069,-117.823406,0,304,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.740069%2C-117.823406&heading=304&pitch=0&sensor=false
36211,2013-05-16 17:22:39 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15297,33.609452,-117.732286,-7,235,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.609452%2C-117.732286&heading=235&pitch=-7&sensor=false,15348,34.0155,-117.798566,0,353,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.0155%2C-117.798566&heading=353&pitch=0&sensor=false
36212,2013-05-16 17:22:44 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15305,33.937856,-117.990151,-10,338,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.937856%2C-117.990151&heading=338&pitch=-10&sensor=false,15334,34.119746,-117.584771,0,159,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.119746%2C-117.584771&heading=159&pitch=0&sensor=false
36213,2013-05-16 17:22:47 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15297,33.609452,-117.732286,-7,235,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.609452%2C-117.732286&heading=235&pitch=-7&sensor=false,15287,32.652353,-116.854773,0,244,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=32.652353%2C-116.854773&heading=244&pitch=0&sensor=false
36214,2013-05-16 17:23:07 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15232,33.959747,-116.953209,-13,103,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.959747%2C-116.953209&heading=103&pitch=-13&sensor=false,15290,33.647335,-117.913583,-3,213,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.647335%2C-117.913583&heading=213&pitch=-3&sensor=false
36215,2013-05-16 17:23:11 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15298,34.285742,-119.323008,-4,131,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.285742%2C-119.323008&heading=131&pitch=-4&sensor=false,15230,34.020342,-117.035269,0,205,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.020342%2C-117.035269&heading=205&pitch=0&sensor=false
36216,2013-05-16 17:23:12 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15298,34.285742,-119.323008,-4,131,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.285742%2C-119.323008&heading=131&pitch=-4&sensor=false,15339,34.704214,-118.108907,-4,69,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.704214%2C-118.108907&heading=69&pitch=-4&sensor=false
36217,2013-05-16 17:23:16 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15341,33.029112,-117.122457,0,189,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.029112%2C-117.122457&heading=189&pitch=0&sensor=false,15301,34.09242,-118.338617,-8,26,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.09242%2C-118.338617&heading=26&pitch=-8&sensor=false
36218,2013-05-16 17:23:20 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15298,34.285742,-119.323008,-4,131,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.285742%2C-119.323008&heading=131&pitch=-4&sensor=false,15349,33.677327,-115.227087,-20,1,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.677327%2C-115.227087&heading=1&pitch=-20&sensor=false
36219,2013-05-16 17:23:24 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15308,33.740069,-117.823406,0,304,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.740069%2C-117.823406&heading=304&pitch=0&sensor=false,15329,33.926393,-117.32741,0,149,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.926393%2C-117.32741&heading=149&pitch=0&sensor=false
36220,2013-05-16 17:23:28 UTC,98.248.65.109,37.8047,-122.2124,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15229,34.125205,-118.2743,-2,157,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.125205%2C-118.2743&heading=157&pitch=-2&sensor=false,15319,33.910881,-117.869614,9,302,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.910881%2C-117.869614&heading=302&pitch=9&sensor=false
36296,2013-05-16 17:27:06 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15298,34.285742,-119.323008,-4,131,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.285742%2C-119.323008&heading=131&pitch=-4&sensor=false,15303,34.069732,-117.965868,7,79,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.069732%2C-117.965868&heading=79&pitch=7&sensor=false
36299,2013-05-16 17:27:11 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15344,34.022962,-118.493639,4,288,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.022962%2C-118.493639&heading=288&pitch=4&sensor=false,15340,33.488541,-117.702968,7,297,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.488541%2C-117.702968&heading=297&pitch=7&sensor=false
36303,2013-05-16 17:27:18 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15307,33.694023,-117.757899,0,81,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.694023%2C-117.757899&heading=81&pitch=0&sensor=false,15340,33.488541,-117.702968,7,297,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.488541%2C-117.702968&heading=297&pitch=7&sensor=false
36307,2013-05-16 17:27:24 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15297,33.609452,-117.732286,-7,235,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.609452%2C-117.732286&heading=235&pitch=-7&sensor=false,15349,33.677327,-115.227087,-20,1,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.677327%2C-115.227087&heading=1&pitch=-20&sensor=false
36311,2013-05-16 17:27:28 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15341,33.029112,-117.122457,0,189,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.029112%2C-117.122457&heading=189&pitch=0&sensor=false,15351,34.129183,-116.39433,-3,188,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.129183%2C-116.39433&heading=188&pitch=-3&sensor=false
36325,2013-05-16 17:27:54 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15331,33.071406,-117.307355,-7,353,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.071406%2C-117.307355&heading=353&pitch=-7&sensor=false,15334,34.119746,-117.584771,0,159,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.119746%2C-117.584771&heading=159&pitch=0&sensor=false
36326,2013-05-16 17:27:57 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15298,34.285742,-119.323008,-4,131,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.285742%2C-119.323008&heading=131&pitch=-4&sensor=false,15334,34.119746,-117.584771,0,159,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.119746%2C-117.584771&heading=159&pitch=0&sensor=false
36329,2013-05-16 17:28:01 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15328,33.772588,-116.474235,12,348,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.772588%2C-116.474235&heading=348&pitch=12&sensor=false,15326,33.845921,-118.085593,-4,60,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.845921%2C-118.085593&heading=60&pitch=-4&sensor=false
36332,2013-05-16 17:28:04 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15334,34.119746,-117.584771,0,159,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.119746%2C-117.584771&heading=159&pitch=0&sensor=false,15323,32.786571,-116.827009,-2,287,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=32.786571%2C-116.827009&heading=287&pitch=-2&sensor=false
36335,2013-05-16 17:28:07 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15231,34.110159,-118.23251,-2,277,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.110159%2C-118.23251&heading=277&pitch=-2&sensor=false,15230,34.020342,-117.035269,0,205,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.020342%2C-117.035269&heading=205&pitch=0&sensor=false
36339,2013-05-16 17:28:13 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15293,32.757813,-116.960149,3,284,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=32.757813%2C-116.960149&heading=284&pitch=3&sensor=false,15339,34.704214,-118.108907,-4,69,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.704214%2C-118.108907&heading=69&pitch=-4&sensor=false
36340,2013-05-16 17:28:17 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15340,33.488541,-117.702968,7,297,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.488541%2C-117.702968&heading=297&pitch=7&sensor=false,15233,33.820797,-117.993388,0,318,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.820797%2C-117.993388&heading=318&pitch=0&sensor=false
36341,2013-05-16 17:28:19 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15334,34.119746,-117.584771,0,159,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.119746%2C-117.584771&heading=159&pitch=0&sensor=false,15287,32.652353,-116.854773,0,244,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=32.652353%2C-116.854773&heading=244&pitch=0&sensor=false
36343,2013-05-16 17:28:22 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15298,34.285742,-119.323008,-4,131,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.285742%2C-119.323008&heading=131&pitch=-4&sensor=false,15230,34.020342,-117.035269,0,205,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.020342%2C-117.035269&heading=205&pitch=0&sensor=false
36345,2013-05-16 17:28:26 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15305,33.937856,-117.990151,-10,338,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.937856%2C-117.990151&heading=338&pitch=-10&sensor=false,15293,32.757813,-116.960149,3,284,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=32.757813%2C-116.960149&heading=284&pitch=3&sensor=false
36347,2013-05-16 17:28:28 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15334,34.119746,-117.584771,0,159,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.119746%2C-117.584771&heading=159&pitch=0&sensor=false,15230,34.020342,-117.035269,0,205,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.020342%2C-117.035269&heading=205&pitch=0&sensor=false
36349,2013-05-16 17:28:31 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15340,33.488541,-117.702968,7,297,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.488541%2C-117.702968&heading=297&pitch=7&sensor=false,15302,33.894453,-117.598031,-8,325,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.894453%2C-117.598031&heading=325&pitch=-8&sensor=false
36352,2013-05-16 17:28:35 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15341,33.029112,-117.122457,0,189,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.029112%2C-117.122457&heading=189&pitch=0&sensor=false,15232,33.959747,-116.953209,-13,103,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.959747%2C-116.953209&heading=103&pitch=-13&sensor=false
36354,2013-05-16 17:28:42 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15345,33.956303,-118.347773,0,53,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.956303%2C-118.347773&heading=53&pitch=0&sensor=false,15303,34.069732,-117.965868,7,79,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.069732%2C-117.965868&heading=79&pitch=7&sensor=false
36356,2013-05-16 17:28:46 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15319,33.910881,-117.869614,9,302,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.910881%2C-117.869614&heading=302&pitch=9&sensor=false,15345,33.956303,-118.347773,0,53,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.956303%2C-118.347773&heading=53&pitch=0&sensor=false
36358,2013-05-16 17:28:48 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15307,33.694023,-117.757899,0,81,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.694023%2C-117.757899&heading=81&pitch=0&sensor=false,15323,32.786571,-116.827009,-2,287,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=32.786571%2C-116.827009&heading=287&pitch=-2&sensor=false
36359,2013-05-16 17:28:51 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15349,33.677327,-115.227087,-20,1,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.677327%2C-115.227087&heading=1&pitch=-20&sensor=false,15339,34.704214,-118.108907,-4,69,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.704214%2C-118.108907&heading=69&pitch=-4&sensor=false
36361,2013-05-16 17:28:56 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15331,33.071406,-117.307355,-7,353,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.071406%2C-117.307355&heading=353&pitch=-7&sensor=false,15318,33.757161,-118.359181,-12,278,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.757161%2C-118.359181&heading=278&pitch=-12&sensor=false
36362,2013-05-16 17:28:59 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15235,34.432794,-119.809875,5,91,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.432794%2C-119.809875&heading=91&pitch=5&sensor=false,15308,33.740069,-117.823406,0,304,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.740069%2C-117.823406&heading=304&pitch=0&sensor=false
36364,2013-05-16 17:29:02 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15301,34.09242,-118.338617,-8,26,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.09242%2C-118.338617&heading=26&pitch=-8&sensor=false,15318,33.757161,-118.359181,-12,278,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.757161%2C-118.359181&heading=278&pitch=-12&sensor=false
36366,2013-05-16 17:29:06 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15229,34.125205,-118.2743,-2,157,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.125205%2C-118.2743&heading=157&pitch=-2&sensor=false,15230,34.020342,-117.035269,0,205,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.020342%2C-117.035269&heading=205&pitch=0&sensor=false
36368,2013-05-16 17:29:12 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15326,33.845921,-118.085593,-4,60,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.845921%2C-118.085593&heading=60&pitch=-4&sensor=false,15351,34.129183,-116.39433,-3,188,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.129183%2C-116.39433&heading=188&pitch=-3&sensor=false
36369,2013-05-16 17:29:16 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15329,33.926393,-117.32741,0,149,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.926393%2C-117.32741&heading=149&pitch=0&sensor=false,15336,33.981604,-117.31366,-3,23,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.981604%2C-117.31366&heading=23&pitch=-3&sensor=false
36370,2013-05-16 17:29:18 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15307,33.694023,-117.757899,0,81,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.694023%2C-117.757899&heading=81&pitch=0&sensor=false,15345,33.956303,-118.347773,0,53,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.956303%2C-118.347773&heading=53&pitch=0&sensor=false
36371,2013-05-16 17:29:21 UTC,71.160.221.121,33.8403,-118.3539,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15232,33.959747,-116.953209,-13,103,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.959747%2C-116.953209&heading=103&pitch=-13&sensor=false,15308,33.740069,-117.823406,0,304,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.740069%2C-117.823406&heading=304&pitch=0&sensor=false
36616,2013-05-16 17:47:34 UTC,97.117.165.217,33.5386,-112.186,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15341,33.029112,-117.122457,0,189,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.029112%2C-117.122457&heading=189&pitch=0&sensor=false,15318,33.757161,-118.359181,-12,278,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=33.757161%2C-118.359181&heading=278&pitch=-12&sensor=false
36628,2013-05-16 17:48:03 UTC,97.117.165.217,33.5386,-112.186,aesthetics-of-southern-california-locations,Which Southern California location is more aesthetically pleasing?,15344,34.022962,-118.493639,4,288,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=34.022962%2C-118.493639&heading=288&pitch=4&sensor=false,15287,32.652353,-116.854773,0,244,Southern California,http://maps.googleapis.com/maps/api/streetview?size=470x306&location=32.652353%2C-116.854773&heading=244&pitch=0&sensor=false
