69043+2018-09-16T13:59:33.639644+590+ongoing+0+0+0+"{"question": "seguro", "url_b": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG", "url_a": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG"}"+300
69044+2018-09-16T13:59:33.664816+590+ongoing+0+0+0+"{"question": "seguro", "url_b": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG", "url_a": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG"}"+300
69045+2018-09-16T13:59:33.686014+590+ongoing+0+0+0+"{"question": "seguro", "url_b": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG", "url_a": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG"}"+300
69046+2018-09-16T13:59:33.705969+590+ongoing+0+0+0+"{"question": "seguro", "url_b": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG", "url_a": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+300
69047+2018-09-16T13:59:33.725308+590+ongoing+0+0+0+"{"question": "seguro", "url_b": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG", "url_a": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG"}"+300
69048+2018-09-16T13:59:33.746651+590+ongoing+0+0+0+"{"question": "seguro", "url_b": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG", "url_a": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG"}"+300
69049+2018-09-16T13:59:33.767768+590+ongoing+0+0+0+"{"question": "seguro", "url_b": "https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG", "url_a": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG"}"+300
69050+2018-09-16T13:59:33.784749+590+ongoing+0+0+0+"{"question": "seguro", "url_b": "https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG", "url_a": "https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG"}"+300
