1	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG
1	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG
2	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
2	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG
3	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG
3	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG
4	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG
4	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG
5	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
5	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG
6	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
6	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG
7	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
7	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
8	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG
8	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG
9	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG
9	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG
10	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG
10	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG
11	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG
11	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG
12	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG
12	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG
13	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG
13	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG
14	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG
14	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG
15	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
15	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
16	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
16	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG
17	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
17	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG
18	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
18	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
19	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG
19	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG
20	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
20	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG
21	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG
21	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG
22	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
22	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG
23	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
23	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
24	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
24	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
25	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
25	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG
26	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG
26	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG
27	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
27	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG
28	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
28	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
29	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG
29	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG
30	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG
30	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG
31	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG
31	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG
32	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG
32	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG
33	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
33	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
34	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG
34	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG
35	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
35	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
36	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG
36	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG
37	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
37	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
38	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG
38	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG
39	equal
40	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG
40	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG
41	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
41	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG
42	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
42	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
43	equal
44	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
44	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG
45	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
45	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
46	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
46	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
47	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
47	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
48	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
48	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG
49	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
49	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG
50	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
50	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
51	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1336.JPG
51	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0677.JPG
52	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG
52	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG
53	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG
53	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG
54	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
54	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
55	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
55	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0767.JPG
56	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
56	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
57	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0744.JPG
57	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1346.JPG
58	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1353.JPG
58	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0728.JPG
59	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1334.JPG
59	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0712.JPG
60	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG
60	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG
61	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0731.JPG
61	https://contribua.org/bairros/oeste/liberdade/Centro B/SAM_0764.JPG
62	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
62	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
63	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1355.JPG
63	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0738.JPG
64	https://contribua.org/bairros/oeste/liberdade/Centro B/IMG_1360.JPG
64	https://contribua.org/bairros/oeste/liberdade/Centro A/SAM_0669.JPG
