#,Pesquisador,Rua pesquisada,Cidade de origem,Loja:,Trabalha na área?,Quanto gastou em compras?,Em que estágio das compras o Sr./a Sra está?,Meio de transporte usado para chegar ao centro,"Se veio de carro, onde estacionou o carro?",Pedestres,Faixa de circulação de veículos,Estacionamento,Espaços Públicos,Arborização,Mobiliário Urbano,Em que ano o Sr./a Sra nasceu?,Qual sua renda familiar?,Sexo:,Start Date (UTC),Submit Date (UTC),Network ID
92c72565084081c4228e76a2fe222e6d,Bruna Pontes,Peregrino de Carvalho,Campina Grande,N,0,Não comprou,Não está comprando,Carro,Na rua zona azul,5,2,2,5,5,5,1992,"2 SM (R$1.576,00)",Feminino,2015-12-14 18:57:16,2015-12-14 19:00:12,50b5f29429
887410637d792dba47d5537ac81a0f80,bia,Peregrino de Carvalho,Campina Grande,cdl,0,"R$101,00 - R$200,00",No meio,Carro,Estacionamento privado,5,3,1,5,5,5,1959,"Até 1 SM (R$788,00)",Feminino,2015-12-14 18:57:34,2015-12-14 19:01:50,d230fa20b1
eed14b5071d630f8c64785bd3a989529,Carol,Peregrino de Carvalho,Esperança ,Jet Set,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,5,3,5,3,1986,"Salário comercial (R$876,00)",Masculino,2015-12-14 18:59:56,2015-12-14 19:04:35,0fc986cd04
c8f8205b83ecd140bf5b43c14beee337,Bruna Pontes,Peregrino de Carvalho,Campina Grande,Sim,0,"R$101,00 - R$200,00",No meio,Ônibus,Não veio de carro,5,5,5,5,5,3,1989,"Salário comercial (R$876,00)",Masculino,2015-12-14 19:00:20,2015-12-14 19:04:15,50b5f29429
5e61b7b9b9d228c51e7c0e96c3c4982f,Marihana,Peregrino de Carvalho,Campina Grande,N,1,Não comprou,No meio,Ônibus,Não veio de carro,4,3,1,5,5,4,1993,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-12-14 19:00:45,2015-12-14 19:04:16,4556c847f7
58058a2bfed43ac1c2efc2f13e8bb861,bia,Peregrino de Carvalho,Campina Grande,n,0,Não comprou,Não está comprando,Carro,Estacionamento privado,5,3,1,5,5,5,1990,"Até 1 SM (R$788,00)",Masculino,2015-12-14 19:01:56,2015-12-14 19:03:50,d230fa20b1
b3230cbf2a26fa8c5a0ee56ff3b55dde,bia,Peregrino de Carvalho,Campina Grande,todas,0,"R$1,00 - R$50,00",Já comprou tudo,Carro,Estacionamento privado,5,3,1,5,5,5,1958,"Até 1 SM (R$788,00)",Masculino,2015-12-14 19:03:58,2015-12-14 19:08:58,d230fa20b1
654867bf2c41566ace7185e215121cba,Bruna Pontee,Peregrino de Carvalho,Souza,A hora do rango,1,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,4,2,1,3,5,5,1952,"3 SM (R$2.364,00)",Feminino,2015-12-14 19:04:21,2015-12-14 19:28:30,50b5f29429
bd4cd6db5ae57d0f6cc1bb757b9b3cda,Marihana,Peregrino de Carvalho,Sao paulo ,Banco,1,Não comprou,Não está comprando,Carro,Na rua,4,2,5,5,5,5,1982,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-12-14 19:04:28,2015-12-14 19:25:38,4556c847f7
f2bd3f4f22e1b9660f9244026055d5da,Carol,Peregrino de Carvalho,Campina Grande,C&a ,0,"R$101,00 - R$200,00",No meio,Carro,Na rua zona azul,5,3,5,5,5,5,1978,"3 SM (R$2.364,00)",Masculino,2015-12-14 19:04:49,2015-12-14 19:26:26,0fc986cd04
cc1098d85afc775e575198b59f10a0a4,bia,Peregrino de Carvalho,Pernambuco ,n,0,Não comprou,Não está comprando,Carro,Estacionamento privado,4,3,3,5,4,5,1972,"3 SM (R$2.364,00)",Feminino,2015-12-14 19:11:41,2015-12-14 19:17:10,d230fa20b1
01087694faa5be17ae48aa5df4505997,bia,Peregrino de Carvalho,Pernambuco ,nn,0,Não comprou,Não está comprando,Carro,Estacionamento privado,5,4,2,4,5,5,1946,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-12-14 19:17:23,2015-12-14 19:21:11,d230fa20b1
73daa86492d5ff11d5650fd9c606fd84,bia,Peregrino de Carvalho,Campina Grande,todas ,0,"R$1,00 - R$50,00",No meio,Carro,Carona ida e volta,5,5,5,5,5,5,1965,Não quis informar,Feminino,2015-12-14 19:21:32,2015-12-14 19:26:17,d230fa20b1
451f4cdd353bd57805b7ccb56958f72a,Hanna,Peregrino de Carvalho,Galante,Nao,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,3,5,5,3,1991,"Salário comercial (R$876,00)",Feminino,2015-12-14 19:26:19,2015-12-14 19:31:53,4556c847f7
2cc0ab12fa75564c1520c6d5861242e6,bia,Peregrino de Carvalho,João pessoa,nn,0,Não comprou,Não está comprando,Carro,Estacionamento privado,5,4,5,5,5,5,1973,"Mais de 10 SM (>R$7.880,00)",Masculino,2015-12-14 19:26:24,2015-12-14 19:30:09,d230fa20b1
52491ee90006f3e79d0e34b7fb920429,Carol,Peregrino de Carvalho,Campina Grande,Não ,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,3,3,1,5,5,5,1987,"Até 1 SM (R$788,00)",Masculino,2015-12-14 19:27:29,2015-12-14 19:30:24,3eaf58a935
8cda2a73ac2abe3cd9a47afb448acdd3,bia ,manoel cavalcante,Campina Grande,paloma tecidos,0,"R$201,00 - R$500,00",Já comprou tudo,Ônibus,Não veio de carro,5,1,2,4,5,5,1988,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-12-14 19:30:19,2015-12-14 19:49:29,d230fa20b1
0236a61181cfdff94bce4014e5bb4dd6,Hanna,Peregrino de Carvalho,Campina Grande,Casa de couros,0,"R$1,00 - R$50,00",No meio,Ônibus,Não veio de carro,5,5,1,5,5,5,1957,Não quis informar,Feminino,2015-12-14 19:32:00,2015-12-14 19:38:43,4556c847f7
70b01b0f83683b1952739bbb75874986,Hanna,Manoel cavalcante belo,Jp,Nao,1,Não comprou,Não está comprando,Carro,Na rua zona azul,4,3,1,5,5,5,1981,"2 SM (R$1.576,00)",Masculino,2015-12-14 19:38:51,2015-12-14 19:51:30,4556c847f7
47d41f11d3880ef87930f34bc57dcf74,Carol,Manoel Cavalcante Belo,Campina Grande,Marisa,1,Não comprou,Nem começou,A pé,Não veio de carro,5,1,1,5,5,5,1993,"2 SM (R$1.576,00)",Masculino,2015-12-14 19:46:18,2015-12-14 19:49:19,83f32f2795
d39a9203d655d7d935e388a89b629f90,Carol,Venâncio Neiva,Campina Grande,Não ,1,Não comprou,Não está comprando,Carro,Na rua zona azul,5,3,4,3,5,3,1981,"Até 1 SM (R$788,00)",Feminino,2015-12-14 19:51:22,2015-12-14 19:56:50,83f32f2795
b0203ced85af13ccc29a71b7fb4e41e3,Hanna,Venâncio Neiva,Caturite,Aluisio calcados plast fest,0,"R$1,00 - R$50,00",No meio,Ônibus,Não veio de carro,5,3,1,4,5,5,1997,"Até 1 SM (R$788,00)",Feminino,2015-12-14 19:54:48,2015-12-14 19:58:29,4556c847f7
860ef7544e8d7df5ee9761a62627863a,Hanna,Semeao leal,Campina Grande,Chipper,1,"R$1,00 - R$50,00",Não está comprando,A pé,Não veio de carro,5,3,2,2,5,5,1993,"2 SM (R$1.576,00)",Masculino,2015-12-14 19:58:50,2015-12-14 20:05:32,4556c847f7
c2d957a81f143dd2c4ab2a93e53b6c19,Carol,Semeão Leal,Campina Grande,Nao,1,Não comprou,Não está comprando,Caminhão ,Setor de carga e descarga,3,5,5,5,5,5,1975,"Salário comercial (R$876,00)",Masculino,2015-12-14 19:59:40,2015-12-14 20:03:48,83f32f2795
02cc45b9c6975fa456347b26de90003d,Carol,Venâncio Neiva,Campina Grande,Importado ,1,"R$1,00 - R$50,00",Já comprou tudo,Moto,Na rua zona azul,5,5,5,5,5,5,1994,"Salário comercial (R$876,00)",Feminino,2015-12-14 20:04:41,2015-12-14 20:07:58,83f32f2795
702fbaf11045a7a30b9de5682d82f93e,Hanna,Semeao leal,Campina Grande,Nao,1,"R$1,00 - R$50,00",No meio,Ônibus,Não veio de carro,4,3,1,4,5,4,1997,"Salário comercial (R$876,00)",Masculino,2015-12-14 20:05:55,2015-12-14 20:09:34,4556c847f7
2c7b80cd94ec8c9155ed2b8e1f3d9924,bia,semeao leal,Campina Grande,nn,1,Não comprou,Não está comprando,Moto,Estacionamento privado,5,4,5,5,5,5,1981,"2 SM (R$1.576,00)",Feminino,2015-12-16 18:41:23,2015-12-16 18:45:03,73e0edb768
2cd3640a755369cd1cc703bd9105a2de,Hanna,Semeao leal,Campina Grande,Ótica iris,0,"R$51,00 - R$100,00",Já comprou tudo,Ônibus,Não veio de carro,5,3,2,5,5,5,1950,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-12-16 18:41:38,2015-12-16 18:48:21,37f58b59b1
758ef8f4cafd9de1517e5ee418f6fe2f,bia,semeao leal,Campina Grande,nn,1,Não comprou,Não está comprando,A pé,Não veio de carro,5,5,1,3,4,5,1964,"Até 1 SM (R$788,00)",Masculino,2015-12-16 18:45:11,2015-12-16 18:49:04,21e2f28874
84e70c137261e8fa45ff918370a90f58,Hanna,Semeai leal,Serra redonda,Cea,0,"R$101,00 - R$200,00",No meio,Ônibus,Não veio de carro,5,5,5,5,5,5,1993,"Até 1 SM (R$788,00)",Feminino,2015-12-16 18:48:49,2015-12-16 18:52:23,37f58b59b1
ce5d6fc35242f2a1650247fe915225e1,bia ,semeao leal,lagoa de roça,n,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,4,2,2,3,4,5,1994,"Até 1 SM (R$788,00)",Feminino,2015-12-16 18:49:17,2015-12-16 18:52:34,73e0edb768
e9e7d47cfbb5fd6ed765031c7a1f426b,Hanna,Semeado leal,Campina Grande,Espaço verde,0,"R$1,00 - R$50,00",No meio,Carro,Carona apenas ida,5,3,2,5,5,5,1963,"Até 1 SM (R$788,00)",Feminino,2015-12-16 18:52:37,2015-12-16 18:57:43,37f58b59b1
a38abdff1e946907c8ea962161bceb84,bia,semeao leal,Aroeiras ,farmacia,0,"R$101,00 - R$200,00",Já comprou tudo,Carro,Na rua zona azul,5,5,5,5,5,5,1963,"3 SM (R$2.364,00)",Masculino,2015-12-16 18:52:42,2015-12-16 18:55:59,73e0edb768
c379d7eebc8242992007c36aa85517be,bia,semeao leal,Campina Grande,nn,1,Não comprou,Não está comprando,Carro,Na rua zona azul,5,5,5,4,5,5,1974,"2 SM (R$1.576,00)",Masculino,2015-12-16 18:56:12,2015-12-16 19:02:11,73e0edb768
9b42b86f78ccd3a07016d39b0db6cd90,Hanna,Semeado leal,Campina Grande,Center joias,1,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,4,4,5,1,1,4,1993,"2 SM (R$1.576,00)",Masculino,2015-12-16 18:57:56,2015-12-16 19:01:56,37f58b59b1
05d6a7c6b3c365e7200418bbeda60ba6,Hanna,Semeao leal,Campina Grande,Denilo bijuterias ,0,"R$51,00 - R$100,00",Já comprou tudo,Moto,Na rua,5,5,3,5,5,5,1984,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-12-16 19:02:18,2015-12-16 19:06:59,37f58b59b1
dd01744765e04db20f3f8478844e2c07,bia,bia,Campina Grande,todas,0,Não comprou,Nem começou,Ônibus,Não veio de carro,4,5,1,1,3,5,1997,Não quis informar,Feminino,2015-12-16 19:02:35,2015-12-16 19:06:53,73e0edb768
2d4cde78f4bcb2fad8e6cc0fc1b8e2d4,bia,semeao leal,lago seca,nn,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,5,5,5,5,1990,Não quis informar,Feminino,2015-12-16 19:07:01,2015-12-16 19:09:31,73e0edb768
8dab7d496caea5267ea8901392f9ef13,Hanna,Semeão leal,Campina Grande,Lojas do colegial,1,"R$1,00 - R$50,00",No meio,Moto,Carona apenas ida,5,3,5,5,1,5,1983,"3 SM (R$2.364,00)",Feminino,2015-12-16 19:07:09,2015-12-16 19:11:31,37f58b59b1
b97c96e54e148f456c18a75ad2ee2d04,bia,semeai leal,Campina Grande,nn,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,3,5,3,5,1974,"2 SM (R$1.576,00)",Feminino,2015-12-16 19:09:44,2015-12-16 19:13:04,73e0edb768
fc39cbc9f980cc4db25adf4c93901ce2,bia,semeao leal,Campina Grande,nn,0,Não comprou,Não está comprando,alternativo,Não veio de carro,5,3,5,5,1,5,1974,"Até 1 SM (R$788,00)",Feminino,2015-12-16 19:13:49,2015-12-16 19:18:31,73e0edb768
af0bd5ce5e9c050c0b6751ce55412aa9,Hanna,Semeao leal,Campina Grande,Vila rica,0,"R$101,00 - R$200,00",Já comprou tudo,Carro,Na rua zona azul,4,3,5,5,5,5,1990,Não quis informar,Feminino,2015-12-16 19:17:00,2015-12-16 19:20:49,37f58b59b1
befe10f2876a05845523b84b8888574c,bia,semeai leal,Campina Grande,aviamentos ,0,Não comprou,Nem começou,Carro,Carona ida e volta,5,5,5,5,5,5,1973,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-12-16 19:18:38,2015-12-16 19:22:27,73e0edb768
81bec4ca5c2b49b850676cd30425426e,Hanna,Semeao leal,Campina Grande,N,1,Não comprou,Não está comprando,Carro,Estacionamento privado,4,4,4,5,4,4,1974,"3 SM (R$2.364,00)",Masculino,2015-12-16 19:21:02,2015-12-16 19:25:35,37f58b59b1
ed24fb6442b4c2966d0b2fd866c9024b,bia,eufrosino,Campina Grande,nn,0,Não comprou,Não está comprando,Carro,Carona ida e volta,5,1,5,5,5,5,1979,"2 SM (R$1.576,00)",Feminino,2015-12-16 19:22:36,2015-12-16 19:31:49,73e0edb768
1c025c7671db73f2bb6491b81e0384c6,Hanna,Eufrosino,Campina Grande,Micanga,0,"R$1,00 - R$50,00",No meio,Ônibus,Não veio de carro,5,1,1,4,4,5,1962,"Até 1 SM (R$788,00)",Feminino,2015-12-16 19:25:59,2015-12-16 19:33:39,37f58b59b1
00dd9f21119d96883a4f288d460ec018,bia,eufrosino,Campina Grande,nn,1,Não comprou,Não está comprando,Carro,Estacionamento privado,5,1,1,5,1,5,1968,Não quis informar,Feminino,2015-12-16 19:31:55,2015-12-16 19:35:03,73e0edb768
05b7755d916f96ebc6d6dbe1ca0a6215,Hanna,Eufrosino ,São José da mata,N,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,4,1,1,5,4,3,1978,"Até 1 SM (R$788,00)",Feminino,2015-12-16 19:33:51,2015-12-16 19:37:44,37f58b59b1
d8befe9c7c1bf621823b28f2affa654a,bia,eufrosino,Campina Grande,n,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,1,1,5,5,5,1956,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-12-16 19:35:12,2015-12-16 19:37:58,73e0edb768
6cd4bcc9d443fc6612fc12407586b69a,Hanna,Eufrosino ,Campina Grande,N,0,Não comprou,Não está comprando,A pé,Não veio de carro,5,4,4,5,5,5,1978,"Até 1 SM (R$788,00)",Feminino,2015-12-16 19:37:51,2015-12-16 19:42:29,37f58b59b1
463395c2780559db48b210eee30463f3,bia,eufrosino,Campina Grande,n,1,Não comprou,Não está comprando,Carro,Na rua,5,1,1,5,3,5,1974,"2 SM (R$1.576,00)",Masculino,2015-12-16 19:38:06,2015-12-16 19:41:51,73e0edb768
1ca1bc83a781ac2485dc46e2bbb07eee,bia,eufrosino,Campina Grande,n,1,Não comprou,Não está comprando,alternativo,Não veio de carro,5,1,1,5,1,5,1992,Não quis informar,Feminino,2015-12-16 19:41:59,2015-12-16 19:44:54,73e0edb768
6cca1b11ad687aa318d75771e127a2b5,Hanna,Eufrosino ,Campina Grande,Amarelia,0,"R$101,00 - R$200,00",Já comprou tudo,Ônibus,Não veio de carro,5,1,1,5,4,5,1943,"2 SM (R$1.576,00)",Feminino,2015-12-16 19:43:06,2015-12-16 19:50:27,37f58b59b1
7c375d43ec52db23d0e00607624d1604,Hanna,Eufrosino ,Campina Grande,Marisa,0,"R$201,00 - R$500,00",Já comprou tudo,Carro,Carona apenas ida,5,1,1,5,5,5,1962,"2 SM (R$1.576,00)",Feminino,2015-12-16 19:51:39,2015-12-16 19:56:20,37f58b59b1
5b63ca65a6bf6a4079259ef20f5f5368,Hanna,Eufrosino ,Campina Grande,Farmácia ,0,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,5,1,1,5,5,5,1956,Não quis informar,Feminino,2015-12-16 19:56:33,2015-12-16 20:00:59,37f58b59b1
91335d70e1411657e7880b0bb383dfec,Hanna,Marquês do Herval,Campina Grande,Eca maluketii,0,Não comprou,Nem começou,Moto,Carona apenas ida,5,5,4,5,5,5,1971,"Até 1 SM (R$788,00)",Feminino,2015-12-23 18:37:12,2015-12-23 19:01:49,16408b5998
234e27535bb4a3b0c83aed74e71e0dbe,Aída,Marquês do Herval,Puxinana,,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,3,1,3,5,5,1986,"3 SM (R$2.364,00)",Masculino,2015-12-23 18:44:09,2015-12-23 19:00:06,16408b5998
a53942615c1b9a9f4cb9dfdd85d78e0b,Rodolfo,Marquês do Herval,Campina Grande,Cea,0,"R$201,00 - R$500,00",Já comprou tudo,Carro,Carona ida e volta,5,4,3,4,5,5,1989,"3 SM (R$2.364,00)",Feminino,2015-12-23 18:58:06,2015-12-23 19:03:32,69f5571262
af1fe1f3665cebd0efe71d48f5111591,Aída,Marquês do Herval,Campina Grande,Marisa,0,"R$101,00 - R$200,00",Já comprou tudo,Carro,Carona ida e volta,3,3,2,2,3,5,1995,Sem renda,Feminino,2015-12-23 19:00:21,2015-12-23 19:03:35,b1446c2600
4b8049048c9e1db79a2df8571333cdf0,Hanna,Marquês do Herval,Campina Grande,Colombo,0,"R$101,00 - R$200,00",Já comprou tudo,Ônibus,Não veio de carro,5,4,5,5,5,5,1973,"2 SM (R$1.576,00)",Masculino,2015-12-23 19:02:20,2015-12-23 19:05:43,4c9decca0f
052b16692ea20bf42418884b0839ee96,Rodolfo,Marquês do Herval,Campina Grande,Lá em casa,0,">R$500,00",No meio,Carro,Estacionamento privado,4,5,5,3,5,5,1994,Sem renda,Masculino,2015-12-23 19:04:14,2015-12-23 19:09:31,69f5571262
6a9d874733ed31e304e41c8c37fb0501,Aída,Marquês do Herval,Campina Grande,,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,5,5,3,5,1994,"Até 1 SM (R$788,00)",Masculino,2015-12-23 19:05:22,2015-12-23 19:08:29,b1446c2600
494d5f7d93e338908fcd1f43b301debc,Hanna,Marquês do Herval,Campina Grande,Casas bahia,1,">R$500,00",Já comprou tudo,Carro,Estacionamento privado,5,3,1,5,5,5,1964,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Feminino,2015-12-23 19:05:51,2015-12-23 19:10:28,4c9decca0f
5b98f8f3fdb7d2a6b35c3d2f2dcf78b3,Aída,Marquês do Herval,Campina Grande,Esplanada,0,Não comprou,Nem começou,Ônibus,Não veio de carro,5,3,5,4,5,5,1965,"Até 1 SM (R$788,00)",Feminino,2015-12-23 19:08:41,2015-12-23 19:11:14,b1446c2600
2379ee92427241f2b57a2ba3895b7a0d,Hanna,Marquês do Herval,Boa vista,Thiago ,0,Não comprou,Nem começou,Ônibus,Não veio de carro,5,3,3,5,4,5,1992,"Até 1 SM (R$788,00)",Feminino,2015-12-23 19:10:43,2015-12-23 19:14:36,4c9decca0f
ed0df424c3b9613127bcc27fa9a6788a,Aída,Marquês do Herval,Campina Grande,Botucario,0,"R$1,00 - R$50,00",Já comprou tudo,Carro,Na rua zona azul,4,3,3,3,4,5,1962,"3 SM (R$2.364,00)",Feminino,2015-12-23 19:14:02,2015-12-23 19:15:58,b1446c2600
9d384ccbde142eca711cc02b1ab63c6f,Hanna,Marquês do Herval,Campina Grande,Tudo é 10,0,"R$1,00 - R$50,00",Já comprou tudo,Carro,Estacionamento privado,5,5,5,5,5,5,1985,"2 SM (R$1.576,00)",Feminino,2015-12-23 19:14:42,2015-12-23 19:18:07,4c9decca0f
a3f479147c5d8b93d6edf0cf8a5d24ed,Rodolfo,Marquês do Herval,Boa vista,Carajás,0,Não comprou,Não está comprando,Alternativo,Não veio de carro,5,3,4,3,5,4,1994,Não quis informar,Feminino,2015-12-23 19:15:00,2015-12-23 19:16:28,69f5571262
d2ed99613c683703ec58c98a49212fef,Aída,Marquês do Herval,Spa,Magazine luiza,0,Não comprou,Não está comprando,A pé,Não veio de carro,5,1,5,5,5,5,1987,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-12-23 19:16:16,2015-12-23 19:21:12,b1446c2600
81f61a90774ebd637daef6fc071607c1,Rodolfo,Marquês do Herval,Campina Grande,Cea,0,">R$500,00",Já comprou tudo,Mototaxi,Não veio de carro,2,5,5,5,5,3,1976,"Mais de 10 SM (>R$7.880,00)",Masculino,2015-12-23 19:17:08,2015-12-23 19:20:01,69f5571262
ad87c5c22aa5dac53b7c2d88074de65f,Hanna,Marquês do Herval,Campina Grande,N,1,Não comprou,Nem começou,Ônibus,Não veio de carro,5,5,2,5,5,5,1964,"2 SM (R$1.576,00)",Masculino,2015-12-23 19:18:14,2015-12-23 19:22:30,4c9decca0f
a1e9452b51ae72ec4ac93316d261e0f6,Rodolfo,Marquês do Herval,Boa vista,Campina veículos,0,Não comprou,No meio,Carro,Estacionamento privado,5,5,5,5,1,5,1940,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-12-23 19:20:28,2015-12-23 19:26:18,69f5571262
07a90ebcca9178d3f7d83be7cbc3d1ac,Hanna,Marquês do Herval,Boa vista,N,0,"R$51,00 - R$100,00",Não está comprando,Carro,Estacionamento privado,5,5,5,5,5,5,1979,Não quis informar,Masculino,2015-12-23 19:22:39,2015-12-23 19:26:08,4c9decca0f
c63eb922f2df7802f2e08e0511e50d44,Aída,Marquês do Herval,Campina Grande,Cea ,0,"R$51,00 - R$100,00",Já comprou tudo,Ônibus,Não veio de carro,5,4,5,5,5,4,1957,"2 SM (R$1.576,00)",Feminino,2015-12-23 19:25:04,2015-12-23 19:27:26,b1446c2600
12c178f56ae072b95a07342d6652eced,Hanna,Marquês do Herval,Recife,N,0,Não comprou,Nem começou,A pé,Não veio de carro,3,4,3,3,5,4,1957,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-12-23 19:26:31,2015-12-23 19:31:24,4c9decca0f
69dec9a9531b58e00e2399e45e6c7626,Hanna,Irineu Joffily,Campina Grande,N,1,Não comprou,Não está comprando,Carro,Praça de taxi ,3,2,1,3,1,1,1960,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-12-23 19:31:36,2015-12-23 19:42:07,4c9decca0f
9a6d44366ad76c2389f4a593c186a0c6,Aída,Irineu Joffily,Campina Grande,Nobel ,0,"R$51,00 - R$100,00",No meio,Carro,Na rua,5,5,5,3,5,5,1990,Sem renda,Masculino,2015-12-23 19:38:27,2015-12-23 19:40:07,b1446c2600
184742314c29ed37785041b7495343b7,Rodolfo,Irineu Joffily,Campina Grande,Boticário,0,Não comprou,,Carro,Estacionamento privado,4,4,5,5,5,5,1993,"3 SM (R$2.364,00)",Masculino,2015-12-23 19:39:09,2015-12-23 19:44:13,69f5571262
bd2fb97d17c878b44a5371f42128d144,Aída,Irineu Joffily,Lagoa seca,Paradise ,0,"R$51,00 - R$100,00",No meio,Ônibus,Não veio de carro,5,5,3,5,5,5,1992,Sem renda,Feminino,2015-12-23 19:40:17,2015-12-23 19:43:52,b1446c2600
d4b8346c1c2be1769e7e281cf079f9c1,Hanna,Irineu Joffily,Campina Grande,N,0,Não comprou,Não está comprando,A pé,Não veio de carro,5,4,5,3,5,5,1997,"3 SM (R$2.364,00)",Masculino,2015-12-23 19:42:19,2015-12-23 19:46:31,4c9decca0f
58aad5b47bfa196eea72fcbf843102e6,Aída,Irineu Joffily,Campina Grande,,0,Não comprou,Não está comprando,A pé,Não veio de carro,5,5,5,5,5,5,1971,"Salário comercial (R$876,00)",Masculino,2015-12-23 19:44:06,2015-12-23 19:47:36,b1446c2600
18b2d3f0e6d50f1732cd69039dfc6e95,Rodolfo,Irineu Joffily,Campina Grande,Ainda nao,0,Não comprou,Nem começou,A pé,Não veio de carro,5,1,3,3,5,5,1979,"2 SM (R$1.576,00)",Feminino,2015-12-23 19:44:35,2015-12-23 19:48:12,69f5571262
55c93766aaebbf056199fb1be5ad7886,Hanna,Irineu Joffily,Campina Grande,Paraíso dos alumínios ,0,"R$1,00 - R$50,00",No meio,Carro,Na rua zona azul,5,5,5,5,5,5,1971,"Mais de 10 SM (>R$7.880,00)",Feminino,2015-12-23 19:46:37,2015-12-23 19:50:33,4c9decca0f
8d9a88b8dff0b551cd0b3bda4d07b00a,Aída,Irineu Joffily,Campina Grande,Cea ,1,Não comprou,Já comprou tudo,Moto,Na rua zona azul,5,3,5,5,5,5,1996,"Salário comercial (R$876,00)",Masculino,2015-12-23 19:47:54,2015-12-23 19:49:46,b1446c2600
936828747cdbaf90016138ea6095e5f7,Rodolfo,Irineu Joffily,Campina Grande,Jetset,0,"R$201,00 - R$500,00",No meio,Carro,Na rua,5,4,1,4,5,5,1996,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-12-23 19:48:29,2015-12-23 19:50:45,69f5571262
6fd4edaf6c3b956c127cd643ac87ea9e,Aída,Irineu Joffily,Campina Grande,Copiadora,0,"R$1,00 - R$50,00",No meio,Carro,Na rua,5,2,2,5,5,5,1993,Sem renda,Masculino,2015-12-23 19:49:59,2015-12-23 19:51:58,b1446c2600
1b295283d9a5497aa7b934d7483451ed,Hanna,Irineu Joffily,Cachoeirinha ,Arezzo,0,"R$101,00 - R$200,00",No meio,Ônibus,Não veio de carro,5,1,1,4,4,5,1994,Não quis informar,Feminino,2015-12-23 19:50:40,2015-12-23 19:54:03,4c9decca0f
eec8a1444789cb117acdec63d621375f,Rodolfo,Irineu Joffily,Campina Grande,Tropeiros,0,"R$1,00 - R$50,00",Já comprou tudo,A pé,Não veio de carro,3,5,5,4,5,3,1990,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-12-23 19:51:03,2015-12-23 19:53:56,69f5571262
f2ffa00a96f8e281ff276503831d7a34,Aída,Irineu Joffily,Campina Grande,Cea ,0,Não comprou,Já comprou tudo,Carro,Carona apenas ida,5,5,5,3,3,5,1996,"3 SM (R$2.364,00)",Masculino,2015-12-23 19:52:09,2015-12-23 19:56:40,b1446c2600
6ae691797d5261653365ce11169ea35b,Hanna,Irineu Joffily,Campina Grande,C e a ,0,"R$1,00 - R$50,00",No meio,Ônibus,Não veio de carro,5,5,5,5,5,4,1997,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Feminino,2015-12-23 19:54:17,2015-12-23 19:57:01,4c9decca0f
e0b67154cbb4b5d13b0b81f8e30d86ed,Aída,Irineu Joffily,Campina Grande,,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,3,5,5,4,5,5,1981,"2 SM (R$1.576,00)",Masculino,2015-12-23 19:57:06,2015-12-23 20:02:42,b1446c2600
975675512e1809917b099cdf0d33725b,Hanna,Irineu Joffily,Solanea,Evenus,0,"R$201,00 - R$500,00",No meio,Ônibus,Não veio de carro,5,3,5,5,5,5,1990,Não quis informar,Feminino,2015-12-23 19:57:14,2015-12-23 20:00:42,4c9decca0f
027e24cfd8c5d020a4272775674a17b8,Rodolfo,Irineu Joffily,Campina Grande,Ipanema tecidos,0,"R$1,00 - R$50,00",Já comprou tudo,Carro,Na rua,5,3,1,5,5,5,1990,"8 a 10 SM (R$6.305,00 - R$7.880,00)",Feminino,2015-12-23 19:57:31,2015-12-23 20:00:43,69f5571262
