#,Pesquisador,Rua pesquisada,Cidade de origem,Loja:,Trabalha na área?,Quanto gastou em compras?,Em que estágio das compras o Sr./a Sra está?,Meio de transporte usado para chegar ao centro,"Se veio de carro, onde estacionou o carro?",Pedestres,Faixa de circulação de veículos,Estacionamento,Espaços Públicos,Arborização,Mobiliário Urbano,Em que ano o Sr./a Sra nasceu?,Qual sua renda familiar?,Sexo:,Start Date (UTC),Submit Date (UTC),Network ID
097416870a47f5a06f4a515f9c58b9b6,bia,Peregrino de Carvalho,Campina Grande,farmacia,0,"R$101,00 - R$200,00",Já comprou tudo,Ônibus,Não veio de carro,5,5,1,5,5,4,1971,"2 SM (R$1.576,00)",Masculino,2015-09-04 17:42:13,2015-09-04 18:37:56,a239c4567e
1b1b59f1434e7c8f536a446fb577b4f5,Hanna,Peregrino de Carvalho,Rio de janeiro,Luís tecidos farmácia do trabalhador cdm,0,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,5,1,1,5,5,3,1968,"Até 1 SM (R$788,00)",Feminino,2015-09-04 18:34:10,2015-09-04 18:37:56,b212e36a90
1b111b023906ef4da833e33e64e2dccf,Marihana,Peregrino de Carvalho,Campina Grande,fiteiro ,1,Não comprou,Não está comprando,Moto,Carona ida e volta,5,1,1,1,5,1,1953,"Até 1 SM (R$788,00)",Feminino,2015-09-04 18:36:49,2015-09-04 18:40:30,e4b92754a7
b9d57891edb44c0c8304882e34ef0414,Hanna,Peregrino de Carvalho,Campina Grande,CEA,0,Não comprou,Nem começou,Ônibus,Não veio de carro,4,4,5,2,4,5,1997,"2 SM (R$1.576,00)",Feminino,2015-09-04 18:38:28,2015-09-04 18:42:21,b212e36a90
37efc42ceee1d16ed4656206b9a2fef0,Marihana,Peregrino de Carvalho,Campina Grande,Emanueli roupa,0,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,3,3,1,1,5,1,1961,"Até 1 SM (R$788,00)",Feminino,2015-09-04 18:40:54,2015-09-04 18:45:03,e4b92754a7
125dd625c61274112166d1c48a800368,Hanna,Peregrino de Carvalho,Campina Grande,Banco do brasil,0,Não comprou,Não está comprando,Carro,Na rua zona azul,3,3,5,3,3,5,1995,Sem renda,Feminino,2015-09-04 18:42:45,2015-09-04 18:46:59,b212e36a90
9ee3d1a7acd0cff38cb328f11cab30bc,Hanna,Peregrino de Carvalho,Juazeirinho,Casa do colegial,0,"R$101,00 - R$200,00",No meio,Alternativo,Carona volta,4,3,3,2,4,4,1974,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-09-04 18:48:12,2015-09-04 18:55:48,b212e36a90
df0c0da1956f77c48e8400f42f7881c2,bia,Peregrino de Carvalho,monteiro,nao estava comprando,0,Não comprou,Não está comprando,Carro,Carona ida e volta,3,3,4,5,3,3,1968,Não quis informar,Feminino,2015-09-04 18:48:31,2015-09-04 18:53:02,a239c4567e
7dad022cb668c3c4fd0f9f3b2b45194a,bia,Peregrino de Carvalho,Campina Grande,loja de eletrônico ,0,"R$51,00 - R$100,00",Já comprou tudo,Carro,Estacionamento privado,4,4,2,4,4,4,1942,Não quis informar,Masculino,2015-09-04 18:53:18,2015-09-04 19:01:48,a239c4567e
9d96691c8574d6e6d7ffb0d9fa9bf661,Hanna,Peregrino de Carvalho,Catolé de boa vista,Ainda não,0,Não comprou,Não está comprando,Alternativo,Não veio de carro,5,5,5,3,5,5,1988,Não quis informar,Feminino,2015-09-04 18:56:06,2015-09-04 19:00:30,b212e36a90
f645c868e5f858c7de1c200b9b83f451,Hanna,Peregrino de Carvalho,Campina Grande,Campina importados,1,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,5,5,5,5,5,5,1974,"Até 1 SM (R$788,00)",Feminino,2015-09-04 19:00:49,2015-09-04 19:05:33,b212e36a90
28cfe0898884edb87b963d956826d670,bia,Peregrino de Carvalho,Campina Grande,loja de sapatos,0,"R$51,00 - R$100,00",No meio,Ônibus,Não veio de carro,4,5,4,4,5,2,1963,"Até 1 SM (R$788,00)",Feminino,2015-09-04 19:02:21,2015-09-04 19:05:53,a239c4567e
db6e1d991174a43dcd90614f32df8f8c,Hanna,Peregrino de Carvalho,Boa vista,Não,0,Não comprou,Não está comprando,Alternativo,Não veio de carro,5,5,5,3,5,5,1976,"Até 1 SM (R$788,00)",Masculino,2015-09-04 19:06:31,2015-09-04 19:19:38,b212e36a90
bfc2338d13398fcd41e9d9d79a0f52c4,bia,Peregrino de Carvalho,boa vista ,brasil atacado,0,"R$1,00 - R$50,00",Já comprou tudo,alternativo ,Não veio de carro,5,4,1,5,4,5,1981,"2 SM (R$1.576,00)",Masculino,2015-09-04 19:16:30,2015-09-04 19:20:35,a239c4567e
ca4c7260e6087b0d1917e76d43167e01,Hanna,Peregrino de Carvalho,Campina Grande,Sorverteria. Feirinha de frutas,0,"R$1,00 - R$50,00",Já comprou tudo,Carro,Estacionamento privado,5,5,5,5,5,5,1982,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Feminino,2015-09-04 19:19:55,2015-09-04 19:25:32,b212e36a90
b162d1e176021033e323d350f90c05c5,bia,Peregrino de Carvalho,Campina Grande,salao de beleza,0,"R$1,00 - R$50,00",Já comprou tudo,Carro,Estacionamento privado,5,2,2,5,4,5,1974,Não quis informar,Feminino,2015-09-04 19:21:36,2015-09-04 19:27:06,a239c4567e
653cdbc40c2867d3fa24380c7fc70f0b,Hanna,Peregrino de Carvalho,Jp,Loja esportiva,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,5,5,5,5,1994,"2 SM (R$1.576,00)",Feminino,2015-09-04 19:25:46,2015-09-04 19:30:08,b212e36a90
dba4ba469d5e1f848f683e7c1adbdad9,bia,Peregrino de Carvalho,Campina Grande,shopping das midias,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,4,5,5,5,1971,"Até 1 SM (R$788,00)",Masculino,2015-09-04 19:27:21,2015-09-04 19:31:18,a239c4567e
c84db54424e18e5bb235dcb708285d87,Hanna,Peregrino de Carvalho,Areia,Tell passo Aluísio,0,"R$51,00 - R$100,00",Já comprou tudo,Carro,Na rua zona azul,5,5,5,5,5,5,1942,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-09-04 19:30:52,2015-09-04 19:35:37,b212e36a90
6de55b554a896a4f24d64390b8bc62fc,bia,Peregrino de Carvalho,Campina Grande,pagamentos ,0,Não comprou,Não está comprando,Carro,Carona ida e volta,4,5,1,3,5,5,1970,Não quis informar,Feminino,2015-09-04 19:31:25,2015-09-04 19:35:11,a239c4567e
9590f159749f4f45d6ab852371cc52c1,bia,Peregrino de Carvalho,Campina Grande,palheta,0,Não comprou,Nem começou,Carro,Estacionamento privado,4,4,1,4,4,5,1977,"Até 1 SM (R$788,00)",Feminino,2015-09-04 19:35:20,2015-09-04 19:39:11,a239c4567e
6788cecddf2897d986e513229a3b11b8,Hanna,Peregrino de Carvalho,Rio de janeiro,"Tudo é 10, cea",0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,3,5,5,5,5,1981,Sem renda,Feminino,2015-09-04 19:37:14,2015-09-04 19:41:16,b212e36a90
0a5197f572266dee49da937be3fd22c5,Marihana,Peregrino de Carvalho,Campina Grande,n,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,3,5,5,5,5,1978,"3 SM (R$2.364,00)",Feminino,2015-09-04 19:39:32,2015-09-04 19:41:22,e4b92754a7
fd4cfe4826988216c300d526feac1acb,Hanna,Peregrino de Carvalho,Esperança,Campina importados,0,"R$101,00 - R$200,00",Já comprou tudo,Ônibus,Não veio de carro,5,1,1,5,5,5,1994,"2 SM (R$1.576,00)",Feminino,2015-09-04 19:41:32,2015-09-04 19:48:25,b212e36a90
297af0aa673d764a79466946719d47c9,Hanna,Peregrino de Carvalho,Recife,Le shampoo,0,"R$1,00 - R$50,00",Nem começou,Ônibus,Não veio de carro,5,4,2,3,5,5,1959,"3 SM (R$2.364,00)",Feminino,2015-09-04 19:49:29,2015-09-04 19:53:49,b212e36a90
8b95bd7fa0d0bb380e438ec8a5525625,Marihana,Peregrino de Carvalho,Campina Grande,le shampoo,0,"R$1,00 - R$50,00",No meio,Ônibus,Não veio de carro,3,4,2,4,5,4,1991,"2 SM (R$1.576,00)",Feminino,2015-09-04 19:49:34,2015-09-04 19:52:22,e4b92754a7
dd865b1ad2d5f8c888a56d070bbf3606,Hanna,Peregrino de Carvalho,Campina Grande,Não,1,Não comprou,Não está comprando,Carro,Estacionamento privado,5,5,4,5,5,5,1994,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-09-04 19:54:29,2015-09-04 19:56:42,b212e36a90
2091dfe97e6ca55804a9f3b48ddf25ea,Hanna,Peregrino de Carvalho,Campina Grande,Não,0,Não comprou,Não está comprando,Carro,Estacionamento privado,5,3,1,5,5,5,1993,"2 SM (R$1.576,00)",Masculino,2015-09-04 19:56:57,2015-09-04 20:00:59,b212e36a90
ecb161c3fcccfe0dc4a5c08e75d88114,Hanna,Peregrino de Carvalho,Campina Grande,Não,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,5,5,5,5,5,1991,"3 SM (R$2.364,00)",Feminino,2015-09-04 20:01:33,2015-09-04 20:05:04,b212e36a90
e405778a1273b3d5e0ef73c24c182157,Marihana,Cardoso Vieira,Campina Grande,Tomar café,0,"R$1,00 - R$50,00",Não está comprando,Carro,Na rua zona azul,5,1,1,5,5,5,1945,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-09-23 17:05:00,2015-09-23 17:07:41,101f0a67ba
c8da451ed6d55795539374637582a6ad,Marihana,Cardoso Vieira,Campina Grande,Café,0,"R$1,00 - R$50,00",Não está comprando,A pé,Não veio de carro,5,2,2,5,5,5,1944,"Mais de 10 SM (>R$7.880,00)",Masculino,2015-09-23 17:08:56,2015-09-23 17:13:23,101f0a67ba
a6953cc47c911c9be861d07621459f01,Marihana,Cardoso Vieira,Campina Grande,Repr cereais,1,Não comprou,Não está comprando,Carro,Carona ida e volta,5,2,2,5,5,5,1945,Não quis informar,Masculino,2015-09-23 17:13:33,2015-09-23 17:18:50,101f0a67ba
589234570e037df963f0421f3f86737b,bia,Cardoso Vieira,lagoa seca,ambulante,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,2,5,5,4,1994,"Até 1 SM (R$788,00)",Feminino,2015-09-23 17:13:46,2015-09-23 17:20:00,0f62e74e8f
3a23abc0a19af2c80086dd330077e55c,Marihana,Cardoso Vieira,Campina Grande,N,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,2,1,5,5,5,1951,"Mais de 10 SM (>R$7.880,00)",Masculino,2015-09-23 17:19:22,2015-09-23 17:27:00,101f0a67ba
98466522bf6d2cd67f02a9eeca9e632b,bia,Cardoso Vieira,Campina Grande,passeando,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,3,5,5,5,1961,"3 SM (R$2.364,00)",Masculino,2015-09-23 17:20:15,2015-09-23 17:24:11,0f62e74e8f
775f56378739c43dd7bcc87bb157e155,bia,Cardoso Vieira,Campina Grande,passeando,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,4,5,5,5,5,4,1946,Não quis informar,Masculino,2015-09-23 17:24:21,2015-09-23 17:29:01,0f62e74e8f
92c84680dc34764959737bba643c5290,Marihana,Cardoso Vieira,Campina Grande,Bom preço,,Não comprou,No meio,Ônibus,Não veio de carro,5,1,1,5,5,5,1983,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-09-23 17:27:12,2015-09-23 17:32:07,101f0a67ba
4633ed9277b63f4841cdcefc2abc1afe,bia,Cardoso Vieira,Campina Grande,carrapicho,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,3,5,5,5,1970,Não quis informar,Feminino,2015-09-23 17:29:10,2015-09-23 17:34:22,0f62e74e8f
1ec89ad7e2db89ddd861aafa3bc92621,Marihana,Cardoso Vieira,Campina Grande,Canopus,0,Não comprou,Não está comprando,Carro,Carona apenas ida,5,3,1,5,5,5,1957,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-09-23 17:32:37,2015-09-23 17:35:49,101f0a67ba
b53ad42e7b9829aa390a106ca3068f1a,bia,Cardoso Vieira,Campina Grande,ambulante,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,4,4,3,4,5,5,1980,"Até 1 SM (R$788,00)",Feminino,2015-09-23 17:34:36,2015-09-23 17:38:35,0f62e74e8f
8cc3a259a0a75cf1efd2912c544a8d51,Marihana,Cardoso Vieira,Campina Grande,Cartorio,1,Não comprou,Não está comprando,A pé,Não veio de carro,3,3,3,5,5,5,1948,Não quis informar,Masculino,2015-09-23 17:36:08,2015-09-23 17:42:39,101f0a67ba
99ea189674b6fd3f16d09abe85fae563,bia,Cardoso Vieira,alagoa nova,farmácia ,0,Não comprou,Não está comprando,Carro,Na rua zona azul,5,5,5,4,5,5,1990,Não quis informar,Masculino,2015-09-23 17:38:45,2015-09-23 17:41:55,0f62e74e8f
7fc727844006df05bdb601d2a3748ade,Marihana,Cardoso Vieira,Rio de Janeiro,Café ,0,"R$1,00 - R$50,00",Não está comprando,Carro,Na rua zona azul,5,2,2,5,5,5,1953,"2 SM (R$1.576,00)",Masculino,2015-09-23 17:42:52,2015-09-23 17:46:13,101f0a67ba
74f0571b712588ab030cbd0cb1a3d09c,bia,Cardoso Vieira,queimadas,loja de calçados,0,"R$51,00 - R$100,00",No meio,Alternativo,Não veio de carro,5,4,1,4,5,5,1976,"Até 1 SM (R$788,00)",Feminino,2015-09-23 17:44:03,2015-09-23 17:48:28,0f62e74e8f
30d32e58dbf3fe151758497810391869,Marihana,Cardoso Vieira,Campina Grande,N,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,2,1,5,5,5,1933,Não quis informar,Masculino,2015-09-23 17:47:36,2015-09-23 17:52:04,101f0a67ba
d560bdcb606c20b76fc4018d20f57720,bia,Cardoso Vieira,Campina Grande,trabalhando ,1,Não comprou,Não está comprando,Moto,Não veio de carro,5,5,4,5,5,4,1985,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-09-23 17:48:36,2015-09-23 17:52:39,0f62e74e8f
f0a0cb1f80f2047b672f99d1add0b9b1,Marihana,Cardoso Vieira,Lagoa de Roça,Mega burg,1,Não comprou,Não está comprando,Moto,Estacionamento privado,5,4,5,5,5,5,1980,"Até 1 SM (R$788,00)",Masculino,2015-09-23 17:52:15,2015-09-23 17:57:56,101f0a67ba
d6144814a4930ba53453f274b322647a,bia,Cardoso Vieira,Campina Grande,relojoeiro ,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,4,4,2,5,5,4,1953,"2 SM (R$1.576,00)",Feminino,2015-09-23 17:52:46,2015-09-23 17:59:36,0f62e74e8f
51f971a06cce65381379e2001ce93f26,Marihana,Cardoso Vieira,Campina Grande,N,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,1,1,5,5,5,1956,Não quis informar,Masculino,2015-09-23 17:58:54,2015-09-23 18:01:20,101f0a67ba
7119ad750650835e41e0a6c5cb38271e,bia,Cardoso Vieira,Campina Grande,paraíso dos alumínios ,0,"R$1,00 - R$50,00",No meio,Carro,Carona ida e volta,5,4,5,5,5,5,1991,"2 SM (R$1.576,00)",Feminino,2015-09-23 17:59:59,2015-09-23 18:04:18,0f62e74e8f
1c7c737fc5050603aba50b85a60b8fbd,Marihana,Semeao,Campina Grande,Ipanema,0,"R$101,00 - R$200,00",Já comprou tudo,Carro,Estacionamento privado,5,3,2,5,5,5,1997,"2 SM (R$1.576,00)",Feminino,2015-09-23 18:17:34,2015-09-23 18:28:59,101f0a67ba
013acaa1a3570096becec97497abe3b9,bia,semeao leal,Campina Grande,ambulante,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,4,3,4,5,4,1995,Não quis informar,Feminino,2015-09-23 18:19:52,2015-09-23 18:25:44,0f62e74e8f
b047986a2bf94bcb3e71805565eb2498,bia,semeao leal,Campina Grande,passeando,0,Não comprou,Não está comprando,A pé,Não veio de carro,4,5,2,5,1,4,1969,Sem renda,Feminino,2015-09-23 18:25:55,2015-09-23 18:29:16,0f62e74e8f
baa755a7b8162c13d135f1a7d8adb337,Marihana,Semeao,Boqueirao,Ipanema,0,"R$101,00 - R$200,00",Já comprou tudo,Carro,Estacionamento privado,5,2,2,5,5,5,1966,"2 SM (R$1.576,00)",Feminino,2015-09-23 18:29:10,2015-09-23 18:30:31,101f0a67ba
861723f3deae8ace010c2114d4e48bb4,bia,semeao leal,Campina Grande,Narciso ,0,Não informou,Já comprou tudo,alternativo,Não veio de carro,4,2,1,4,5,4,1956,Não quis informar,Feminino,2015-09-23 18:29:50,2015-09-23 18:34:00,0f62e74e8f
f08431759e7d2452d2cfdb8779ceb18f,Marihana,Semeao,Campina Grande,Zona azul,1,Não comprou,Não está comprando,Carro,Carona ida e volta,3,5,5,5,5,5,1979,Não quis informar,Feminino,2015-09-23 18:30:49,2015-09-23 18:35:13,101f0a67ba
6112d126e93276b11285e94cdbbfa708,Marihana,Semeao,Campina Grande,Atacadao d bb,0,Não comprou,No meio,Ônibus,Não veio de carro,5,4,1,5,5,5,1974,"Até 1 SM (R$788,00)",Feminino,2015-09-23 18:40:43,2015-09-23 18:41:50,101f0a67ba
e53c33812577cd1cb9faf567a68123b1,Marihana,Semeao,Campina Grande,Atacadao do bb,0,Não comprou,No meio,Ônibus,Não veio de carro,5,2,1,5,5,5,1997,Não quis informar,Feminino,2015-09-23 18:43:27,2015-09-23 18:45:34,101f0a67ba
6928c2059c897918223fcef9f763f7fd,Marihana,Semeao,Imperatriz,Posto de saude,0,Não comprou,Não está comprando,Carro,Estacionamento privado,3,3,3,5,5,5,1974,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-09-23 18:46:03,2015-09-23 18:49:18,101f0a67ba
4a86ce117f832b4c670266d362946e0e,Marihana,Semeao,Recife,Castanha,1,Não comprou,Não está comprando,Coletivo,Carona ida e volta,5,4,5,5,5,5,1973,"Até 1 SM (R$788,00)",Masculino,2015-09-23 18:49:57,2015-09-23 18:53:06,101f0a67ba
f25d06d1df40b00fce9b3ffb2cae7789,Marihana,Semeao,Campina Grande,Rutra,0,Não comprou,No meio,Carro,Na rua,5,2,1,5,5,5,1990,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-09-23 18:55:00,2015-09-23 18:59:31,101f0a67ba
28be5f2265ff1ac9ef71302a8421f628,bia,semeao leal,Campina Grande,lukinha,1,Não comprou,Não está comprando,A pé,Não veio de carro,4,4,4,4,5,5,1967,"2 SM (R$1.576,00)",Masculino,2015-09-23 18:58:47,2015-09-23 19:02:55,0f62e74e8f
18cbfb9efc030567641bed0cf156904f,Marihana,Semeao,Campina Grande,Oficina da moda,0,"R$51,00 - R$100,00",No meio,Carro,Estacionamento privado,3,3,3,5,5,5,1997,"2 SM (R$1.576,00)",Feminino,2015-09-23 19:00:02,2015-09-23 19:02:12,101f0a67ba
d3ca48705faf008f93c74d39e4457b88,Marihana,M sales,Campina Grande,N,0,Não comprou,Não está comprando,Carro,Estacionamento privado,5,1,1,5,5,5,1959,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-09-23 19:06:54,2015-09-23 19:08:53,101f0a67ba
756178d1ed5842f7255d44677e4eb560,bia,m sales,Campina Grande,ambulantes,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,3,1,2,2,4,1925,"Até 1 SM (R$788,00)",Masculino,2015-09-23 19:07:06,2015-09-23 19:10:47,0f62e74e8f
4bde5cb98a6eb0947b8385bea7d9d2cd,Marihana,M sales,Campina Grande,Bambino,1,Não comprou,Não está comprando,Moto,Carona apenas ida,5,4,3,5,4,5,1992,"2 SM (R$1.576,00)",Feminino,2015-09-23 19:09:08,2015-09-23 19:11:05,101f0a67ba
c4ee2a37f01c927e46c8a6e735fab7b0,bia,m sales,rio de janeiro,otica,1,Não comprou,Não está comprando,Moto,Na rua zona azul,3,3,4,5,5,4,1961,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Masculino,2015-09-23 19:10:54,2015-09-23 19:15:54,0f62e74e8f
7ceaa2d5d60c9ebd2bd5b49ba628a793,Marihana,M sales,Serra  redonda,Aluisio fashion ,0,"R$51,00 - R$100,00",No meio,Ônibus,Não veio de carro,3,3,1,5,5,5,1986,"3 SM (R$2.364,00)",Feminino,2015-09-23 19:11:17,2015-09-23 19:13:30,101f0a67ba
6afac6ba2e7971b8a3da8999184dee14,Marihana,M sales,Campina Grande,Rafaella otica,1,Não comprou,Não está comprando,Carro,Estacionamento privado,3,4,5,5,5,5,1989,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Masculino,2015-09-23 19:13:52,2015-09-23 19:17:22,101f0a67ba
587cf5520eeb19b1e07ee6a1224d4dea,bia,m sales,Campina Grande,passear,0,Não comprou,Não está comprando,Moto,Estacionamento privado,5,4,1,5,5,5,1997,"2 SM (R$1.576,00)",Masculino,2015-09-23 19:16:02,2015-09-23 19:18:58,0f62e74e8f
4509e6659271dfb76fce0f8c8a206cc1,bia,m sales,remijo ,americanas ,0,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,4,4,4,5,5,4,1958,Não quis informar,Feminino,2015-09-23 19:19:09,2015-09-23 19:23:43,0f62e74e8f
e6a3706487546986d247b53b8ae1970c,Marihana,M sales,Campina Grande,N,0,Não comprou,Não está comprando,Carro,Na rua,5,3,5,5,5,5,1973,Não quis informar,Masculino,2015-09-23 19:22:24,2015-09-23 19:25:12,101f0a67ba
7d87b22bdb94c8785812d5e940fe8177,Marihana,M sales,Campina Grande,N,0,Não comprou,Não está comprando,Carro,Na rua,5,3,1,5,5,5,1982,"8 a 10 SM (R$6.305,00 - R$7.880,00)",Masculino,2015-09-23 19:25:25,2015-09-23 19:28:56,101f0a67ba
b8e112c02bfb8e5c85ca83167343423f,Marihana,Manoel,Campina Grande,Carimbos ,1,Não comprou,Não está comprando,Moto,Estacionamento privado,5,3,1,5,5,5,1982,Não quis informar,Feminino,2015-09-23 19:43:57,2015-09-23 19:47:13,101f0a67ba
2460bdd6abf40bec9bdae35f2f142b6a,Marihana,Manoel,Campina Grande,CeA,0,"R$101,00 - R$200,00",Já comprou tudo,A pé,Não veio de carro,5,3,1,5,5,5,1980,"Até 1 SM (R$788,00)",Feminino,2015-09-23 19:47:38,2015-09-23 19:49:06,101f0a67ba
32e7a04db58596a0313d7b42c28f8855,Marihana,Manoel,Lagoa seca,N,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,2,2,5,5,5,1993,Não quis informar,Feminino,2015-09-23 19:49:22,2015-09-23 19:51:36,101f0a67ba
ac11ec20ad412fe7680b9c9829c90f18,Marihana,Manoel,Lagoa seca,N,0,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,3,1,3,5,5,1994,"2 SM (R$1.576,00)",Feminino,2015-09-23 19:51:47,2015-09-23 19:53:52,101f0a67ba
f62091df335b4ec4f5074e59584d7ab7,Marihana,Manoel,Campina Grande,Esplanada,1,Não comprou,Não está comprando,Ônibus,Não veio de carro,5,3,3,5,5,5,1981,"Salário comercial (R$876,00)",Feminino,2015-09-23 19:54:13,2015-09-23 19:55:56,101f0a67ba
bf76728c52bdd4d66f0b7058d3d75092,Marihana,Peregrino de Carvalho,Campina Grande,Farmácia,0,"R$101,00 - R$200,00",Já comprou tudo,Ônibus,Não veio de carro,5,5,3,3,5,5,1986,"2 SM (R$1.576,00)",Feminino,2015-09-30 18:24:47,2015-09-30 18:25:54,92138b791e
5195f8b4a7f991e6ca6f1435475da8dc,Marihana,Peregrino de Carvalho,Campina Grande,Feira,0,Não comprou,Nem começou,A pé,Não veio de carro,5,2,2,4,5,3,1973,"Salário comercial (R$876,00)",Feminino,2015-09-30 18:26:41,2015-09-30 18:28:22,92138b791e
a27bb828a7a9b4dc7ea4eb484ab1b694,Marihana,Peregrino de Carvalho,Lagoa Seca,Feira,0,Não comprou,Nem começou,Carro,Alternativo,5,3,4,5,5,5,1965,"Até 1 SM (R$788,00)",Feminino,2015-09-30 18:32:47,2015-09-30 18:34:22,6b16ff0a71
95af16b64be3571dedd6d8c19e489432,Marihana,Peregrino de Carvalho,Campina Grande,Feira,0,"R$1,00 - R$50,00",No meio,Ônibus,Não veio de carro,4,1,1,4,5,5,1967,"Salário comercial (R$876,00)",Masculino,2015-09-30 18:35:11,2015-09-30 18:36:24,6b16ff0a71
2cdd0f9d0e71eaf4e1bd91d976584bae,Marihana,Peregrino de Carvalho,Campina Grande,Feira,1,Não comprou,Não está comprando,Moto,Na rua,5,4,4,5,5,5,1963,"2 SM (R$1.576,00)",Masculino,2015-09-30 18:40:18,2015-09-30 18:41:46,6b16ff0a71
51f5c3bfffe9e0de87778001dd13786d,Marihana,Peregrino de Carvalho,Campina Grande,N,0,Não comprou,Nem começou,Ônibus,Não veio de carro,4,3,3,5,5,4,1991,Não quis informar,Feminino,2015-09-30 18:45:26,2015-09-30 18:46:34,6b16ff0a71
10357f2a8c0d682ebd2cb75e89f1f7e2,Marihana,Peregrino de Carvalho,Campina Grande,Palleta,0,"R$51,00 - R$100,00",Já comprou tudo,Carro,Na rua zona azul,3,5,5,5,5,5,1974,"5 a 8 SM (R$3.941,00 - R$6.304,00)",Feminino,2015-09-30 18:46:52,2015-09-30 18:49:51,6b16ff0a71
c79c1279a6663e9d6558f27d78e32b97,Marihana,Peregrino de Carvalho,Campina Grande,Shopp da beleza,0,"R$51,00 - R$100,00",Já comprou tudo,Carro,Na rua zona azul,4,3,4,5,5,5,1986,"3 SM (R$2.364,00)",Feminino,2015-09-30 18:53:39,2015-09-30 18:54:58,6b16ff0a71
741978a56ab987f82557392f4c4b1d12,Marihana,Peregrino de Carvalho,Esperança,N,0,Não comprou,No meio,Carro,Alternativo,3,3,3,3,5,5,1976,Não quis informar,Masculino,2015-09-30 19:01:05,2015-09-30 19:02:34,6b16ff0a71
e221242b2bf575f9f49e51c6617a8c3d,Marihana,Peregrino de Carvalho,Campina Grande,Le shampoo ,0,"R$101,00 - R$200,00",Já comprou tudo,Carro,Carona ida e volta,5,3,4,5,5,5,1986,"3 a 5 SM (R$2.365,00 - R$3.940,00)",Feminino,2015-09-30 19:23:43,2015-09-30 19:27:07,8d77f346cc
ff706a94f8a0695dcb7319aef2d1273e,Bea,Marquês do Herval,sousa,,0,"R$1,00 - R$50,00",Já comprou tudo,Ônibus,Não veio de carro,3,3,2,5,5,3,1980,"Até 1 SM (R$788,00)",Feminino,2015-10-30 17:14:27,2015-10-30 17:54:46,3383132e76
