bairro	media	desvio	menor	maior
liberdade	4.77857661825	0.916908972226	2.98146805558	6.57568518091
catole	5.40979501396	0.989322989252	3.47075758595	7.34883244197
centro	4.29574467944	1.46092651272	1.43238133045	7.15910802844
