bairro	media	desvio	menor	maior
liberdade	4.73557924257	0.808583620717	3.15078446748	6.32037401767
catole	4.93369062383	0.876080872016	3.21660366713	6.65077758053
centro	4.63668332891	1.11802556197	2.44539349365	6.82797316418
