choice	age_cat	gender	income	d_swidth	d_mvcars	d_pcars	d_trees	d_mvciclyst	d_lands	d_bid	d_bheig	d_dbuild	d_people	d_graff	bair_cat
0	jovem	masculino	media	-12.5333333333	-0.88888888889	-2.66666666667	-12	1.66666666667	-1.93577981651	1.111111111111	0.670054437507327	8	5.4	0	cen_cat
1	jovem	masculino	media	-3.4666666667	-1.16666666667	-5.33333333333	3	-1.66666666667	1.43577981651	-1.055555555556	-0.247927513443585	-7	-4.4	0	cat_cen
1	jovem	masculino	media	32	1	0.5	6	-2	1.54850746269	1.333333333333	-0.103537604110409	-5	-4.857142857143	0	cat_cen
1	jovem	masculino	media	4.4	-0.771428571429	-6.51428571429	2	-0.914285714286	0.25	-3.45	0.193325434019667	5	-3	1	cat_cen
1	jovem	masculino	media	13.3333333333	3.876767676765	-1.85050505051	3.9411764705882	-0.745454545455	1.82468293355	1	1.03813512888677	0	-9.8181818182	0	lib_cen
1	jovem	masculino	media	-6	-2	-13	2	0	-0.43577981651	-2	-0.838719092966939	-2.2	-3.25	0	cat_cen
1	jovem	masculino	media	-2.66666666659999	-2.05555555556	3.5	-5	0	-1	-0.888888888889	-0.118441457298961	-0.5	2	0	mesmo
1	jovem	masculino	media	3.5	0	-2	-0.15	0	-0.5	-5	-0.350186354928876	-2.33333333333	-5.66666666667	0	lib_cen
1	jovem	masculino	media	-4.1	0	-2	-5	0	-0.625	-5	0.534336427651188	0.16666666667	0.33333333333	0	lib_cen
1	jovem	masculino	media	6.1428571429	-0.5	-9	0.333333333333	0	-0.57142857143	-3.05263157895	2.13876406995585	-2	-2	-1	cat_cen
1	jovem	masculino	media	-6.2173913043	-4	-2.75	0	0	0	0	-0.352727597484952	-0.53333333333	-8	0	cat_cen
1	jovem	masculino	media	-14.8333333333	-1.9722222222267	-8	-7	0	-0.5	-0.507936507937	-0.118441457298961	1	2	0	lib_cat
1	jovem	masculino	media	6.1333333333	1.021212121215	2.4606060606	-0.0588235294118	0.921212121215	0.42309115123	1	0.440572591385981	4.5	-5.4181818182	0	mesmo
1	jovem	masculino	media	9.9	-0.771428571429	-5.51428571429	4	-0.914285714286	0.83333333333	-3.45	-0.683526335207468	0	-3	0	lib_cen
1	jovem	masculino	media	-8.9166666666	-1.5	-13.5	6	0	1.18922018349	-2	-1.07972719247073	-3.7	-3.25	0	lib_cen
1	jovem	masculino	media	-1.8333333333	-2	-13	4	0	1.39755351682	-2	-1.07972719247073	-5.2	-3.25	0	lib_cen
1	jovem	masculino	media	-7.8070175438	-2	-13.9090909090909	3	0.272727272727	0.56422018349	-0.95238095238	-0.329705445479081	-5.2	1.41666666667	0	lib_cen
1	jovem	masculino	media	-5.25	-1	-10.83333333333	-0.2	-2.2	0.63114754098	-2.33333333333	-0.750021746991653	-2.66666666667	-3.33333333333	0	cat_cen
1	jovem	masculino	media	-4.5	0	-2	-4	0	-3	-4	0.142019004872428	-4.33333333333	-5.66666666667	0	cat_cen
1	jovem	masculino	media	-2	-2	-14	1	0	0.56422018349	-2	-0.329705445479081	-3.3	-3.25	0	cat_cen
1	jovem	masculino	media	18.1333333333	0	0	-3	0	0.66666666667	0	0.750021746991653	1.54285714286	0	0	mesmo
1	jovem	masculino	media	6.5263157895	0	-2.9090909090909	3	-1.727272727273	1.54850746269	0.380952380953	0.105915761518541	-5	-0.33333333333	0	lib_cen
1	jovem	masculino	media	11.2166666667	0.5	0.5	2	0	1.29166666667	0	0	1.14285714286	0	0	lib_cat
1	jovem	masculino	media	24.05	1	12	-1	2.2	1.03551912569	2.33333333333	0.750021746991653	1.64285714286	3.33333333333	0	cen_cat
1	jovem	masculino	media	5.2	-1.16666666667	-3.33333333333	4.85	-1.66666666667	1.43577981651	-2	-0.740132873244889	-7	-5.4	0	lib_cen
1	jovem	masculino	media	5.7333333333	4.228571428571	-3.51428571429	3	-0.914285714286	1.125	-1.45	-0.142957953844765	1.66666666667	-1	0	lib_cen
1	jovem	masculino	media	-14.8333333333	-2	-13	1	1	0.73088685016	-2	-0.980191518921568	-1.7	-2.916666666667	0	lib_cen
1	jovem	masculino	media	-2.8	-1.16666666667	-3.33333333333	1	-1.66666666667	-1.06422018349	-1	-0.247927513443585	-9	-5.4	0	cat_cen
1	jovem	masculino	media	42.5	3	-1	6	0	-0.33333333333	-3	-0.214124805352848	2.35087719299	-4.66666666667	0	cat_cen
0	jovem	masculino	media	-0.394594594599994	-4	4	0.72222222222	0	-0.25769230769	-0.333333333333	3.52356195605701	4	0	0	lib_cen
0	jovem	masculino	media	-12.75	-0.9166666666667	-12	2	-2.2	0.13114754098	-1.952380952378	-0.750021746991653	-1	-1.33333333333	0	lib_cen
1	jovem	masculino	media	8.6428571429	-0.4787234042553	-8.170212765957	5.6	0	-0.48675115208	-1.38596491228	-0.144236210405878	-1.69565217391	-2.469696969694	-1	lib_cen
1	jovem	masculino	media	15.7899159664	4.5	-7	2	2	1.42857142857	-3.05263157895	-0.241008099503795	-2	-0.83333333333	-1	lib_cen
1	jovem	masculino	media	4.5	1.24390243902	0.53658536585	-1	2.39024390244	-1.55	-5	-0.398549376490275	-2.83333333333	-3.66666666667	0	lib_cen
0	jovem	masculino	media	-9.3333333333	1.94444444444	-7	-11	0	-0.125	0.444444444441	0.571874043568424	3	1	0	lib_cat
1	jovem	masculino	media	1.2	-0.16666666667	-4.999999999997	3	-1.66666666667	2.13577981651	-2	-0.788495894806288	-7	-4.990909090909	0	cat_cen
1	jovem	masculino	media	7.6	0.04	0.06	-2	0.1	1.16666666667	0.2	-0.0119726416661963	-0.35714285714	0	0	mesmo
1	jovem	masculino	media	13	0.5	-3	2	-2	1.88184079602	-0.666666666667	-0.103537604110409	-5	-5	0	cat_cen
1	jovem	masculino	media	-1.6	-0.7252747252752	-3.19120879121	0	-0.914285714286	-1.64782608696	-3.45	-0.683526335207468	0.83333333333	-2.952380952381	0	lib_cen
1	jovem	masculino	media	10.6428571429	0	-9	2	0	0.7619047619	-3.05263157895	0.299560281858908	-4	-3.33333333333	-1	cat_cen
1	jovem	masculino	media	4.5333333333	-1.16666666667	-5.33333333333	1	-1.66666666667	0.93577981651	-2	-0.0384741478146351	-6.1	-5.4	0	cat_cen
1	jovem	masculino	media	18.8	0	1.16666666667	-1.2	0	1.66666666667	0	0	-1.02380952381	0	0	mesmo
1	jovem	masculino	media	15.3095238096	-0.5	2.5	7	0	0.42857142857	-3.05263157895	-0.241008099503795	-4.5	-1.33333333333	-1	cat_cen
1	jovem	masculino	media	12.3333333333	0	-3	1	-2	1.54850746269	-0.666666666667	0.105915761518541	-3.1	-5	0	cat_cen
1	jovem	masculino	media	-7.8333333333	0	-4	-2.5	0	-1	-5	-0.63558857379164	-0.73333333333	-5.66666666667	0	lib_cen
1	jovem	masculino	media	2.6904761905	0	-3.666666666667	-5	0	0.375	-5	-0.398549376490275	-5.33333333333	-5.66666666667	0	cat_cen
1	jovem	masculino	media	-8.4	-0.771428571429	-6.51428571429	4	-0.914285714286	-0.66666666667	-3.45	-0.683526335207468	0.35714285714	-3	0	cat_cen
1	jovem	masculino	media	-18.3333333333	-2.05555555556	-8	-7	0	-0.5	-0.888888888889	-0.118441457298961	1.64285714286	0.5	0	lib_cat
0	jovem	masculino	media	0.405405405400003	1	2	-4.27777777778	2	-1.50769230769	1.999999999997	4.04439411935845	9	2.76666666667	0	lib_cen
1	jovem	masculino	media	10.4	-0.271428571429	-6.51428571429	2	-0.914285714286	0.33333333333	-3.45	-0.142957953844765	0	-3	0	cat_cen
1	jovem	masculino	media	-8.1428571428	-2.05555555556	-7.666666666667	-12	0	0.375	-0.888888888889	-0.118441457298961	-2	0	0	mesmo
1	jovem	masculino	media	-13.9166666667	-1	-12	0	-2.2	0.13114754098	-1.388888888886	-0.20945336562895	-1	-2.33333333333	0	cat_cen
1	jovem	masculino	media	-2.5	0	-4	-3	0	-0.75	-5	0.47830239273686	1.66666666667	-5.66666666667	1	cat_cen
1	jovem	masculino	media	7.3	1	0	-0.75	0	1.66666666667	0	0.398549376490275	3.14285714286	0	0	mesmo
1	jovem	masculino	media	10.5111111111	1.228571428571	-5.51428571429	1.5	1.085714285714	0	-0.45	-0.0985638344863116	6	0	0	lib_cen
1	jovem	masculino	media	1.5	4	-3	-4	0	-0.125	-3.66666666667	0.29176612437711	-0.33333333333	-4.66666666667	0	lib_cen
1	jovem	masculino	media	-8.6666666667	-3	-5	3	0	0	0.666666666667	-0.352727597484952	-1	-8	0	cat_cen
1	jovem	masculino	media	5.3	0	1	-3	1	0.83333333334	0	0.0995356735491657	3.14285714286	0.333333333333	0	lib_cat
1	jovem	masculino	media	-0.333333333299997	-1.722222222227	-7	-11.4	3	-0.9	0.111111111111	-0.185555653157498	1	2.75	0	mesmo
1	jovem	masculino	media	-5.4673913043	-1	-8.75	0	-2.2	0.63114754098	-2.33333333333	-0.454565863465481	-0.53333333333	-3.33333333333	0	cat_cen
1	jovem	masculino	media	-6.6666666667	-4	-6	-2	0	-1	0	0.101838265980529	-0.0999999999999996	-8	0	cat_cen
1	jovem	masculino	media	4.1333333333	-0.487179487179	0.358974358974	2	-0.25641025641	0	-2	-0.584962500721157	0	-12	0	cat_cen
1	jovem	masculino	media	11.3333333333	0.354545454545	-2.87272727273	1.9411764705882	-0.745454545455	1.69220430107	-1	0.192645077942396	-3.5	-10.8181818182	0	cat_cen
0	jovem	masculino	media	-7.2222222222	-0.0555555555599998	-7	-10.5	2	-1	2.111111111111	0.466521043422195	6	3	0	lib_cat
1	jovem	masculino	media	50.3333333333	2.854545454545	0.12727272727	10.9411764705882	-0.745454545455	2.02553763441	1	-0.163498732282879	2.18421052632	-9.8181818182	0	cat_cen
1	jovem	masculino	media	-13.3333333333	-2.05555555556	-7.888888888889	-5	0	0	-0.888888888889	-0.118441457298961	2	0	0	lib_cat
1	jovem	masculino	media	-0.333333333299997	-0.75609756098	-9.46341463415	4	2.39024390244	0.01422018349	-2	-1.07972719247073	-4.7	-1.25	0	lib_cen
1	jovem	masculino	media	6.8	-0.487179487179	0.958974358974	3.20833333333	-0.25641025641	2	-2	-0.825970600224951	-1	-11.4	0	lib_cen
0	jovem	masculino	media	-6.2612612613	1	3	-1.27777777778	0	-0.38269230769	1.666666666667	4	4.66666666667	2	0	lib_cen
1	jovem	masculino	media	19.8	1.24390243902	4.53658536585	0	2.39024390244	0.11666666667	0	0	0.14285714286	2	0	lib_cat
1	jovem	masculino	media	-13.6	-1.16666666667	-5.33333333333	4	-1.66666666667	0.26911314984	-2	-0.788495894806288	-7.64285714286	-5.4	0	cat_cen
1	jovem	masculino	media	2.9	-0.771428571429	-6.51428571429	0	-0.914285714286	0	-3.45	-0.683526335207468	1	-1.33333333333	0	lib_cen
1	jovem	masculino	media	0.333333333300001	0	-3	3	-2	2.23098921451	0.333333333333	-0.421713564140411	-4	-5	1	lib_cen
1	jovem	masculino	media	-14	-2	-14	3	0	1.24670193531	-1	-0.857334771138033	-4.2	-3.25	1	lib_cen
1	jovem	masculino	media	-3.8666666667	-0.487179487179	-0.641025641026	3	-0.25641025641	1.68248175182	-1	-0.603578178892251	-2	-12	1	lib_cen
1	jovem	masculino	media	13	-3	-2.5	3	0	-1	2	-0.107615099648421	-2	-7.857142857143	0	cat_cen
1	jovem	masculino	media	-0.357142857100001	-0.5	-9	5	0	0.92857142857	-3.05263157895	-0.241008099503795	-2.35714285714	-2.83333333333	-1	lib_cen
1	jovem	masculino	media	6.2121212122	-2	-13.75	7	0	1.56422018349	-1	-0.751567143874344	-4.2	-2.25	0	cat_cen
0	jovem	masculino	media	-12.5945945946	-4	0	0.72222222222	0	-1.00769230769	-0.333333333333	3.4594316186373	4.64285714286	0.5	0	lib_cen
0	jovem	masculino	media	5.5	0	0.4	3.57352941176	0	-1	0	0.142019004872428	-2.83333333333	0	0	mesmo
0	jovem	masculino	media	-17	-1	-0.5	-3.8	0	2	-2	0	2.5	-0.142857142857	0	mesmo
1	jovem	masculino	media	-3.25	-1.8829787234	-10.1808510638	6	-1.23404255319	-0.375	-6.33333333333	-1.60665757182047	-3.5	-4	0	lib_cen
1	jovem	masculino	media	-0.217391304300001	0	2.08333333333	0.2	0	0	0	0.295455883526171	2.13333333334	0	0	mesmo
1	jovem	masculino	media	0.5	-5	-5	4.85	0	1	-3.75	-1.01576731585832	-6.5	-8.66666666667	0	lib_cen
1	jovem	masculino	media	4.7	-1.10416666667	-3.29166666666	1	-0.58333333334	1.81077981651	-2	0.144389909335175	-6.66666666667	-3.4	0	lib_cen
1	jovem	masculino	media	14.8	1	0.333333333333	-1	0	1.86666666667	0	0	0.64285714286	0.409090909091	0	mesmo
1	jovem	masculino	media	5.3333333333	-0.145454545455	-2.87272727273	1.9411764705882	-0.745454545455	1.60887096774	-1	0.528928465806828	1.5	-10.8181818182	1	cat_cen
1	jovem	masculino	media	-6.8064516129	0.105263157895	-0.771929824565	2.2	0.447368421053	0	0	0.0259952085329442	4.66666666667	1	0	mesmo
0	jovem	masculino	media	-4	0	-1.4	1.00833333333	0	-1	0	-0.540568381362703	-0.5	0.6	0	lib_cat
1	jovem	masculino	media	-4.1666666667	0	-4	3	0	1.625	-1.75	-0.523561956057013	-5.83333333333	-6.66666666667	0	lib_cen
1	jovem	masculino	media	-18	0	-1.55555555556	-7	0	-1.33333333333	-1	0.105353000142165	2	0	0	lib_cat
1	jovem	masculino	media	-5.6666666667	-1	-1	2	0	0.5	0	0	0.64285714286	0.5	0	lib_cat
1	jovem	masculino	media	5.3333333333	-1	1	1.85	0	0.5	0	0.048363021561399	0	0	0	lib_cat
0	jovem	masculino	media	-14.6666666667	0	-1	4.8	0	-2.5	0.333333333333	-0.540568381362703	-0.5	0	0	lib_cat
1	jovem	masculino	media	-14.5833333333	0.166666666667	-0.5	5.4	-3	0.525	-1	0.0671141958585371	0.5	-2.75	0	lib_cat
1	jovem	masculino	media	-0.333333333400006	-2.3829787234	-9.6808510638	2	-1.23404255319	-2	-6.33333333333	-1.36564947231668	-2	-4	0	cat_cen
1	jovem	masculino	media	-5.5	-5	-6.636363636364	0	0	0.41525423729	-3.75	-1.06413033741972	-2.5	2.33333333333	0	lib_cen
1	jovem	feminino	baixa	8.6666666667	-0.3	-4.7	2.5	0	0	0	-1.33219643034171	2.6	0	-1	lib_cen
1	jovem	masculino	media	19	0.854545454545	-2.87272727273	5.9411764705882	-0.745454545455	1.85887096774	0	-0.521952703195356	-5.5	-10.8181818182	0	cat_cen
1	jovem	masculino	media	5.5	5	-2	-5	2	-1	-2.66666666667	0.186413124230881	2.66666666667	-2.9	0	lib_cen
1	jovem	masculino	media	-8.5833333333	-1	-11	2	-2.2	0.63114754098	-1.999999999997	-0.750021746991653	-1.75	-3.33333333333	0	lib_cen
0	jovem	masculino	media	-13.3333333333	-2.05555555556	-7.571428571429	-10.88235294118	0	-2	0.111111111111	0.329017519672261	2	8	0	lib_cat
1	jovem	masculino	media	2.9	-0.6880952380957	-6.51428571429	5	-0.914285714286	0.5	-3.069047619048	-0.683526335207468	1	-1	0	lib_cen
1	jovem	masculino	media	7.6666666667	1	-2	3	-2	1.54850746269	-0.666666666667	-0.644105985473112	-4	-5	0	cat_cen
1	jovem	masculino	media	-12	-4	-5.571428571429	-1.88235294118	0	-2	1	-0.200724504039902	0	0	0	lib_cen
1	jovem	masculino	media	-6.75	-0.5	-12	3.5	-2.2	0.13114754098	3.66666666667	-0.750021746991653	1	-3.33333333333	0	lib_cen
1	jovem	masculino	media	-7.3333333333	-2	-14	2	0	0.81422018349	-2	-0.202875423243599	-0.199999999999999	-3.25	1	cat_cen
1	jovem	masculino	media	-4.66666666659999	-2	-13	5	0	1.56422018349	-1.666666666667	-1.07972719247073	-4.95	-3.25	0	lib_cen
1	jovem	masculino	media	4.75	1	-8	-1.8	-2.2	1.63114754098	0.66666666667	-0.685891409571937	0	-3.33333333333	0	cat_cen
1	jovem	masculino	media	-8	1	-4	-1.75	0	0	-5	0	0.16666666667	-5.66666666667	0	cat_cen
1	jovem	masculino	media	4.3333333333	0	-3	3	-2	2.04850746269	0.277777777777	-0.103537604110409	-4	-4	0	cat_cen
1	jovem	masculino	media	12.8	1	0.4	2.82352941176	0	0.66666666667	0	0.540568381362703	0.30952380953	0	0	mesmo
1	jovem	masculino	media	5.3	-0.487179487179	1.358974358974	3	-0.25641025641	0.5	-1.47619047619	-0.584962500721157	-3	-12	0	lib_cen
1	jovem	masculino	media	-1.3333333333	-4	5.5	4	0	-1	0	-0.648183481011124	-2.5	-6	0	cat_cen
1	jovem	masculino	media	6	0	-1.44444444444	4.8	0	-1	1	-0.540568381362703	-3	0	0	mesmo
0	jovem	masculino	media	-18	-0.333333333333	-1	4.4	-3	0.4	-1	0.0671141958585371	0.64285714286	-2.25	0	lib_cat
1	jovem	masculino	media	-31.6666666667	-1	-3.5	-3	0	0.68248175182	-1	-0.318175960030002	1	-0.142857142857	1	lib_cat
1	jovem	masculino	media	-2.9333333333	0	1	-2	0	1.375	0	0.691877704637669	0.5	6	0	lib_cat
1	jovem	masculino	media	-46.6	-3	-1	-11	0	-0.29166666667	-2	0.748461233004036	-2.18421052632	5	0	lib_cat
0	jovem	feminino	baixa	-9.5945945946	-4	2	-3.27777777778	0	-3.50769230769	0.666666666667	4	2	0	0	cat_cen
0	jovem	feminino	baixa	2.1333333333	-0.83333333333	4.33333333333	-5	1.66666666667	-1.37925807738	2	-2.70043971814109	7	4.733333333333	0	mesmo
1	jovem	feminino	baixa	-6.619047619	-5.46153846154	0.9230769230769	0	0	-0.35714285714	-2	-2.98625399263068	-1.5	0	0	lib_cen
1	jovem	feminino	baixa	12	3.02222222222	-2.97777777778	4	0	0.46581196581	2	1.32192809488736	3.75	0.833333333333	-1	lib_cen
1	jovem	feminino	baixa	-1.5	-1.33333333333	-4	1	0	-0.5	-2	-0.534336427651188	-3.66666666667	-1.11666666667	-1	cat_cen
1	jovem	masculino	media	-6	0.910569105687	3.53658536585	3.4	-0.60975609756	-0.65	-1	0.0671141958585371	-0.5	-0.75	0	lib_cat
1	jovem	feminino	baixa	3	-4.21763602252	4.4596622889269	0	2.39024390244	-0.40714285714	-2	-2.7998408684003	-1.5	2	0	lib_cen
1	jovem	feminino	baixa	13.3333333333	1	0	6	0	1	-1.333333333333	-0.15200309344505	0.25	-1	-1	cat_cen
