photo_name,V3
Av._Mal._Floriano_Peixoto_445_22,5.40259218358,-7.219750,-35.884796
Av._Mal._Floriano_Peixoto_445_293,4.70646188109,-7.219831,-35.884934
Av._Mal._Floriano_Peixoto_480_112,5.4000257159,-7.219948,-35.884625
Av._Mal._Floriano_Peixoto_480_203,4.84977386252,-7.220056,-35.884788
Av._Mal._Floriano_Peixoto_549_22,4.937478726,-7.219267,-35.883793
Av._Mal._Floriano_Peixoto_549_293,4.72032254695,-7.219376,-35.884005
Av._Mal._Floriano_Peixoto_580_112,5.24130764728,-7.219468,-35.883596
Av._Mal._Floriano_Peixoto_580_203,5.62212346934,-7.219601,-35.883882
Av._Mal._Floriano_Peixoto_660_112,5.32052271788,-7.219179,-35.883018
Av._Mal._Floriano_Peixoto_660_203,5.17683606969,-7.219343,-35.883407
Av._Mal._Floriano_Peixoto_691_22,5.52271057652,-7.219024,-35.883169
Av._Mal._Floriano_Peixoto_691_293,5.29925743631,-7.219150,-35.883471
Av._Mal._Floriano_Peixoto_813_22,4.85555097102,-7.218247,-35.881595
Av._Mal._Floriano_Peixoto_813_293,5.04752479474,-7.218381,-35.881840
Av._Mal._Floriano_Peixoto_826_112,5.18781908232,-7.218498,-35.881483
Av._Mal._Floriano_Peixoto_826_203,4.88345461666,-7.218612,-35.881727
Av._Mal._Floriano_Peixoto_912_112,5.020493093,-7.218087,-35.880636
Av._Mal._Floriano_Peixoto_912_203,5.08464050669,-7.218202,-35.880907
Av._Mal._Floriano_Peixoto_913_22,4.46421608157,-7.217908,-35.880830
Av._Mal._Floriano_Peixoto_913_293,4.24690568773,-7.218043,-35.881082
R._Cristina_Procópio_Silva_2_135,5.07543716655,-7.236800,-35.882064
R._Cristina_Procópio_Silva_2_225,5.09369033701-7.236840,-35.882305
R._Cristina_Procópio_Silva_2_293,4.52164900963,-7.236693,-35.882330
R._Cristina_Procópio_Silva_2_45,4.79474588664,-7.236683,-35.882079
R._Cristina_Procópio_Silva_261_135,4.81495493012,-7.236666,-35.879607
R._Cristina_Procópio_Silva_261_22,5.14689801938,-7.236544,-35.879634
R._Cristina_Procópio_Silva_261_225,5.24310945332,-7.236682,-35.879821
R._Cristina_Procópio_Silva_261_315,5.43642303638,-7.236539,-35.879854
R._Cristina_Procópio_Silva_305_135,3.04297046159,-7.236636,-35.878993
R._Cristina_Procópio_Silva_305_225,3.83535939271,-7.236661,-35.879211
R._Cristina_Procópio_Silva_305_293,5.24887300208,-7.236512,-35.879323
R._Cristina_Procópio_Silva_305_45,4.79436954196,-7.236463,-35.879123
R._Cristina_Procópio_Silva_436_135,5.39081116885,-7.236594,-35.877987
R._Cristina_Procópio_Silva_436_203,4.1217352807,-7.236549,-35.878061
R._Cristina_Procópio_Silva_436_22,5.19489965527,-7.236365,-35.878041
R._Cristina_Procópio_Silva_436_315,5.4273033283,-7.236373,-35.878125
R._Cristina_Procópio_Silva_66_135,4.75386740789,-7.236796,-35.881402
R._Cristina_Procópio_Silva_66_225,5.59778070367,-7.236805,-35.881633
R._Cristina_Procópio_Silva_66_315,5.44551106092,-7.236613,-35.881671
R._Cristina_Procópio_Silva_66_45,5.49858669728,-7.236613,-35.881411
R._Edésio_Silva_1136_135,4.50876573784,-7.243705,-35.891984
R._Edésio_Silva_1136_203,4.16564964307,-7.243801,-35.892078
R._Edésio_Silva_1136_22,4.06177334278,-7.243501,-35.892007
R._Edésio_Silva_1136_315,4.75714013953,-7.243669,-35.892102
R._Edésio_Silva_1546_135,5.20078971513,-7.247880,-35.891460
R._Edésio_Silva_1546_203,5.11410713294,-7.247890,-35.891586
R._Edésio_Silva_1546_22,5.15306508151,-7.247653,-35.891469
R._Edésio_Silva_1546_315,5.24773875752,-7.247687,-35.891601
R._Edésio_Silva_306_135,4.74815936682,-7.236337,-35.892894
R._Edésio_Silva_306_203,5.31667355537,-7.236351,-35.892992
R._Edésio_Silva_306_22,4.99388819536,-7.236200,-35.892902
R._Edésio_Silva_306_315,4.89554310167,-7.236173,-35.893009
R._Edésio_Silva_602_135,4.53742055036,-7.239252,-35.892570
R._Edésio_Silva_602_203,4.27637135426,-7.239244,-35.892640
R._Edésio_Silva_602_22,5.12512704335,-7.239125,-35.892585
