photo_name,V3
R._Edésio_Silva_602_315,5.44119072492,-7.239145,-35.892676
R._Edésio_Silva_70_135,3.88173603658,-7.234347,-35.893103
R._Edésio_Silva_70_203,4.44484545749,-7.234378,-35.893201
R._Edésio_Silva_70_22,5.45956908573,-7.234225,-35.893122
R._Edésio_Silva_70_315,4.11766828841,-7.234211,-35.893226
R._Inácio_Marquês_da_Silva_120_112,5.18148974229,-7.233387,-35.876109
R._Inácio_Marquês_da_Silva_120_203,4.14881706653,-7.233476,-35.876321
R._Inácio_Marquês_da_Silva_120_22,5.33733630837,-7.233322,-35.876189
R._Inácio_Marquês_da_Silva_120_293,5.39903971807,-7.233377,-35.876363
R._Inácio_Marquês_da_Silva_239_203,5.15598925939,-7.232854,-35.875234
R._Inácio_Marquês_da_Silva_239_22,5.3254902439,-7.232563,-35.875106
R._Inácio_Marquês_da_Silva_239_270,5.25382417266,-7.232707,-35.875262
R._Inácio_Marquês_da_Silva_239_90,5.40429365474,-7.232732,-35.875083
R._Inácio_Marquês_da_Silva_360_203,4.68142947627,-7.231981,-35.874147
R._Inácio_Marquês_da_Silva_360_22,5.16557554088,-7.231711,-35.874064
R._Inácio_Marquês_da_Silva_360_270,5.10587891882,-7.231880,-35.874262
R._Inácio_Marquês_da_Silva_360_90,4.50627027012,-7.231825,-35.873981
R._Inácio_Marquês_da_Silva_500_203,4.34067720057,-7.231182,-35.873155
R._Inácio_Marquês_da_Silva_500_22,4.34308137544,-7.230871,-35.872985
R._Inácio_Marquês_da_Silva_500_270,4.42534813135,-7.231054,-35.873206
R._Inácio_Marquês_da_Silva_500_90,4.42588243993,-7.230994,-35.872939
R._Inácio_Marquês_da_Silva_54_112,5.05652088185,-7.233471,-35.876332
R._Inácio_Marquês_da_Silva_54_203,4.39556892924,-7.233515,-35.876483
R._Inácio_Marquês_da_Silva_54_22,5.22580983257,-7.233387,-35.876388
R._Inácio_Marquês_da_Silva_54_293,3.96805316765,-7.233435,-35.876503
R._Maciel_Pinheiro_130_180,5.02456096177,-7.218693,-35.883038
R._Maciel_Pinheiro_130_270,4.75477013295,-7.218559,-35.883184
R._Maciel_Pinheiro_130_360,4.67089761211-7.218475,-35.883111
R._Maciel_Pinheiro_130_90,5.16715569677,-7.218623,-35.882974
R._Maciel_Pinheiro_190_180,4.23428310436,-7.218022,-35.883677
R._Maciel_Pinheiro_190_270,5.1321870182,-7.217863,-35.883861
R._Maciel_Pinheiro_190_360,5.14033175073,-7.217829,-35.883715
R._Maciel_Pinheiro_190_90,5.05671055773,-7.217917,-35.883620
R._Maciel_Pinheiro_248_180,5.2323097756,-7.217577,-35.884126
R._Maciel_Pinheiro_248_270,4.74585214262,-7.217425,-35.884226
R._Maciel_Pinheiro_248_360,4.41300823985,-7.217371,-35.884164
R._Maciel_Pinheiro_248_90,5.14329019912,-7.217447,-35.884081
R._Maciel_Pinheiro_284_180,5.01771022209,-7.217281,-35.884370
R._Maciel_Pinheiro_284_270,4.52958225807,-7.217169,-35.884515
R._Maciel_Pinheiro_284_360,4.92501811679,-7.217073,-35.884454
R._Maciel_Pinheiro_284_90,4.8411571051,-7.217234,-35.884275
R._Maciel_Pinheiro_360_180,4.58301394407,-7.216973,-35.884711
R._Maciel_Pinheiro_360_270,4.49435329029,-7.216815,-35.884855
R._Maciel_Pinheiro_360_360,5.0017445116,-7.216804,-35.884738
R._Maciel_Pinheiro_360_90,4.69543343823,-7.216911,-35.884642
R._Manoel_Pereira_de_Araújo_188_135,3.63803366981
R._Manoel_Pereira_de_Araújo_188_203,3.28383409715
R._Manoel_Pereira_de_Araújo_188_22,3.83952016031
R._Manoel_Pereira_de_Araújo_188_315,3.62809905385
R._Manoel_Pereira_de_Araújo_222_135,3.67695076937
R._Manoel_Pereira_de_Araújo_222_203,3.99277272847
R._Manoel_Pereira_de_Araújo_222_22,3.49759148719
R._Manoel_Pereira_de_Araújo_222_315,3.59270187837
R._Manoel_Pereira_de_Araújo_300_135,3.30577893249
R._Manoel_Pereira_de_Araújo_300_203,3.74625367393
R._Manoel_Pereira_de_Araújo_300_22,3.61471750822
R._Manoel_Pereira_de_Araújo_300_315,3.70012373833
R._Manoel_Pereira_de_Araújo_370_135,3.97815711862
R._Manoel_Pereira_de_Araújo_370_203,3.67695534258
R._Manoel_Pereira_de_Araújo_370_22,3.36766604826
R._Manoel_Pereira_de_Araújo_370_315,3.62711163163
R._Manoel_Pereira_de_Araújo_392_112,3.8626030699
R._Manoel_Pereira_de_Araújo_392_22,3.67702361946
R._Manoel_Pereira_de_Araújo_392_225,3.56058459115
R._Manoel_Pereira_de_Araújo_392_293,3.87370170803
