1   5   10   4   1.90473126694799
1   6   10   6   3.90696186258785
1   7   10   2   5.92307692307692
1   9   10   8   0.800258442084855
1   12   10   1   5.77484331734311
1   15   10   3   -1.74358974358974
1   18   10   5   4.41219323348239
1   19   10   9   0.023076923076923
1   32   10   7   -6.07692307692308
2   5   15   4   7.48165434387107
2   6   15   6   9.48388493951092
2   7   15   2   11.5
2   9   15   8   6.37718151900793
2   12   15   1   11.3517663942662
2   15   15   3   3.83333333333333
2   18   15   5   9.98911631040546
2   19   15   9   5.6
2   22   15   14   3.5
2   27   15   12   8.0210885893306
2   32   15   7   -0.5
2   39   15   13   -3.17051572751958
2   54   15   11   9.38155679360451
3   4   31   24   -0.69917362484109
3   5   31   4   -0.785115396082899
3   6   31   6   1.21711519955696
3   7   31   2   3.23323026004603
3   9   31   8   -1.88958822094604
3   10   31   16   -7.27904684856396
3   11   31   20   -0.266769739953969
3   12   31   1   3.08499665431222
3   13   31   26   0.897812909692618
3   15   31   3   -4.43343640662064
3   16   31   17   -0.711214184398414
3   17   31   18   0.677674704490475
3   18   31   5   1.72234657045149
3   19   31   9   -2.66676973995397
3   20   31   28   -8.69465650512388
3   22   31   14   -4.76676973995397
3   24   31   23   2.21100803782381
3   26   31   19   -4.0595193165489
3   27   31   12   -0.245681150623372
3   28   31   30   2.83849341794077
3   29   31   25   -7.50437214040873
3   30   31   21   -0.0167697399539692
3   32   31   7   -8.76676973995397
3   34   31   27   2.98323026004603
3   39   31   13   -11.4372854674736
3   44   31   22   2.96807816802774
3   54   31   11   1.11478705365054
3   63   31   29   -1.42761669361334
4   5   24   4   -0.0859417712418096
4   6   24   6   1.91628882439804
4   7   24   2   3.93240388488712
4   9   24   8   -1.19041459610495
4   10   24   16   -6.57987322372287
4   11   24   20   0.43240388488712
4   12   24   1   3.78417027915331
4   15   24   3   -3.73426278177955
4   16   24   17   -0.0120405595573243
4   17   24   18   1.37684832933156
4   18   24   5   2.42152019529258
4   19   24   9   -1.96759611511288
4   22   24   14   -4.06759611511288
4   24   24   23   2.9101816626649
4   26   24   19   -3.36034569170781
4   27   24   12   0.453492474217718
4   30   24   21   0.68240388488712
4   32   24   7   -8.06759611511288
4   39   24   13   -10.7381118426325
4   44   24   22   3.66725179286883
4   54   24   11   1.81396067849163
5   7   4   2   4.01834565612893
5   12   4   1   3.87011205039512
5   15   4   3   -3.64832101053774
6   7   6   2   2.01611506048908
6   12   6   1   1.86788145475526
6   15   6   3   -5.65055160617759
6   18   6   5   0.505231370894539
7   12   2   1   -0.148233605733814
8   9   47   8   -4.78948514765874
8   10   47   16   -10.1789437752767
8   11   47   20   -3.16666666666667
8   12   47   1   0.185099727599519
8   13   47   26   -2.00208401702008
8   14   47   34   -10.3475177304965
8   15   47   3   -7.33333333333333
8   16   47   17   -3.61111111111111
8   17   47   18   -2.22222222222222
8   18   47   5   -1.1775503562612
8   19   47   9   -5.56666666666667
8   20   47   28   -11.5945534318366
8   22   47   14   -7.66666666666667
8   24   47   23   -0.688888888888889
8   26   47   19   -6.9594162432616
8   27   47   12   -3.14557807733607
8   28   47   30   -0.0614035087719298
8   29   47   25   -10.4042690671214
8   30   47   21   -2.91666666666667
8   31   47   36   -0.302677723863287
8   32   47   7   -11.6666666666667
8   33   47   37   -0.666666666666667
8   34   47   27   0.0833333333333333
8   36   47   35   -1.7968516602185
8   37   47   38   0.0873499758159392
8   38   47   43   0.227437817974574
8   39   47   13   -14.3371823941863
8   40   47   41   -10.3440860215054
8   44   47   22   0.0681812413150389
8   47   47   46   -10.2666666666667
8   48   47   32   0.333333333333333
8   50   47   39   -13.8359185394156
8   54   47   11   -1.78510987306216
8   58   47   33   -0.166666666666667
8   63   47   29   -4.32751362032604
8   66   47   42   -0.281751305356473
8   71   47   40   0.256410256410256
8   77   47   44   -0.0769213851948499
8   85   47   45   -14.6666666666667
9   12   8   1   4.97458487525825
9   15   8   3   -2.5438481856746
9   18   8   5   3.61193479139753
9   32   8   7   -6.87718151900793
10   12   16   1   10.3640435028762
10   15   16   3   2.84561044194333
10   18   16   5   9.00139341901546
10   19   16   9   4.61227710860999
10   22   16   14   2.51227710860999
10   27   16   12   7.03336569794059
10   32   16   7   -1.48772289139001
10   39   16   13   -4.15823861890959
10   54   16   11   8.3938339022145
11   12   20   1   3.35176639426619
11   15   20   3   -4.16666666666667
11   16   20   17   -0.444444444444445
11   17   20   18   0.944444444444445
11   18   20   5   1.98911631040546
11   19   20   9   -2.4
11   22   20   14   -4.5
11   26   20   19   -3.79274957659493
11   27   20   12   0.0210885893305974
11   32   20   7   -8.5
11   39   20   13   -11.1705157275196
11   54   20   11   1.38155679360451
13   15   26   3   -5.33124931631325
13   16   26   17   -1.60902709409103
13   17   26   18   -0.220138205202143
13   18   26   5   0.824533660758876
13   19   26   9   -3.56458264964659
13   22   26   14   -5.66458264964659
13   24   26   23   1.31319512813119
13   26   26   19   -4.95733222624152
13   27   26   12   -1.14349406031599
13   29   26   25   -8.40218505010135
13   30   26   21   -0.914582649646587
13   32   26   7   -9.66458264964659
13   39   26   13   -12.3350983771662
13   44   26   22   2.07026525833512
13   54   26   11   0.216974143957922
14   15   34   3   3.01418439716312
14   16   34   17   6.73640661938534
14   17   34   18   8.12529550827423
14   18   34   5   9.16996737423525
14   19   34   9   4.78085106382979
14   20   34   28   -1.24703570134012
14   22   34   14   2.68085106382979
14   24   34   23   9.65862884160756
14   26   34   19   3.38810148723486
14   27   34   12   7.20193965316038
14   28   34   30   10.2861142217245
14   29   34   25   -0.056751336624977
14   30   34   21   7.43085106382979
14   32   34   7   -1.31914893617021
14   34   34   27   10.4308510638298
14   39   34   13   -3.9896646636898
14   44   34   22   10.4156989718115
14   48   34   32   10.6808510638298
14   54   34   11   8.5624078574343
14   58   34   33   10.1808510638298
14   63   34   29   6.02000411017041
16   18   17   5   2.43356075484991
16   19   17   9   -1.95555555555556
16   22   17   14   -4.05555555555556
16   27   17   12   0.465533033775042
16   32   17   7   -8.05555555555556
16   39   17   13   -10.7260712830751
16   54   17   11   1.82600123804895
17   18   18   5   1.04467186596102
17   19   18   9   -3.34444444444444
17   22   18   14   -5.44444444444444
17   27   18   12   -0.923355855113847
17   32   18   7   -9.44444444444444
17   39   18   13   -12.114960171964
17   54   18   11   0.437112349160065
19   32   9   7   -6.1
20   22   28   14   3.92788676516991
20   24   28   23   10.9056645429477
20   26   28   19   4.63513718857498
20   27   28   12   8.4489753545005
20   29   28   25   1.19028436471514
20   30   28   21   8.67788676516991
20   32   28   7   -0.072113234830093
20   34   28   27   11.6778867651699
20   39   28   13   -2.74262896234968
20   44   28   22   11.6627346731516
20   54   28   11   9.80944355877442
21   22   56   14   -1.48571428571429
21   23   56   49   2.39482014351965
21   24   56   23   5.49206349206349
21   26   56   19   -0.778463862309216
21   27   56   12   3.03537430361631
21   28   56   30   6.11954887218045
21   29   56   25   -4.22331668616905
21   30   56   21   3.26428571428571
21   31   56   36   5.87827465708909
21   32   56   7   -5.48571428571429
21   33   56   37   5.51428571428571
21   34   56   27   6.26428571428571
21   36   56   35   4.38410072073388
21   37   56   38   6.26830235676832
21   38   56   43   6.40839019892696
21   39   56   13   -8.15623001323387
21   40   56   41   -4.163133640553
21   42   56   53   5.51428571428571
21   44   56   22   6.24913362226742
21   47   56   46   -4.08571428571429
21   48   56   32   6.51428571428571
21   50   56   39   -7.65496615846318
21   52   56   52   6.4031746031746
21   54   56   11   4.39584250789022
21   56   56   48   4.51428571428571
21   57   56   54   6.51428571428571
21   58   56   33   6.01428571428571
21   62   56   50   1.97770034843206
21   63   56   29   1.85343876062634
21   64   56   55   4.42369306426085
21   66   56   42   5.89920107559591
21   71   56   40   6.43736263736264
21   77   56   44   6.10403099575753
21   85   56   45   -8.48571428571429
21   87   56   51   5.87326007326007
22   27   14   12   4.5210885893306
22   32   14   7   -4
22   39   14   13   -6.67051572751958
22   54   14   11   5.88155679360451
23   24   49   23   3.09724334854384
23   26   49   19   -3.17328400582887
23   27   49   12   0.640554160096661
23   28   49   30   3.7247287286608
23   29   49   25   -6.6181368296887
23   30   49   21   0.869465570766064
23   31   49   36   3.48345451356944
23   32   49   7   -7.88053442923394
23   33   49   37   3.11946557076606
23   34   49   27   3.86946557076606
23   36   49   35   1.98928057721423
23   37   49   38   3.87348221324867
23   38   49   43   4.01357005540731
23   39   49   13   -10.5510501567535
23   40   49   41   -6.55795378407265
23   44   49   22   3.85431347874777
23   47   49   46   -6.48053442923394
23   48   49   32   4.11946557076606
23   50   49   39   -10.0497863019828
23   54   49   11   2.00102236437057
23   56   49   48   2.11946557076606
23   58   49   33   3.61946557076606
23   63   49   29   -0.541381382893309
23   66   49   42   3.50438093207626
23   71   49   40   4.04254249384299
23   77   49   44   3.70921085223788
23   85   49   45   -10.8805344292339
24   26   23   19   -6.27052735437271
24   27   23   12   -2.45668918844718
24   30   23   21   -2.22777777777778
24   32   23   7   -10.9777777777778
24   39   23   13   -13.6482935052974
24   44   23   22   0.757070130203928
24   54   23   11   -1.09622098417327
25   26   67   19   -7.29274957659493
25   27   67   12   -3.4789114106694
