>>> Uniform pM 0.342182531909 0.0 [0.342182531909,0.342182531909]
>>> Base Rate pM 0.346726129547 0.0 [0.346726129547,0.346726129547]
>>> Normal pM 0.311091338544 0.0 [0.311091338544,0.311091338544]

