street,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19,num20,num21,num22,num23,num24,num25,num26,num27,num28
Av_Aprigio_Veloso,-0.000194188997049,-0.000918765122203,0.00128810474506,0.00079868331586,-0.00175339598076,-0.000979947977691,0.000778512671998,0.00155483013205,-0.00149025724992,-0.000141835263585,0.00234301777497,0.00175887465637,-0.00147063179475,-0.000631026897095,-0.000198807063749,-0.000955583015035,0.00094776317852,-0.000352039330969,0.000728515384479,-0.00122171376918,-0.000871516789968,0.00198209406184,0.000294042236733,0.000294274700351,-0.000357171933428,-0.000906852563272,-0.000919945491177,0.000118594244866

