street,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19,num20,num21,num22,num23,num24,num25,num26,num27,num28
Av_Aprigio_Veloso,4.44372555524,4.06447535798,5.36625847212,5.02322274501,3.4114190545,3.91925626184,4.9337060716,5.43245221574,3.84933433499,4.58836742197,6.14186302947,5.80252758489,3.370924585,3.95933428277,4.23413082533,3.70227106196,5.04374465979,4.27344811387,4.91073374698,3.80839036677,4.20047775409,5.89029064116,4.82912568569,4.80708521216,4.18563835898,3.8314490517,3.82052775326,4.46459942286
