street,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19,num20,num21,num22,num23,num24,num25,num26,num27,num28
Av_Aprigio_Veloso,0.0159649060084,0.0131680398027,-0.0134576859628,0.00431147326105,0.011960270284,0.0109901222592,-0.0135803797351,-0.00835281355595,0.0078479469062,0.00617906287141,-0.00174756432912,-0.00503354378447,-0.00324449394527,-0.00708561071126,-0.00561370280401,-0.000505690733624,-0.000403997423835,0.013443008211,0.00318453546269,0.00142856502714,0.005481351824,-0.00460726259485,0.00550359896521,-0.00929445663269,-0.0111439538697,-0.00405470074084,-0.00136365670026,-0.0108068566204
