street,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19,num20,num21,num22,num23,num24,num25,num26,num27,num28
Av_Aprigio_Veloso,-0.00684016588516,-0.0107973870169,0.00753301165952,0.00637371186983,-0.017192428291,-0.0114914115472,-0.00705457574168,0.00893742051226,-0.0148394614745,-0.00704462924917,0.0113563993128,0.00777986277464,-0.0154212515679,-0.00991710033871,-0.00891179293651,-0.0117268451542,0.00719247104119,-0.0077742744226,-0.00672213357836,-0.0132040634288,-0.0103291473102,0.00874891935677,-0.00555730563759,-0.0055567174895,-0.00818045155247,-0.0112162873684,-0.0113057643223,-0.00699056059683
