street,num1,num2,num3,num4,num5,num6,num7,num8,num9,num10,num11,num12,num13,num14,num15,num16,num17,num18,num19,num20,num21,num22,num23,num24,num25,num26,num27,num28
Av_Aprigio_Veloso,-0.00337093019969,-0.00733789824631,0.00709397211449,0.0036154936744,-0.0113486106339,-0.00562367715362,0.00566342407609,0.0113090228364,-0.0142119401448,-0.00565713476497,0.0120135576779,0.00786542198893,-0.00501100780382,0.00162225440365,0.00467869796979,-0.00128915783611,0.00607187219233,-0.00264148861702,0.00466553561379,-0.0080910614599,-0.0083854167032,0.0107216016464,-0.00117634005375,-0.00117456537798,0.000973680165692,-0.00273297516699,-0.00282299106468,0.00458002067146
